eval_eplenmean,eval_ep_rewmean,eval_time_elapsed,eval_discount_q,eval_qs_difference,eval_qs,eval mean 100 episode reward,eval_returns,eval_abs_qs_difference,total timesteps
178.27272727272728,879.8467282727273,5,405.6471467900285,53.154712959362385,313.37387,784.7,1065.4165020995245,67.03036,124001
,,,,,,,,,124241
150.0909090909091,748.8256999999999,4,372.22613066919024,51.47191538692759,286.5541,786.0,560.4260783496017,75.59675,125001
,,,,,,,,,125163
,,,,,,,,,125796
163.0909090909091,822.593173909091,5,396.6067545271138,75.98783821322804,330.86038,787.7,787.5923880896376,91.13897,126001
,,,,,,,,,126284
203.0,961.3809111818181,6,396.20991741842954,73.3206125332214,326.2055,813.0,504.2335266052116,83.24289,127001
,,,,,,,,,127360
,,,,,,,,,127974
172.1818181818182,849.4079433636365,5,382.0143024615747,69.57882800702552,313.5217,823.2,552.854229635638,88.52587,128001
,,,,,,,,,128845
194.54545454545453,980.5475217272729,6,410.21738594575686,55.32060122240348,328.29935,829.3,708.2120004295089,70.24171,129001
,,,,,,,,,129543
120.45454545454545,580.6426703636363,3,324.6487381013594,72.99095322882152,267.73816,814.4,476.30633990991913,85.529526,130001
,,,,,,,,,130101
,,,,,,,,,130751
167.1818181818182,812.8842530000001,5,397.43741978510474,78.3670005352472,324.9739,819.1,853.7242980276461,84.355225,131001
,,,,,,,,,131366
129.72727272727272,645.7479985454546,4,352.42309240991165,91.09644064770323,307.30798,806.6,512.3597141675036,100.6554,132001
,,,,,,,,,132001
,,,,,,,,,132625
179.1818181818182,882.3845461818182,5,393.67547611949163,53.21727687300206,306.87256,813.6,467.5088853551188,74.922226,133001
,,,,,,,,,133799
181.36363636363637,927.4415287272727,6,418.585533972041,47.32894829274569,323.18213,821.9,1032.9449170495714,67.79697,134001
,,,,,,,,,134425
182.0909090909091,911.402890090909,6,402.45972436416974,43.5634915150425,310.53842,840.8,361.39566480161164,66.4277,135001
,,,,,,,,,135028
182.9090909090909,905.7852629090908,6,401.4690456404969,62.910290981580005,326.3453,828.4,869.5266481997708,73.576225,136001
,,,,,,,,,136132
,,,,,,,,,136789
183.63636363636363,901.386280090909,6,399.7660256800793,57.63729771637517,318.21103,849.2,829.2327326348612,73.887505,137001
,,,,,,,,,137616
168.63636363636363,861.8852214545454,5,406.3740399674034,78.01610099681103,340.33948,819.6,1049.0931159483564,87.23237,138001
,,,,,,,,,138286
,,,,,,,,,138728
124.9090909090909,664.8808219090907,4,364.3390239620317,97.2287894774482,327.66028,833.5,674.2609895093926,107.627045,139001
,,,,,,,,,139442
238.36363636363637,1212.1077395454545,7,434.2645614118214,61.12280373269036,364.87936,867.5,2247.830259888395,77.416374,140001
,,,,,,,,,140139
,,,,,,,,,140984
167.1818181818182,849.1530245454545,5,399.6204112412797,75.99928014174576,335.13058,905.1,401.37605354448857,87.34775,141001
,,,,,,,,,141553
182.45454545454547,923.5632930909092,6,399.7343351490921,64.8852530495381,329.593,901.9,598.6460632916074,79.407646,142001
,,,,,,,,,142479
173.27272727272728,840.9681064545456,5,364.2641463051583,65.45399978660777,300.42416,898.8,872.8630826789439,89.50555,143001
,,,,,,,,,143235
159.0,813.9878458181818,5,386.54713285664474,76.73413376183989,327.50912,878.1,1374.5268516211647,96.57602,144001
,,,,,,,,,144001
172.9090909090909,864.679877181818,5,405.48927210921084,92.5477755757526,351.3513,879.0,638.275112210534,102.64622,145001
,,,,,,,,,145030
,,,,,,,,,145917
172.27272727272728,886.3690937272728,5,408.4031405780775,76.85365642080563,345.17535,883.5,885.655924331548,89.32769,146001
,,,,,,,,,146405
116.63636363636364,595.4744169999999,3,334.6904476310287,91.51754806104094,299.69067,853.7,363.2683812234986,102.195244,147001
,,,,,,,,,147123
,,,,,,,,,147949
155.45454545454547,793.6233370000001,5,398.9962908162269,90.07099741835695,342.06848,862.5,576.9422302639161,97.041115,148001
,,,,,,,,,148807
161.72727272727272,826.1038676363637,5,397.04724162134096,49.642991947899894,304.6432,839.4,619.362427566196,79.486626,149001
,,,,,,,,,149525
203.9090909090909,1019.010422909091,6,412.68364235789363,80.95867323813383,354.55756,833.7,1235.1606258149266,89.53752,150001
,,,,,,,,,150288
197.36363636363637,1024.5593300909093,6,427.7707689548773,75.35947937138778,366.5831,848.9,666.7586185744227,84.44555,151001
,,,,,,,,,151247
,,,,,,,,,151948
207.0909090909091,1059.5487844545455,6,431.43176293058565,69.05687909477426,359.26746,870.1,981.1185292605973,83.45252,152001
,,,,,,,,,152705
180.0,931.837633,5,419.50867033629055,84.68357485783983,360.55832,896.7,980.3884078409446,93.76804,153001
,,,,,,,,,153388
182.0909090909091,918.4624230909092,6,410.07370265436856,84.88075521260545,352.40985,890.0,831.5674409311583,93.29129,154001
,,,,,,,,,154187
,,,,,,,,,154816
222.36363636363637,1116.299365909091,7,428.6992780137374,88.3729921480324,373.0364,916.4,971.2121522653002,99.084206,155001
,,,,,,,,,155619
257.45454545454544,1297.0113522727272,8,439.53110504341475,70.57193052439628,375.72266,988.1,904.4193293259804,85.7908,156001
,,,,,,,,,156250
,,,,,,,,,156956
160.0909090909091,824.0032963636364,5,393.7109540602933,84.64891658941997,337.676,997.0,1065.6748911093475,91.46483,157001
,,,,,,,,,157811
180.72727272727272,912.2510883636364,5,404.54810680680714,90.36498643063317,355.90158,1001.2,1214.9753549849527,97.01779,158001
,,,,,,,,,158852
279.27272727272725,1453.4521081818182,9,464.3434665139035,64.62487038863068,396.4387,1066.8,953.5105393689872,80.11428,159001
,,,,,,,,,159777
181.63636363636363,937.1574041818182,5,419.30099066834197,103.95051660471857,377.73575,1050.1,1037.5475224880922,109.1677,160001
,,,,,,,,,160272
313.0,1556.1174777272727,10,429.1059660602119,51.26184386079663,359.01285,1099.6,2221.2510872001003,75.181145,161001
,,,,,,,,,161392
270.72727272727275,1398.7320394545457,8,455.77312039039566,52.9437150605038,373.73782,1149.8,1314.831378677022,73.3515,162001
,,,,,,,,,162290
,,,,,,,,,162902
287.72727272727275,1491.445896909091,9,476.42087334729587,35.1006035598989,378.78967,1216.7,776.0773854116673,60.27092,163001
,,,,,,,,,163775
135.27272727272728,727.8477713636363,4,382.1168805100843,69.41699407648402,313.57693,1175.5,706.7974685407115,93.85925,164001
,,,,,,,,,164812
166.1818181818182,895.0319634545453,5,409.5124652743565,59.55852799106465,332.57114,1134.3,560.3367970089759,80.76877,165001
,,,,,,,,,165552
310.1818181818182,1585.968973,10,441.4716210381334,62.87342625626909,372.65378,1217.6,787.1240867188117,90.710144,166001
,,,,,,,,,166441
,,,,,,,,,166882
222.9090909090909,1141.643796727273,7,435.17972953106585,61.71855676392391,354.48215,1240.8,911.6015757548485,81.749855,167001
,,,,,,,,,167621
194.8181818181818,1009.9870701818181,6,419.11321045043206,55.14918241492219,336.6778,1181.7,1813.2408757470384,84.18373,168001
,,,,,,,,,168242
,,,,,,,,,168980
191.27272727272728,999.6462451818181,6,416.1448407933382,83.18581357585873,364.40955,1201.8,487.57173339471086,95.97634,169001
,,,,,,,,,169959
160.54545454545453,848.7530605454544,5,395.5632735215037,73.20401727762491,334.6082,1125.2,1371.4502531648914,93.27092,170001
,,,,,,,,,170466
204.36363636363637,1075.0144730909092,6,427.00200649579403,73.77517482005032,363.5428,1091.5,482.3685897199046,93.91817,171001
,,,,,,,,,171079
,,,,,,,,,171667
246.0909090909091,1277.8514094545453,8,442.6842804686478,54.93599530281519,365.38928,1069.1,863.7262915748946,81.623726,172001
,,,,,,,,,172294
,,,,,,,,,172994
232.72727272727272,1184.709579,7,438.9455043809272,78.25979047430467,379.96643,1100.1,1563.236463073584,92.57032,173001
243.45454545454547,1282.1835998181818,8,455.632444146627,56.37308282474863,371.67892,1160.4,712.9961923010995,73.007515,174001
,,,,,,,,,174275
180.0909090909091,921.0127350909092,5,420.8006621526037,68.29193607751326,340.58527,1080.3,1170.007593392303,83.91338,175001
,,,,,,,,,175248
,,,,,,,,,175914
127.27272727272727,663.5212620909092,4,357.9594322696528,110.6297276514433,336.75568,1030.9,452.7218560982029,119.92209,176001
,,,,,,,,,176407
225.45454545454547,1200.908028090909,7,446.4999140705229,58.474664398067006,370.65497,1060.2,779.0579202576001,82.34942,177001
,,,,,,,,,177115
,,,,,,,,,177730
191.72727272727272,1001.3250856363636,6,416.3344111146538,74.56581258632171,353.40094,1045.3,595.4493974273753,95.52551,178001
,,,,,,,,,178737
243.54545454545453,1296.230209181818,7,443.9846865349597,63.189380214415834,370.8913,1107.2,852.2028549009129,85.30967,179001
,,,,,,,,,179352
242.0909090909091,1281.2950984545455,7,452.97485564972726,76.56321789376096,393.28738,1123.6,1000.2925666329265,87.43587,180001
,,,,,,,,,180133
354.90909090909093,1885.8767662727269,11,502.69450213914865,20.121754054447777,392.04745,1189.6,1753.0700072192144,65.14998,181001
,,,,,,,,,181056
,,,,,,,,,181764
302.1818181818182,1586.1729023636362,9,476.0576462390758,73.82499352177643,416.55563,1257.3,598.8731303568007,83.036224,182001
,,,,,,,,,182831
285.8181818181818,1510.9414357272726,9,477.2381494553599,53.133749619476276,394.2121,1243.3,2048.877077494785,76.56331,183001
,,,,,,,,,183788
193.0909090909091,1005.8954788181818,6,427.5309784054288,92.92471794441977,375.30197,1265.5,1045.531335314034,104.619514,184001
,,,,,,,,,184912
209.36363636363637,1102.041317909091,6,443.63235988871423,65.69116189238953,363.92477,1314.1,894.0363447327956,86.749084,185001
,,,,,,,,,185721
202.1818181818182,1091.5819001818184,6,448.11776371648006,54.37085975221748,357.96246,1293.5,1655.1764607148443,79.05274,186001
,,,,,,,,,186863
264.6363636363636,1410.0690056363635,8,473.00274123572217,56.39002599637366,391.12988,1334.9,2249.7635502837975,85.029205,187001
,,,,,,,,,187521
233.72727272727272,1244.9888416363638,7,447.06324808352366,56.744622272768815,362.08997,1339.1,977.8464281755707,78.58507,188001
,,,,,,,,,188027
,,,,,,,,,188798
185.27272727272728,964.5891186363638,5,432.1155353866039,73.3208602097359,351.51358,1324.5,982.370312394309,92.031425,189001
,,,,,,,,,189244
205.9090909090909,1126.6845110909092,6,459.328162528824,57.712663267060634,368.69135,1230.0,1318.2877380744767,76.02241,190001
,,,,,,,,,190098
,,,,,,,,,190925
234.36363636363637,1281.5814345454546,7,481.9897234818942,81.74599579634913,418.81638,1196.1,1068.038511180148,88.66541,191001
,,,,,,,,,191828
170.1818181818182,912.0522142727273,5,414.80401417978754,74.40893350367152,348.7318,1138.4,1025.5065284782693,93.113045,192001
,,,,,,,,,192657
240.45454545454547,1264.1951802727274,7,428.86578451125973,74.83861543213213,377.04492,1154.0,755.6174421866293,97.265205,193001
,,,,,,,,,193345
218.27272727272728,1161.075888727273,6,447.94437441378125,64.68673363307802,372.2943,1159.3,778.1434991034778,82.63587,194001
,,,,,,,,,194250
201.72727272727272,1059.7312786363639,6,426.53128289479025,102.82813033395043,390.87344,1163.5,870.5033332450475,112.8398,195001
,,,,,,,,,195008
202.36363636363637,1084.9837993636363,6,441.6990946948056,79.80348360891554,379.90897,1123.3,2060.202327293629,95.111496,196001
,,,,,,,,,196278
259.27272727272725,1350.9257313636365,8,459.9106983181544,67.68022660413044,388.2508,1126.4,1281.2241309753763,85.31361,197001
,,,,,,,,,197148
228.72727272727272,1242.953762909091,7,438.88450542468314,58.87851337543173,363.85574,1155.6,1481.5532353281633,85.42774,198001
,,,,,,,,,198394
253.27272727272728,1372.4161753636365,8,470.158968142204,60.85728170804218,394.12128,1190.9,1015.236677927026,82.66381,199001
,,,,,,,,,199098
248.9090909090909,1243.6025247272728,7,429.87775429676344,92.95232900629995,391.69608,1176.1,2385.16570874422,99.039055,200001
,,,,,,,,,200301
289.90909090909093,1566.6586994545455,9,485.1942297588124,48.9576063707181,401.47784,1247.2,1705.0053395715315,77.08661,201001
249.72727272727272,1348.7203888181816,7,464.4463379947743,79.69308698174997,406.81747,1268.3,1024.856260878376,96.731735,202001
,,,,,,,,,202035
,,,,,,,,,202810
182.1818181818182,993.4028852727272,5,431.4058199109825,76.24134509835206,363.34064,1241.1,1387.6657377531858,100.21692,203001
,,,,,,,,,203538
261.6363636363636,1330.6742663636362,8,436.61416073913387,65.7899001423648,373.5124,1274.1,2376.850673104787,80.35947,204001
,,,,,,,,,204277
255.63636363636363,1407.7587131818182,8,461.46602491615687,79.61842147340631,411.3923,1307.4,2822.741359549204,101.927956,205001
,,,,,,,,,205002
,,,,,,,,,205579
291.09090909090907,1567.6158178181818,9,481.5829560502065,44.74935887320903,396.47293,1349.7,1270.6292567828027,73.66818,206001
,,,,,,,,,206458
,,,,,,,,,206964
354.45454545454544,1950.74712,11,508.8654952962828,28.979142100338148,407.16785,1418.5,820.2965178331035,67.43827,207001
,,,,,,,,,207743
183.63636363636363,944.9576563636364,5,422.9646546503972,73.47121890923458,348.99484,1363.0,1407.1502841075633,89.84629,208001
,,,,,,,,,208816
331.45454545454544,1791.921611818182,10,488.80391251870896,47.74179897183345,410.80313,1430.1,2230.140050324291,77.52801,209001
,,,,,,,,,209940
222.36363636363637,1217.8787997272727,7,451.157629255726,69.81347443453406,383.4948,1403.9,693.6046973402562,96.61976,210001
346.72727272727275,1918.0867989090912,10,499.9630613432906,27.856345236071714,404.52063,1427.9,3223.813392731796,77.75933,211001
,,,,,,,,,211002
,,,,,,,,,211781
288.8181818181818,1602.6525572727273,9,495.34891914898344,43.148032147975,403.16486,1518.9,1303.2163771202422,72.96606,212001
201.54545454545453,1111.794140181818,6,437.2849544770066,84.62615774925699,384.5012,1510.2,1341.6159386442619,105.07437,213001
,,,,,,,,,213080
,,,,,,,,,213457
,,,,,,,,,213945
132.0,721.894973,4,315.097942088673,114.49498698454235,318.061,1432.9,1393.3163927986498,128.00632,214001
,,,,,,,,,214415
,,,,,,,,,214846
229.45454545454547,1249.289070272727,7,450.2690663508278,69.75661392306107,384.56738,1383.4,1343.289935903964,108.77656,215001
,,,,,,,,,215580
243.54545454545453,1344.816017090909,7,445.6222544982175,67.73074115221188,381.72577,1332.1,732.553400467369,99.342804,216001
,,,,,,,,,216350
274.8181818181818,1524.620218909091,8,475.4749314416673,63.470281837262405,411.4,1387.7,986.7904109253041,96.97094,217001
,,,,,,,,,217067
250.0909090909091,1350.4193435454547,7,462.97386653781524,64.2449927281444,394.84006,1346.2,649.2318789733055,86.88361,218001
,,,,,,,,,218024
208.63636363636363,1141.256497181818,6,442.4008732159711,70.89940754922789,373.4586,1329.4,536.3796395664018,99.802124,219001
,,,,,,,,,219083
,,,,,,,,,219908
166.63636363636363,922.2322826363637,5,430.5447213480273,99.93400246426523,384.09372,1234.1,1159.4317952987137,110.79539,220001
,,,,,,,,,220616
127.9090909090909,702.2686110909091,4,374.2155551991631,124.2225736465237,361.192,1131.4,567.0075843676069,134.02821,221001
,,,,,,,,,221564
137.45454545454547,752.2694364545455,4,394.2362541500623,110.21689053044905,363.00305,1102.5,747.9028553956052,125.22568,222001
,,,,,,,,,222381
,,,,,,,,,222943
212.1818181818182,1197.227338,6,459.3618402864047,76.16618259062419,394.35696,1132.5,593.692036354427,105.697586,223001
,,,,,,,,,223360
,,,,,,,,,223940
160.45454545454547,871.5302840909092,5,421.10723806629557,93.94271770428509,366.9342,1089.1,911.7217986552105,112.91302,224001
,,,,,,,,,224569
107.81818181818181,613.6805916363637,3,357.2650767043883,92.51453527166008,318.83157,1006.9,498.18327491631203,114.50707,225001
,,,,,,,,,225046
,,,,,,,,,225473
,,,,,,,,,225992
205.0,1129.9351271818182,6,434.4448983304213,101.51322191981397,405.30646,968.3,513.6752935940752,121.172295,226001
,,,,,,,,,226795
159.0,903.816667090909,4,409.1747467304076,62.194193502022266,337.95065,903.1,1958.3995662581674,98.30911,227001
,,,,,,,,,227277
,,,,,,,,,227894
164.45454545454547,907.4698041818182,5,402.2342191669319,68.97736227557787,335.58496,875.4,2154.5068675806865,104.4117,228001
,,,,,,,,,228306
365.90909090909093,1976.6369963636362,11,490.9339297512435,46.21246764773293,425.80948,1000.6,1709.6572304714662,79.09536,229001
,,,,,,,,,229083
273.8181818181818,1547.442643,8,492.90336236698187,55.54454678999121,414.41882,1077.9,2335.3266117885278,85.14133,230001
,,,,,,,,,230033
286.3636363636364,1535.2365321818181,9,462.2908525239913,75.63845771373731,416.18918,1170.3,2269.0053765404973,99.151375,231001
,,,,,,,,,231562
371.3636363636364,2094.079437272727,11,517.1794373131588,56.30714076701568,457.182,1261.3,2587.7957739345907,88.5828,232001
,,,,,,,,,232434
232.72727272727272,1322.8406401818181,7,456.97568707374535,112.92705980666688,438.74808,1335.2,1068.115599831584,130.56589,233001
,,,,,,,,,233846
184.0909090909091,1027.2627495454547,5,426.38226921828976,95.18173123382957,389.99902,1366.3,1808.074541240619,110.58018,234001
,,,,,,,,,234304
243.9090909090909,1342.5804285454544,7,456.3264246954177,90.08923718352725,411.35403,1383.0,2262.2552378771825,106.48711,235001
,,,,,,,,,235349
248.1818181818182,1356.8868335454545,7,452.8746806772424,91.87943179946211,405.09207,1463.0,475.91428259443836,109.05149,236001
,,,,,,,,,236315
,,,,,,,,,236844
232.72727272727272,1315.8913362727271,7,453.83705162271997,102.67583982773864,419.3299,1502.4,1411.5287565143938,119.90345,237001
,,,,,,,,,237726
221.63636363636363,1230.055049090909,7,470.2072467223807,77.7349540208873,397.27884,1428.2,1046.7195795664616,95.89731,238001
,,,,,,,,,238635
208.27272727272728,1186.9967294545454,6,466.3686860864831,99.55345848767,419.642,1385.3,1522.6390167889094,117.78116,239001
,,,,,,,,,239999
233.9090909090909,1366.094337636364,7,427.31680194385916,77.24157548539796,386.6781,1371.1,759.0782192929507,111.946144,240001
,,,,,,,,,240831
248.54545454545453,1348.2881442727273,7,463.83018756444113,85.16934121112108,406.87097,1299.9,1268.7848963690324,106.73171,241001
,,,,,,,,,241694
289.8181818181818,1555.7423192727272,9,478.3407643260751,90.08772578478522,424.9366,1306.2,684.6544219828484,108.871994,242001
,,,,,,,,,242507
241.8181818181818,1387.1033735454546,7,496.0141220151259,97.85995319121176,448.5754,1348.1,1790.3159470666976,111.643036,243001
,,,,,,,,,243813
256.45454545454544,1418.9009855454547,8,445.88799171264594,108.10827033829956,433.1006,1364.2,1584.9544526141117,135.27504,244001
251.8181818181818,1461.8024276363635,7,483.8509650180145,100.8563608275393,450.42538,1334.9,2526.349793331263,117.79275,245001
,,,,,,,,,245661
259.6363636363636,1448.3090200909091,8,454.65862688863274,94.7226453549494,419.9225,1375.8,845.6782828979223,114.7257,246001
,,,,,,,,,246651
163.54545454545453,907.7423189090911,5,418.96109980042746,121.52759138605244,397.7905,1344.5,999.1315413410048,130.9407,247001
,,,,,,,,,247806
327.3636363636364,1837.940178,10,489.3316832096994,65.12334561126546,430.05295,1416.0,874.4750137163251,102.603645,248001
,,,,,,,,,248268
262.8181818181818,1486.1638324545454,8,486.0902793453163,76.5088176676001,421.99832,1406.3,1792.0060336835606,108.248535,249001
,,,,,,,,,249124
225.36363636363637,1289.294988181818,7,471.33027689753294,112.20402025892373,439.89148,1430.3,1971.9367185602323,128.36662,250001
,,,,,,,,,250065
,,,,,,,,,250643
381.09090909090907,2170.168279818182,12,499.0065598797883,63.69173242367856,448.68405,1459.7,2876.393725735652,94.85751,251001
,,,,,,,,,251313
282.0,1626.2152569999998,8,494.37291560797183,84.88491584185496,440.0348,1515.7,1126.590991295266,105.70932,252001
,,,,,,,,,252396
200.72727272727272,1106.6154399999998,6,429.4115930513737,89.7718303007685,381.93762,1499.9,1255.9140632960211,121.54822,253001
,,,,,,,,,253075
,,,,,,,,,253519
253.45454545454547,1410.6007035454543,8,414.9340591541381,115.6326051930353,415.4496,1488.3,687.6266064583386,131.57024,254001
,,,,,,,,,254339
151.1818181818182,839.470436,4,395.0555835961741,136.92611853803362,396.4761,1406.8,609.7828648190995,153.84625,255001
,,,,,,,,,255236
,,,,,,,,,255911
155.9090909090909,881.2891719090909,4,429.07796264829176,142.10331856975952,425.12512,1393.5,1274.5776819790585,150.80927,256001
,,,,,,,,,256312
,,,,,,,,,256890
225.0909090909091,1295.0393112727272,7,444.2164101863132,125.13164790573488,441.3074,1364.2,1097.9424595700598,140.87225,257001
,,,,,,,,,257374
,,,,,,,,,257870
220.27272727272728,1259.3617888181818,6,416.7496739351715,95.56261702324429,388.05234,1287.2,4343.347683222664,127.685005,258001
,,,,,,,,,258616
271.54545454545456,1531.8426445454547,8,505.6050933350338,65.87662447245685,428.36267,1340.7,1835.9590664829043,90.53102,259001
,,,,,,,,,259441
318.27272727272725,1826.5799840909087,9,478.9021904507332,60.2553424865911,418.3382,1295.9,4335.792726847386,103.98644,260001
,,,,,,,,,260089
275.45454545454544,1536.164365818182,8,476.67592120021067,70.35015856320167,416.23163,1301.2,707.4026815889224,96.992744,261001
,,,,,,,,,261404
204.36363636363637,1121.8775191818181,6,435.56667963257627,100.64496178634114,396.52832,1295.8,1330.138665010663,119.40239,262001
,,,,,,,,,262215
,,,,,,,,,262840
179.63636363636363,1000.3825606363636,5,423.96330125167896,138.68126226208176,423.68973,1245.7,612.2261584693667,145.84563,263001
,,,,,,,,,263701
284.54545454545456,1629.2462196363638,8,500.8564096471892,83.42531246459974,443.9391,1340.6,805.4536615800271,108.10076,264001
,,,,,,,,,264953
181.54545454545453,1033.1507218181819,5,444.96744354340404,123.28530604285848,421.37723,1361.2,526.9799523252688,132.84956,265001
147.45454545454547,828.4288007272727,4,391.7199830695656,116.80578452199748,372.76678,1303.0,743.894931806634,127.50916,266001
,,,,,,,,,266065
,,,,,,,,,266674
209.9090909090909,1170.3749193636363,6,447.1247344837702,132.02828317424635,440.13135,1323.9,817.8986344003652,142.39198,267001
,,,,,,,,,267754
228.72727272727272,1306.3833126363636,7,474.5033518191422,88.0742803364361,416.53366,1291.4,775.5944095053561,114.80551,268001
247.72727272727272,1390.8590895454547,7,462.62649343235915,91.06686414893342,415.67526,1250.3,1160.5794262846541,108.804,269001
,,,,,,,,,269335
143.72727272727272,760.5640981818182,4,371.84921090223196,124.92094105172046,362.17142,1151.1,672.5152595243728,137.74814,270001
,,,,,,,,,270437
,,,,,,,,,270962
258.90909090909093,1496.8372657272726,8,473.5989584461746,125.99059372673905,459.2571,1190.6,616.2935515316367,145.17612,271001
,,,,,,,,,271864
232.72727272727272,1318.0576606363636,7,485.4480397139733,104.92197897637301,436.57285,1194.0,1899.3788491404976,114.25151,272001
,,,,,,,,,272540
198.0,1117.3848996363636,6,466.6972968999749,118.91736434618629,431.48535,1156.1,1730.864566543459,126.12016,273001
,,,,,,,,,273366
252.54545454545453,1470.0994036363636,7,477.628799582275,101.20612339390438,442.63187,1206.1,688.3043889829968,116.4991,274001
,,,,,,,,,274687
151.0909090909091,830.5820153636363,4,400.87096667608273,132.03950673846688,392.77878,1205.9,354.0794886830849,145.69867,275001
,,,,,,,,,275506
341.90909090909093,1963.1322659999998,10,530.3505067327852,63.131965086931494,454.81525,1280.3,2020.061251740019,101.47102,276001
,,,,,,,,,276112
,,,,,,,,,276997
321.0,1841.1075794545454,10,514.6384448295329,69.97304588287201,444.61115,1349.4,759.8312612673916,97.09739,277001
258.90909090909093,1492.5304385454547,8,490.4259882587805,122.32164822881505,475.11014,1389.2,433.17089471999776,138.73671,278001
,,,,,,,,,278364
193.72727272727272,993.9451413636365,6,403.9204439837973,128.9765385609492,395.76248,1379.0,1047.0338078372602,143.9123,279001
,,,,,,,,,279319
296.0,1653.5364617272724,9,460.86795892376773,91.5220367092393,437.50534,1402.7,989.570812630878,120.51527,280001
,,,,,,,,,280254
214.63636363636363,1224.9960145454545,6,466.05721357953644,105.64236097568788,430.64972,1410.6,1287.859275547183,140.07709,281001
,,,,,,,,,281323
217.63636363636363,1235.8763677272727,6,459.7991881635998,123.08306094946687,441.70038,1413.8,783.5928463382287,138.61894,282001
,,,,,,,,,282130
,,,,,,,,,282975
246.1818181818182,1425.9547467272728,7,490.61215064063055,124.61384655785815,475.3662,1400.8,962.7798461484903,136.83221,283001
,,,,,,,,,283486
192.0909090909091,1085.2901780909092,5,443.3178573940402,128.4435457795005,433.51776,1418.0,1891.3185289488981,143.25214,284001
,,,,,,,,,284970
150.54545454545453,858.3306525454547,4,427.96168323868443,220.98866818945572,494.80563,1332.3,1176.9228419763122,223.62921,285001
,,,,,,,,,285417
295.6363636363636,1687.851257818182,9,507.5164771411591,105.6460971644361,470.45898,1291.4,2325.0908138566792,119.62591,286001
,,,,,,,,,286630
204.63636363636363,1150.940927090909,6,389.8899695561622,140.84736441738744,413.00604,1224.8,3296.636102319143,160.27773,287001
,,,,,,,,,287006
,,,,,,,,,287842
134.36363636363637,728.1341256363637,4,354.7542452122267,109.46013376004883,335.7614,1221.1,1436.076728533378,135.35109,288001
,,,,,,,,,288133
206.27272727272728,1112.8285811818182,6,441.4737351430473,125.44308851514953,418.48782,1184.6,1644.6522822549953,140.19667,289001
,,,,,,,,,289038
,,,,,,,,,289951
180.36363636363637,1027.4030819090908,5,449.9831342565013,113.75716158182749,413.8537,1143.1,1205.9019350276928,129.02599,290001
,,,,,,,,,290588
220.27272727272728,1235.3862966363633,6,471.96582465877435,112.7934204565258,434.1504,1141.9,1668.703793084769,128.13722,291001
,,,,,,,,,291926
236.72727272727272,1393.8321127272727,7,484.123092992463,91.53003723081726,435.37448,1119.4,3408.1991163308203,111.454414,292001
,,,,,,,,,292530
260.6363636363636,1479.8138389090911,8,474.45294529540837,101.03948647314085,440.07782,1190.8,928.1677361909708,119.45979,293001
,,,,,,,,,293199
208.9090909090909,1173.884185181818,6,432.6473984564231,71.63223695033378,371.36142,1222.7,528.9367838115455,111.406425,294001
,,,,,,,,,294606
213.27272727272728,1207.876901818182,6,443.27567960353576,112.07027476877387,412.84793,1144.4,4197.680110778832,131.87207,295001
,,,,,,,,,295413
221.54545454545453,1237.370659909091,7,433.7081276987901,113.31311411091647,410.0617,1197.3,675.6351422644786,135.65411,296001
,,,,,,,,,296434
194.54545454545453,1106.542235818182,6,428.77393810736316,131.87857734599206,424.6297,1221.3,339.5846112825741,145.72792,297001
,,,,,,,,,297343
210.1818181818182,1225.1579206363638,6,471.45927859571657,115.57625933635278,440.24054,1233.4,1186.757887543535,130.42772,298001
,,,,,,,,,298484
246.8181818181818,1432.741432272727,7,491.2267748003842,84.04006926099373,434.34216,1259.4,2691.6993742561403,101.6787,299001
114.45454545454545,620.8325998181818,3,322.1467747944922,140.66472350764695,340.41125,1211.7,1233.8283135713823,157.20575,300001
,,,,,,,,,300213
425.27272727272725,2568.057786909091,13,536.7450956452062,47.88684594983442,473.47043,1321.8,4646.026105457601,97.38349,301001
,,,,,,,,,301145
,,,,,,,,,301962
291.1818181818182,1731.4927063636364,9,479.62334689599066,98.69914477954445,447.1005,1367.7,492.84193706789745,119.358475,302001
242.0909090909091,1462.0927475454546,7,466.52120980192353,71.10821177746756,410.9542,1391.7,552.3468608933599,118.63587,303001
,,,,,,,,,303015
,,,,,,,,,303815
272.3636363636364,1636.053370181818,8,505.5180868651731,71.90217163756562,444.33124,1479.1,477.24327131257974,108.03405,304001
,,,,,,,,,304642
200.63636363636363,1167.2245499090911,6,426.6568039175626,117.19157163137693,417.34256,1458.1,525.6223348361656,136.7419,305001
,,,,,,,,,305808
205.8181818181818,1229.2333887272728,6,484.61726083025917,110.26149685739897,452.0421,1444.4,484.9772102986472,124.46555,306001
,,,,,,,,,306503
280.72727272727275,1718.6120781818179,8,529.3787089072626,80.47477591858132,477.85614,1492.8,2053.01563131584,107.41625,307001
,,,,,,,,,307695
258.72727272727275,1553.0623208181821,8,508.4022644941579,96.60321617839575,469.92712,1537.8,1329.4299987583563,120.966255,308001
,,,,,,,,,308387
242.27272727272728,1445.1866016363638,7,499.6678205187562,101.5459368818174,459.51572,1588.8,2232.695173377004,122.18155,309001
,,,,,,,,,309361
