total timesteps,eval_returns,eval_time_elapsed,eval mean 100 episode reward,eval_ep_rewmean,eval_discount_q,eval_abs_qs_difference,eval_eplenmean,eval_qs_difference,eval_qs
135001,403.5222605808457,5,485.9,524.8163189090909,175.98696834168888,139.6642,193.54545454545453,135.55668265172136,291.47986
135060,,,,,,,,,
136001,151.20806682486042,6,506.7,449.655232,101.25613117364979,210.6191,234.54545454545453,208.05376139962917,306.0118
136171,,,,,,,,,
136696,,,,,,,,,
137001,302.71402495381307,7,531.0,753.550931909091,171.37795196982415,120.720406,276.72727272727275,117.45286258434102,307.7566
137685,,,,,,,,,
138001,-4.321385234164722,1,509.8,77.69998445454547,25.067440605872733,269.59152,40.09090909090909,269.0427251903417,294.28146
138363,,,,,,,,,
139001,89.16440187575222,4,492.5,384.6528599090909,133.45395450916592,167.96292,146.72727272727272,162.23408769122878,282.5336
139088,,,,,,,,,
139971,,,,,,,,,
140001,713.1036281817904,7,508.4,774.5715444545455,197.38883690595824,133.38512,266.45454545454544,132.09818892673803,342.20493
140667,,,,,,,,,
141001,103.6584100045779,7,551.6,758.0787982727273,146.92227759173517,160.60143,261.1818181818182,156.60955473561046,323.93417
141169,,,,,,,,,
141440,,,,,,,,,
141857,,,,,,,,,
142001,172.46715529789458,5,560.1,509.98196736363644,160.20090972507086,155.84889,199.1818181818182,152.92290200547652,303.54007
142523,,,,,,,,,
142912,,,,,,,,,
143001,105.18135689233397,3,515.4,300.0152716363636,108.72448638606255,183.71576,111.9090909090909,177.25929425553628,274.4054
143516,,,,,,,,,
143838,,,,,,,,,
144001,199.40721315799055,3,487.0,318.3536351818181,132.21844362433487,176.27222,126.54545454545455,171.66542672206552,281.63345
144315,,,,,,,,,
144927,,,,,,,,,
145001,1520.0661765568684,5,496.3,669.1578728181818,190.5674574935608,150.48389,209.45454545454547,141.33599197651222,333.22668
145370,,,,,,,,,
146001,759.590843019838,3,445.4,278.7721056363637,127.57241844096187,174.73302,121.18181818181819,173.05754240089828,278.55594
146165,,,,,,,,,
146852,,,,,,,,,
147001,1150.3949917493783,6,524.2,822.3773554545455,234.92873092363664,110.66747,237.36363636363637,106.26206263970471,344.6157
147544,,,,,,,,,
148001,914.8712954078609,3,519.8,345.59598418181815,127.58755345810779,181.73416,123.0909090909091,176.91786903547202,285.52356
148406,,,,,,,,,
149001,1108.005556735954,6,534.8,822.8711522727273,219.73228160651135,117.60041,245.36363636363637,110.6749161623925,340.707
149179,,,,,,,,,
149627,,,,,,,,,
149931,,,,,,,,,
150001,694.2145602047588,5,504.1,554.6293044545455,180.52542005623025,152.5821,194.8181818181818,151.0977022251226,324.6261
150876,,,,,,,,,
151001,789.8632363419877,6,521.2,664.7233315454546,193.80571017682652,134.6415,226.54545454545453,132.6902458787201,328.20447
151731,,,,,,,,,
152001,824.2874189919428,6,569.0,755.0196944545455,201.46355923607732,117.42078,246.36363636363637,113.91124466978073,323.85892
152636,,,,,,,,,
153001,116.26682758550358,2,566.5,211.53697290909088,104.44473291926828,157.84442,91.63636363636364,146.7298082317173,231.40282
153521,,,,,,,,,
154001,85.8236494658236,1,528.0,92.33498181818183,66.7377359450122,184.56744,56.63636363636363,178.43599648364022,224.94966
154655,,,,,,,,,
154999,,,,,,,,,
155001,107.53665191700729,2,497.1,172.40196372727274,94.80728535830103,192.74706,86.0,192.22408585176726,266.9094
155359,,,,,,,,,
155717,,,,,,,,,
156001,104.6354602734635,2,447.5,252.46556490909097,83.75515560543487,167.13014,100.81818181818181,152.61642291928916,228.33014
156727,,,,,,,,,
157001,522.2400924931169,4,447.1,494.6935142727272,142.25066264796942,160.18044,178.72727272727272,152.60278319779164,283.27454
157014,,,,,,,,,
157500,,,,,,,,,
158001,1280.7661910329334,10,498.4,1232.4739395454546,187.78759071967863,108.5082,371.8181818181818,90.49816891909796,324.03104
158082,,,,,,,,,
158787,,,,,,,,,
159001,1499.6339489554314,7,507.6,745.9566159999999,159.05153978882174,149.55511,250.0909090909091,141.63540060819972,317.58557
159960,,,,,,,,,
160001,141.48870569517507,7,551.0,899.5391169090909,168.46480781122995,150.11644,280.54545454545456,134.89480036772528,335.45404
160457,,,,,,,,,
161001,136.40710109576654,6,534.2,591.314800090909,137.67413560433897,160.8014,219.8181818181818,153.72425414703739,302.50305
161297,,,,,,,,,
161816,,,,,,,,,
162001,161.92870013573037,6,566.8,664.9053958181819,179.87875896998165,156.09706,235.27272727272728,152.41311830301186,337.4172
162612,,,,,,,,,
163001,829.8401809831408,7,637.0,796.4690616363637,153.19718410503125,173.7407,258.27272727272725,166.32194121279753,331.79355
163396,,,,,,,,,
164001,561.5215079101795,4,674.6,483.59868081818183,161.0433251058398,160.79665,168.9090909090909,157.3609325864324,312.2056
164416,,,,,,,,,
165001,1469.4368310479854,6,698.9,557.4616241818183,145.79299187169815,176.31126,233.54545454545453,174.4591762070797,327.53918
165266,,,,,,,,,
165842,,,,,,,,,
166001,80.21565786936446,2,689.0,240.2661331818182,101.45279430077112,216.79518,93.18181818181819,213.54987899347,301.54544
166682,,,,,,,,,
166850,,,,,,,,,
167001,545.7902445762757,4,629.0,522.8721510909091,153.277683516621,177.68535,170.72727272727272,170.063233657825,314.1156
167691,,,,,,,,,
168001,159.9687157923463,5,616.0,694.1394801818183,185.69830942983776,164.05524,193.72727272727272,157.9103959142374,342.1544
168577,,,,,,,,,
169001,191.21675412207864,3,536.7,273.91729327272725,135.65623560764973,201.2796,113.63636363636364,200.75739776365114,307.28345
169028,,,,,,,,,
169711,,,,,,,,,
170001,157.22887820292277,4,512.4,415.6159813636363,155.22631018563027,195.765,143.54545454545453,192.20523796124783,324.51562
170248,,,,,,,,,
170805,,,,,,,,,
171001,1438.0281949469702,2,458.8,264.54836018181817,99.94590519880575,205.58603,100.81818181818181,202.82417820413278,293.3715
171584,,,,,,,,,
172001,360.7413098594876,3,429.7,397.55466290909095,134.03116678349653,178.65536,139.54545454545453,172.28045494682817,300.58762
172424,,,,,,,,,
173001,108.32926678941821,4,432.7,507.46434236363643,146.2779980991471,170.64273,151.45454545454547,166.94935146312844,312.07642
173067,,,,,,,,,
173514,,,,,,,,,
174001,146.47833167973897,6,486.0,921.5301945454546,211.76868357074855,142.26991,232.63636363636363,133.627056592401,360.38
174372,,,,,,,,,
174696,,,,,,,,,
175001,1583.1339520902486,5,498.8,664.6260434545455,139.36608835331103,194.80275,206.54545454545453,193.23115219586,355.38995
175426,,,,,,,,,
176001,371.19064048048523,4,503.0,385.0869252727272,155.8857787383492,200.014,152.63636363636363,198.80464828137158,324.1844
176196,,,,,,,,,
177001,199.98069248539775,3,459.0,330.49343563636364,137.69770603394898,207.19199,121.36363636363636,199.1515144394569,299.8659
177001,,,,,,,,,
177549,,,,,,,,,
178001,398.2977853615937,3,479.1,430.8407081818181,155.0423030173787,219.74081,147.8181818181818,218.38012104437996,349.2288
178254,,,,,,,,,
179001,138.80693114461405,4,485.1,486.7427540909091,158.51605430430826,183.51147,158.1818181818182,179.02324653439925,324.23508
179422,,,,,,,,,
180001,580.291180852635,6,549.1,780.7966940909092,206.02273537485314,162.89137,231.8181818181818,156.48032253892737,366.35507
180431,,,,,,,,,
181001,400.0057330347549,7,619.2,1059.2058935454547,216.0135990543589,151.32355,266.6363636363636,138.23679515917527,374.75516
181416,,,,,,,,,
182001,168.42524015968715,4,605.9,442.17202199999997,150.09728702721304,186.71136,145.63636363636363,181.6436990726173,310.12335
182288,,,,,,,,,
183001,283.46855890370995,2,548.0,260.6252236363636,75.58467404335647,244.99068,95.63636363636364,244.6441412889437,318.7042
183047,,,,,,,,,
184001,1828.9847692243513,5,548.8,790.7666315454545,182.33083439238206,167.98338,219.8181818181818,161.10467765099236,353.86212
184040,,,,,,,,,
184344,,,,,,,,,
184955,,,,,,,,,
185001,1297.526062960434,6,590.6,826.9067550909091,183.75933657253972,180.4833,224.1818181818182,168.77725338428462,374.19772
185863,,,,,,,,,
186001,1716.709122030864,6,649.7,810.9288552727273,195.35783911362452,167.4617,215.0,161.99538718489032,379.03464
186875,,,,,,,,,
187001,-2.5774484044090284,0,619.7,-1.9131275454545458,-1.71927470097614,278.6051,9.0,278.60508260468487,276.2587
188001,394.28535954418953,6,653.9,888.4215326363638,213.69862141620226,161.07645,246.27272727272728,159.04099117396296,395.02313
188200,,,,,,,,,
189001,106.11326914459374,2,596.4,234.81889118181817,106.02649101115848,236.15709,98.0,232.77718893982046,314.67303
189037,,,,,,,,,
189756,,,,,,,,,
190001,624.2340713676073,4,535.2,485.1811476363636,152.15516439720076,216.09912,161.45454545454547,215.20329704055032,363.93332
190233,,,,,,,,,
191001,612.4489402098957,8,587.4,1069.0503938181819,234.5997450559964,147.1444,284.27272727272725,140.9774822455227,404.46936
191028,,,,,,,,,
191983,,,,,,,,,
192001,3907.5705437420793,9,675.9,1370.1630936363636,224.849795583557,142.33649,346.45454545454544,135.79329599195634,402.46033
192710,,,,,,,,,
193001,1488.8012392160072,9,775.1,1319.2091461818181,264.45331194271864,108.68425,324.27272727272725,101.29155076219435,419.97372
193590,,,,,,,,,
194001,492.03263254991725,7,792.7,918.1850927272731,135.62011029665774,172.84128,271.8181818181818,162.57340818854343,365.06592
194466,,,,,,,,,
195001,1512.330864961879,6,792.3,885.8892561818182,223.57114492399614,158.45177,233.0,150.07523744883014,390.87552
195181,,,,,,,,,
195920,,,,,,,,,
196001,95.83134968118908,5,843.2,504.02662481818186,147.52925886657587,192.96475,188.1818181818182,189.9657215920757,347.49384
196912,,,,,,,,,
197001,97.79964563084029,6,822.7,650.9681625454547,135.70721143459866,195.98082,215.54545454545453,192.57067491050063,349.02585
197860,,,,,,,,,
198001,113.79736949308828,7,888.0,860.6422480909091,186.3735822906211,151.73732,247.45454545454547,144.59410406049784,368.3993
198568,,,,,,,,,
199001,490.52362041623536,3,875.2,310.96638590909095,105.13620958173989,217.99225,132.1818181818182,215.63380802564663,315.82672
199243,,,,,,,,,
199508,,,,,,,,,
200001,127.12232435865421,4,827.2,472.72768199999996,153.80409642955567,205.50404,165.1818181818182,203.7037969697568,347.29105
200621,,,,,,,,,
201001,1327.1235672278108,4,771.0,668.5323685454546,164.07673103561956,209.00084,177.54545454545453,205.97887116569126,385.45596
201485,,,,,,,,,
202001,738.5212914153497,6,700.0,875.2269760909089,209.95825129725898,160.5677,230.36363636363637,157.63017805304872,382.3831
202377,,,,,,,,,
203001,673.6655165980198,6,671.0,873.8848509090909,155.36774259499222,183.2829,222.1818181818182,176.80860762202806,348.3437
203038,,,,,,,,,
203672,,,,,,,,,
204001,166.24339728022437,5,663.5,605.5729872727273,180.7454418621757,203.93149,178.63636363636363,200.7453511992571,364.0432
204404,,,,,,,,,
204901,,,,,,,,,
205001,366.101619583561,6,668.9,775.9339605454545,207.13452017987984,167.36284,226.72727272727272,164.63392681772683,382.10403
205956,,,,,,,,,
206001,182.331179446882,7,714.7,1052.991960909091,215.1641430935588,141.63054,274.1818181818182,131.56175461558325,375.10724
206843,,,,,,,,,
207001,814.5549085496095,5,682.5,537.9305130909091,189.59832952634324,216.16528,198.8181818181818,215.85186136026206,384.76886
207544,,,,,,,,,
208001,185.07618893402494,3,693.3,405.459894,151.71719299821206,211.26836,137.0909090909091,207.99968876129688,343.14542
208312,,,,,,,,,
209001,469.21038962732257,4,682.4,425.1581310909091,170.89257572128327,224.97324,152.54545454545453,223.64280344113297,366.05356
209203,,,,,,,,,
209569,,,,,,,,,
209999,,,,,,,,,
210001,398.64451959241563,4,696.4,543.6938034545454,181.45072632403068,222.89693,168.0909090909091,221.77859430483056,385.78156
