#{"t_start": 1642074423.3835607, "env_id": "Walker2d-v2"}
r,l,t
-1.317064,18,16.194691
0.91737,12,16.224099
2.553319,15,16.258193
6.203671,25,16.31224
0.847373,14,16.346423
8.189764,20,16.746904
2.516782,14,16.780167
3.046825,17,16.817726
-0.862987,12,16.846282
1.677822,26,16.901314
-3.605909,16,16.938985
1.19621,20,17.012225
-5.390153,19,17.055488
0.568282,9,17.078264
-3.906077,15,17.1113
-2.480113,21,17.156662
-1.816185,9,17.180256
8.139462,51,17.325981
-1.299179,12,17.361251
-1.358838,9,17.382813
-5.994632,22,17.429332
0.660963,12,17.458779
-5.730163,17,17.550703
-0.579051,33,17.620022
1.947501,12,17.65209
4.290791,15,17.685612
-2.755942,21,17.731119
3.453257,17,17.836664
4.941014,20,17.880819
8.006579,16,17.917697
-4.265752,22,17.96539
2.598342,14,17.999212
6.362984,20,18.043087
-1.718374,9,18.147082
-6.993185,22,18.193303
-4.345794,31,18.259665
3.848229,15,18.297686
7.91944,25,18.351549
0.779742,18,18.4858
-2.282008,14,18.518239
2.938575,30,18.581269
4.287386,18,18.624235
0.278125,12,18.652899
-1.134913,18,18.795771
8.1556,32,18.864312
-1.369979,24,18.919185
5.749994,16,18.956758
-4.611682,18,18.997169
-5.04179,22,19.162137
-6.929485,22,19.211439
0.481423,12,19.240958
0.330214,10,19.264419
17.594188,30,19.3266
4.134166,22,20.224715
4.724448,18,20.265795
8.708931,28,20.32607
-2.600633,25,20.383178
2.294591,27,20.580878
-0.033786,18,20.622946
0.281397,21,20.669039
-0.044563,20,20.714695
7.949206,17,20.753727
7.057898,24,20.954988
4.93458,29,21.017077
38.040487,60,21.295592
-1.16587,31,21.368859
6.415275,37,21.454399
1.21734,15,21.49827
12.572291,39,21.74493
0.32149,20,21.793341
24.593478,35,21.866276
-0.412758,10,21.89443
9.572355,19,22.111511
-3.885291,14,22.144041
5.093667,19,22.18527
2.575149,16,22.221308
-0.858019,20,22.264846
2.974606,20,22.309065
-2.800443,12,22.528145
6.666272,18,22.566948
1.769423,13,22.597671
-1.420905,35,22.670067
-0.959076,11,22.699937
2.754824,15,22.934582
6.336499,35,23.006904
-3.694637,9,23.033198
8.739975,21,23.077372
1.274233,12,23.106403
4.391673,22,23.153119
-6.702069,15,23.404157
-1.691197,36,23.478305
-1.481306,19,23.52379
