#{"t_start": 1642398322.44474, "env_id": "Pusher-v2"}
r,l,t
-154.636796,100,7.122147
-134.083462,100,7.597877
-144.251152,100,7.779423
-148.997779,100,7.972372
-142.389941,100,8.18144
-158.181554,100,8.408068
-154.817671,100,8.650813
-148.440907,100,8.913122
-157.26449,100,9.185696
-147.622848,100,9.476547
-139.655755,100,11.423493
-143.248352,100,11.747341
-144.34457,100,12.085012
-139.813436,100,12.431036
-159.536488,100,12.78423
-145.474981,100,13.15896
-152.043827,100,13.546389
-154.163365,100,13.953967
-148.754754,100,14.377466
-146.628522,100,14.814758
-146.726975,100,16.875868
-146.770694,100,17.332573
-152.809113,100,17.808508
-144.05064,100,18.298769
-157.934599,100,18.802337
-150.19347,100,19.324419
-149.991851,100,19.853538
-137.687893,100,20.407541
-146.997544,100,20.96876
-154.619453,100,21.549695
-145.703149,100,23.787034
-150.767997,100,24.396728
-139.305928,100,25.021427
-153.171903,100,25.664148
-152.224763,100,26.315306
-151.748561,100,26.983892
-144.821396,100,27.674487
-161.382947,100,28.362337
-154.146096,100,29.069564
-155.198653,100,29.786775
-158.554473,100,32.134223
-151.884932,100,32.882372
-151.010106,100,33.646078
-152.662322,100,34.383748
-157.588417,100,35.176443
-154.069255,100,35.952551
-148.011295,100,36.760057
-150.538538,100,37.592999
-143.81193,100,38.454665
-152.964478,100,39.348313
-146.717376,100,41.864906
-164.957101,100,42.775892
-146.03297,100,43.689246
-150.332459,100,44.625354
-138.183571,100,45.577426
-148.254767,100,46.554342
-152.872374,100,47.555275
-144.302319,100,48.552386
-154.884083,100,49.563154
-150.881218,100,50.593769
-145.003039,100,53.271251
-147.493616,100,54.342386
-143.695187,100,55.426072
-149.997782,100,56.527746
-153.852197,100,57.642542
-150.614285,100,58.768705
-141.525762,100,59.921727
-153.343717,100,61.100049
-158.652945,100,62.268626
-145.306785,100,63.450501
-154.711713,100,66.276222
-141.64369,100,67.499269
-163.90823,100,68.762672
-135.680358,100,70.029394
-148.972301,100,71.327839
-161.088462,100,72.595627
-144.462911,100,73.812553
-144.031923,100,75.080684
-142.022824,100,76.368459
-164.436502,100,77.668031
-146.231011,100,80.575216
-157.538219,100,81.894149
-144.243726,100,83.25728
-148.351588,100,84.623807
-139.577086,100,86.014412
-153.205783,100,87.384475
-143.726433,100,88.7439
-146.74434,100,90.129048
-143.107831,100,91.585957
-134.020168,100,93.092612
-147.119849,100,96.296791
-143.286173,100,97.819213
-156.03745,100,99.301639
-149.771167,100,100.777124
-140.088766,100,102.289947
-160.218047,100,103.795895
-152.373187,100,105.278993
-140.223178,100,106.836353
-147.692663,100,108.399942
