#{"t_start": 1642401320.9140306, "env_id": "Pusher-v2"}
r,l,t
-146.906331,100,7.162254
-135.543618,100,7.646286
-153.738836,100,7.832663
-139.678945,100,8.028809
-148.85223,100,8.243808
-152.379604,100,8.474209
-136.525851,100,8.717275
-152.455946,100,8.98166
-149.168998,100,9.257271
-153.38568,100,9.547514
-153.392653,100,11.538231
-130.456991,100,11.869801
-149.952918,100,12.208286
-135.024871,100,12.555676
-145.631496,100,12.916893
-168.019606,100,13.290812
-146.394524,100,13.690698
-157.857837,100,14.098135
-159.615468,100,14.522012
-152.627077,100,14.956565
-150.050053,100,17.054952
-140.20219,100,17.524705
-145.133213,100,18.011158
-147.741232,100,18.520711
-156.752152,100,19.044814
-143.897715,100,19.586303
-148.886403,100,20.140478
-149.095509,100,20.697312
-159.664287,100,21.268698
-141.124033,100,21.842666
-152.914185,100,24.005792
-163.749099,100,24.607192
-153.811304,100,25.224427
-141.485076,100,25.861488
-156.064566,100,26.524648
-162.466807,100,27.208818
-142.67865,100,27.906156
-151.781607,100,28.616442
-145.446678,100,29.342466
-140.411607,100,30.09257
-152.345918,100,32.46315
-146.863633,100,33.24972
-158.467581,100,34.047652
-153.964361,100,34.869328
-161.776601,100,35.683693
-142.342918,100,36.52486
-153.764594,100,37.37554
-153.313924,100,38.243309
-154.966569,100,39.098743
-142.18788,100,39.976062
-143.89412,100,42.480632
-151.306485,100,43.422641
-151.878937,100,44.380284
-151.902244,100,45.339515
-146.088373,100,46.307939
-148.606111,100,47.295895
-150.267432,100,48.301407
-156.11282,100,49.338469
-133.050085,100,50.373831
-142.800331,100,51.424598
-153.045697,100,54.086793
-135.24833,100,55.172974
-150.257976,100,56.288
-160.34143,100,57.40292
-149.667266,100,58.513454
-141.552884,100,59.676357
-142.493477,100,60.802915
-147.804166,100,61.949819
-154.895771,100,63.158473
-153.816937,100,64.360168
-139.734769,100,67.175497
-138.911869,100,68.412841
-146.149029,100,69.660989
-154.03481,100,70.945684
-151.855697,100,72.230486
-144.750249,100,73.516972
-158.653903,100,74.836145
-151.8993,100,76.161822
-131.443485,100,77.5183
-147.894406,100,78.887264
-152.279706,100,81.857191
-147.906419,100,83.258843
-151.349962,100,84.655662
-142.70533,100,86.073085
-159.133272,100,87.487638
-158.35104,100,88.908587
-151.576522,100,90.348181
-145.459248,100,91.822868
-157.564395,100,93.358714
-149.30527,100,94.879381
-147.838526,100,98.014642
-150.069057,100,99.531273
-150.489261,100,101.084225
-144.333638,100,102.644102
