#{"t_start": 1641882219.3689415, "env_id": "HalfCheetah-v2"}
r,l,t
-89.801867,1000,43.421942
-189.001376,1000,74.992275
-177.356839,1000,106.933036
-371.714248,1000,139.724167
-262.573737,1000,172.62004
-286.574014,1000,205.759319
-337.268098,1000,239.908445
-305.505196,1000,274.298138
-279.573327,1000,309.496326
-203.421308,1000,345.379951
-302.492841,1000,381.76955
-325.912751,1000,418.123382
-369.256919,1000,455.150451
-397.845967,1000,492.764346
-160.144114,1000,530.639573
-389.034207,1000,569.067217
-216.71325,1000,608.01956
-290.010578,1000,646.985255
-476.41744,1000,687.28603
-432.553361,1000,727.621631
-395.015863,1000,768.022246
-194.11426,1000,809.761281
-311.470887,1000,851.235675
-208.382116,1000,893.242434
-334.367431,1000,936.205802
-531.192332,1000,1006.011019
-553.737195,1000,1074.265282
-521.010824,1000,1143.405897
-524.543706,1000,1211.883062
-435.214768,1000,1282.292787
361.641352,1000,1352.162412
537.163678,1000,1423.704709
1164.722906,1000,1495.657454
1527.199657,1000,1566.719956
-132.878917,1000,1638.590636
-278.759395,1000,1710.936803
1999.803871,1000,1783.154061
2175.321117,1000,1856.59308
2348.927471,1000,1930.70801
2401.2783,1000,2004.647069
2709.156209,1000,2079.601874
2844.514753,1000,2155.301482
2341.67585,1000,2230.317254
3173.621921,1000,2306.380571
3244.810184,1000,2383.153145
3355.905707,1000,2459.893918
3739.692022,1000,2537.405882
3503.440115,1000,2615.276556
3925.616155,1000,2693.367161
3849.825204,1000,2771.860628
4112.972138,1000,2851.27486
4129.655206,1000,2931.329326
2841.023875,1000,3011.002573
265.101509,1000,3092.340599
3686.277736,1000,3173.758993
969.742505,1000,3255.452405
4938.377836,1000,3337.347429
4832.164976,1000,3420.407822
1481.895981,1000,3504.243701
4887.421037,1000,3587.945064
4784.642146,1000,3671.578818
5270.51643,1000,3754.717937
4837.110895,1000,3838.353338
5329.231527,1000,3922.390735
4957.182344,1000,4006.478843
4749.291484,1000,4086.902759
5233.239266,1000,4161.460276
4214.205863,1000,4236.171416
3589.648998,1000,4311.856515
5166.011807,1000,4391.813096
5444.773065,1000,4467.44222
5415.992469,1000,4544.455179
5330.230524,1000,4622.002447
5505.455004,1000,4698.710753
5479.781687,1000,4776.497876
5548.021114,1000,4854.220773
5491.012555,1000,4932.044501
5521.969347,1000,5010.343845
5547.293777,1000,5088.912458
5589.16079,1000,5168.431714
5662.334218,1000,5251.831982
5811.877387,1000,5332.599608
5730.421118,1000,5414.567973
5713.754583,1000,5494.820678
5874.292014,1000,5575.171526
5680.931797,1000,5655.979248
5837.807967,1000,5736.955076
5970.451588,1000,5818.732836
5934.783664,1000,5900.482556
5762.300216,1000,5983.275554
6001.104826,1000,6065.834564
6112.067181,1000,6148.981044
5748.548233,1000,6232.468997
6024.151125,1000,6316.395828
6054.117837,1000,6400.901298
6109.286045,1000,6485.543186
5472.514965,1000,6570.77525
5904.226584,1000,6656.837993
6032.56488,1000,6743.536634
6286.245576,1000,6829.81742
6283.865426,1000,6916.331768
6395.343871,1000,7002.808429
6297.689594,1000,7090.202507
6376.595159,1000,7176.359906
6347.085942,1000,7264.367532
6174.340045,1000,7356.37335
6353.369928,1000,7442.99193
6404.840599,1000,7529.128801
6375.112484,1000,7616.740251
6574.506019,1000,7718.076101
6520.221897,1000,7818.918938
6346.942378,1000,7915.9357
6460.609718,1000,8012.309414
6520.850415,1000,8106.97152
6616.363072,1000,8211.939217
6563.484232,1000,8307.586515
6740.847097,1000,8401.009023
6693.273726,1000,8494.181337
6661.84593,1000,8587.441657
6630.436279,1000,8680.825402
6827.236581,1000,8774.02482
6607.365625,1000,8867.725755
6742.430371,1000,8961.56289
6508.143794,1000,9054.535154
6877.322525,1000,9146.4031
6615.990196,1000,9238.223625
6810.724118,1000,9330.176911
6701.114553,1000,9422.079373
6727.413922,1000,9514.724071
6978.158328,1000,9607.044805
6561.822062,1000,9699.320797
7010.781516,1000,9791.264031
6870.865067,1000,9883.531102
7035.973637,1000,9975.310734
6900.029101,1000,10066.99137
6881.09932,1000,10158.75781
6834.15301,1000,10250.644546
7036.597013,1000,10342.378616
6811.597823,1000,10434.061751
6957.643105,1000,10525.841938
6846.69675,1000,10617.491813
7113.643358,1000,10709.205826
7028.559294,1000,10800.886138
6963.293193,1000,10892.855359
7101.507543,1000,10985.173595
7220.866256,1000,11077.24581
6985.394122,1000,11169.104808
7120.008909,1000,11262.382983
7195.358467,1000,11355.638499
7246.765618,1000,11448.949963
7233.405594,1000,11542.160177
7184.646555,1000,11635.384134
7239.04322,1000,11728.841614
7056.081209,1000,11822.088924
7061.019072,1000,11915.420443
7139.166301,1000,12008.589951
7259.214064,1000,12101.97417
7159.350416,1000,12195.260795
7211.392037,1000,12288.512229
7190.891786,1000,12381.850506
7222.614671,1000,12475.077868
7258.201136,1000,12568.35968
7200.434936,1000,12661.379495
7235.899693,1000,12753.694928
7341.565202,1000,12846.917941
7199.00893,1000,12940.004628
7133.271172,1000,13033.308931
7354.573855,1000,13126.521892
7197.954883,1000,13219.013875
7185.069926,1000,13311.104421
7303.684298,1000,13402.770895
7552.132157,1000,13495.505227
7526.492361,1000,13588.193356
7349.779496,1000,13681.312093
7307.471854,1000,13774.343379
7679.981653,1000,13867.468106
7432.149501,1000,13960.719378
7331.836341,1000,14053.898934
7521.069292,1000,14147.053655
7662.58164,1000,14240.384016
7360.623143,1000,14333.521109
7463.870316,1000,14426.740566
7612.24433,1000,14520.046525
7450.638963,1000,14613.136684
7626.343916,1000,14706.315198
7585.417723,1000,14799.6221
7543.974203,1000,14892.75567
7576.061744,1000,14985.898925
7567.074921,1000,15079.128285
7732.492987,1000,15172.430426
7745.132762,1000,15265.552214
7686.542382,1000,15358.77387
7645.209845,1000,15452.091143
7754.155903,1000,15545.268322
7775.641271,1000,15638.406378
7838.733874,1000,15731.757763
7717.450105,1000,15824.91776
7925.955484,1000,15918.151694
7864.575785,1000,16011.384536
7803.857072,1000,16110.344536
7898.041811,1000,16210.90047
7899.194474,1000,16308.834294
7674.153706,1000,16407.528908
8029.027591,1000,16505.431249
8067.519393,1000,16602.929647
7883.174971,1000,16700.983586
7960.416885,1000,16799.002617
8009.480417,1000,16896.613187
7984.967128,1000,16994.690435
7912.559209,1000,17093.181959
