eval_eplenmean,eval_discount_q,eval_returns,total timesteps,eval_abs_qs_difference,eval_qs_difference,eval_ep_rewmean,eval mean 100 episode reward,eval_time_elapsed,eval_qs
1000.0,-25.442302157979633,-223.0706677902391,1,19.554136,19.54533177444724,-234.16842109090905,-235.3,29,-1.3527224
1000.0,-22.460912586290057,-179.89973918728847,1001,19.09945,19.08807465783555,-226.59397527272725,-232.8,28,-1.3476925
1000.0,-24.632875871638454,-210.58825658920674,2001,19.469395,19.460878920277942,-232.5221137272727,-231.7,28,-1.3526777
1000.0,-23.36668081034113,-250.56733984518317,3001,19.407755,19.394978939050915,-230.60200163636364,-230.5,29,-1.3519198
,,,4000,,,,,,
1000.0,-23.25991897244421,-251.5221021183947,4001,20.023567,20.01216757071569,-236.6132598181818,-231.7,28,-1.3464265
1000.0,-21.228730302686206,-215.09076392186722,5001,19.61017,19.596888434935906,-230.42244590909092,-232.1,28,-1.3437119
1000.0,-24.42526483338077,-252.0719967065305,6001,19.629835,19.62042120061397,-233.8040791818182,-231.8,29,-1.3418854
1000.0,-21.388611410678394,-240.34456247202044,7001,19.918407,19.909767660332772,-233.7073706363636,-232.2,28,-1.3434969
,,,8000,,,,,,
1000.0,-23.573288625390898,-235.15930488333714,8001,19.413176,19.404560275367214,-230.81483581818182,-232.1,29,-1.3431677
1000.0,-23.097102545754066,-232.54547268626825,9001,19.962633,19.941354948717525,-235.76929154545454,-232.1,29,-1.3489611
1000.0,-25.35151334640943,-262.33448085365666,10001,20.826899,20.812919928742,-246.75090190909089,-233.8,29,-1.3523704
1000.0,-21.01336307680134,-239.2946888847449,11001,18.65885,18.652484650012777,-220.8450279090909,-232.9,28,-1.3516952
,,,12000,,,,,,
1000.0,-24.26396232938972,-277.0604416813179,12001,19.515587,19.503802066696906,-232.52711809090908,-232.8,29,-1.3467774
1000.0,-22.989193154721445,-206.22915418771947,13001,20.344229,20.33438577851878,-239.5516621818182,-234.2,29,-1.3448504
1000.0,-25.019166957358564,-258.85060037110657,14001,20.266575,20.251659944852,-240.72027336363638,-234.5,28,-1.3434697
1000.0,-22.846220736171826,-198.18432131402687,15001,19.736872,19.72293739107799,-233.34741981818186,-235.1,29,-1.3500289
,,,16000,,,,,,
1000.0,-24.487076962945387,-237.95987292932827,16001,19.2464,19.228953493133695,-230.03939227272724,-234.7,29,-1.3507651
1000.0,-24.29563153923825,-258.6191283443929,17001,20.407991,20.399365056417277,-241.49266218181813,-235.9,28,-1.3446336
1000.0,-22.663535631680933,-235.9719391773628,18001,18.956297,18.942519494505937,-225.4085158181818,-234.6,29,-1.354642
1000.0,-24.91170735402463,-256.5212106033597,19001,20.326216,20.31308394023158,-241.28977245454544,-234.2,29,-1.3496342
,,,20000,,,,,,
1000.0,-24.857691684554172,-273.07852553381605,20001,20.677498,20.667124204527102,-244.72561536363636,-236.0,28,-1.3445258
1000.0,-23.076751456756327,-252.17815446757152,21001,19.894815,19.87247567362793,-235.0570989090909,-237.2,29,-1.3486358
1000.0,-21.013578450939836,-282.8732604074885,22001,19.574232,19.564219062792,-229.96041654545454,-235.2,28,-1.3514782
1000.0,-24.0121533808937,-225.16859469344448,23001,19.714643,19.700866911291556,-234.28023454545456,-235.4,28,-1.3499534
,,,24000,,,,,,
1000.0,-24.13227372200763,-247.6091630894585,24001,20.707102,20.696467806266295,-244.31541727272727,-235.9,29,-1.3459787
1000.0,-37.60685131565894,-395.51195096854354,25001,34.267002,34.26288486191822,-392.5527082727273,-252.6,28,-1.2693076
1000.0,-53.83163479189732,-594.6969431111479,26001,62.77919,62.77919282263356,-593.4425994545455,-289.7,29,8.764265
1000.0,-35.19087270284803,-583.4424333256134,27001,57.46703,57.46703279568499,-570.5956404545454,-327.3,28,3.8913653
,,,28000,,,,,,
1000.0,-31.535937983259455,-566.6341754033649,28001,58.98862,58.98861663403965,-560.1919526363637,-362.7,28,6.0914793
1000.0,-27.54355648312878,-573.2166646290323,29001,79.604256,79.6042523289468,-555.6739289090909,-397.2,29,26.763672
1000.0,21.862670535729958,214.9744292207354,30001,31.947887,31.947888983460583,125.34298772727271,-365.0,28,42.317783
1000.0,25.93113916440783,226.0106414670724,31001,30.441639,30.441642018698744,236.35557809090906,-314.4,29,51.510014
,,,32000,,,,,,
1000.0,66.931364638711,662.2802325089359,32001,11.84183,4.382606239960331,707.8047797272727,-214.5,29,68.53687
1000.0,115.47663125929525,1342.0961499851671,33001,52.10223,-46.05645713434409,1375.899515818182,-43.4,28,80.10131
1000.0,132.15125245369833,1496.1031186142786,34001,57.880642,32.219064865624524,909.5987097272729,95.4,29,110.09597
1000.0,162.46013626560887,1813.63648176053,35001,27.46239,9.792875152059226,1755.879500636364,346.7,28,169.29729
,,,36000,,,,,,
1000.0,170.60278108969635,1936.8318273581613,36001,26.599464,17.035852840806445,1918.9329280909092,619.5,28,192.03946
1000.0,198.62465500706182,2213.652333709059,37001,31.555101,-2.895263105264152,2262.539836636364,927.7,29,203.69487
1000.0,193.82852066869725,2278.69225033978,38001,27.686373,11.390130125567104,2290.3197974545456,1239.8,28,221.2331
1000.0,212.66348994632915,2380.41201161405,39001,24.612432,17.20612718580131,2385.3904085454546,1502.5,28,234.69147
,,,40000,,,,,,
1000.0,222.9537796602145,2532.0019675944914,40001,25.659496,19.572430838099546,2528.3610564545456,1754.1,29,250.33612
1000.0,241.2488463655943,2770.8950192418424,41001,35.2817,4.2564096462258965,2763.3549611818185,1986.8,28,256.70825
1000.0,196.76770023549554,2080.323659814192,42001,59.165104,59.06377480029962,2174.727905,2094.7,28,257.05655
1000.0,264.66807958747046,3237.1080041480054,43001,42.605114,6.024071295460218,3233.2862289090913,2329.7,29,303.15057
,,,44000,,,,,,
1000.0,270.8734721342593,2907.247465407581,44001,40.971596,28.796254809864887,3125.983217363636,2501.5,28,314.5781
1000.0,269.89761671208566,3237.8275409336047,45001,43.39734,40.516245200425274,3236.048611909091,2646.6,28,337.40125
1000.0,306.39716256069875,3716.4142055070047,46001,46.17333,11.136383378154314,3705.653356,2805.9,29,351.36838
1000.0,316.9449956857917,3799.220084573474,47001,58.83214,-7.735517681934136,3945.152023909091,2987.5,28,355.40213
,,,48000,,,,,,
1000.0,279.65592060573596,3852.9975548895272,48001,53.821335,15.485149297280548,3891.198986,3155.6,28,376.91913
1000.0,325.2705483157258,4097.504369238717,49001,45.090416,24.099005123684865,4084.1312350909093,3327.2,28,400.31033
1000.0,331.0222674321936,4237.84188109499,50001,51.659874,19.174333009354847,4358.8656095454535,3506.1,28,422.28967
1000.0,351.1846437312277,4420.3653692514545,51001,52.96858,15.909286008815156,4478.710191727273,3744.7,28,429.013
,,,52000,,,,,,
1000.0,354.70114187465816,4748.642859339184,52001,64.77603,2.3830359274484283,4661.152118090909,3920.3,28,433.38284
1000.0,372.8023119946974,4842.984373240572,53001,67.91302,-0.6826646958916688,4778.758740636364,4098.7,29,440.28577
1000.0,340.327891093975,4070.004650944596,54001,71.03085,52.01919200069351,4158.622840181819,4211.5,28,434.189
1000.0,406.76949363477274,5195.203501418069,55001,74.41008,-7.506244663958512,5145.617833181817,4367.8,28,466.78534
,,,56000,,,,,,
1000.0,397.51888078365954,4996.478817889621,56001,62.591373,10.843085665735357,5010.96496909091,4487.7,28,472.58524
1000.0,398.5961538104122,4883.51970651843,57001,53.701107,26.690720853525363,4911.420579818182,4605.6,29,478.3717
1000.0,391.4253835255979,5371.450791319045,58001,83.208565,-15.047806860037973,5419.764489,4749.9,28,488.17755
1000.0,408.8284543269969,5354.26929541159,59001,69.92835,10.843437640491215,5303.534686363636,4858.0,28,500.72287
,,,60000,,,,,,
1000.0,420.03112492059734,5531.259791239867,60001,75.55108,2.4175431358034314,5522.89589409091,4973.4,29,513.1241
1000.0,402.9855685470759,5560.900990980929,61001,78.112785,0.2377687511563522,5597.524458818182,5082.1,28,520.09467
1000.0,425.48760733237026,5530.862747220722,62001,67.46518,21.719846843969382,5472.931357545454,5161.5,28,526.8897
1000.0,415.88804554468356,5531.656855445792,63001,66.908966,21.012820993785578,5540.83851509091,5300.9,28,533.92377
,,,64000,,,,,,
1000.0,428.8325814534908,5721.728820277408,64001,79.60239,3.6882416086452747,5798.259484818182,5390.1,28,541.05975
1000.0,456.09725316468325,5730.738761256049,65001,68.77673,21.64041755552332,5725.664498090908,5465.0,28,549.0532
1000.0,430.3796302505332,5815.536610322987,66001,75.19593,13.030564620867132,5757.469295454545,5554.8,26,546.16986
1000.0,461.77088343262164,5955.441257966043,67001,76.273994,8.634796281868757,5885.117622909091,5614.4,25,551.4312
,,,68000,,,,,,
1000.0,431.80560478690865,6298.047414345043,68001,110.22037,-14.212259049193221,6114.692703181819,5699.8,25,554.50824
1000.0,425.33881053223377,5274.725254002784,69001,74.10416,74.06421923383081,5251.718254454546,5683.6,26,557.1275
