eval_eplenmean,eval_discount_q,eval_returns,total timesteps,eval_abs_qs_difference,eval_qs_difference,eval_ep_rewmean,eval mean 100 episode reward,eval_time_elapsed,eval_qs
1000.0,478.38437252129074,6557.825463468043,70001,114.06765,-38.58813335442647,6492.922136545454,5771.1,25,563.34406
1000.0,485.23611536527113,6418.456650163442,71001,103.085884,-26.816170038157452,6415.072720727272,5873.9,25,566.6528
,,,72000,,,,,,
1000.0,496.369432494733,6305.558097041751,72001,92.79779,-9.63582256521334,6326.902979727272,5960.9,25,573.9139
1000.0,493.8025714541496,6149.507223664144,73001,77.32781,13.597409565536333,6157.426139,6008.1,25,580.45355
1000.0,469.9881771847475,5306.196921532329,74001,80.4127,29.28795503808442,5910.225351181819,6036.3,25,573.7817
1000.0,479.33754195872757,5895.3695528132575,75001,65.93711,45.35401896418272,5907.22945190909,6044.1,25,588.62256
,,,76000,,,,,,
1000.0,472.85400578862505,6069.017078343179,76001,75.70568,28.58727825198109,6069.381922363637,6068.0,25,588.71295
1000.0,452.2276847701471,5673.847650917244,77001,74.89149,74.30001372700852,5624.299830636364,6020.2,25,591.9595
1000.0,450.6314432486519,6089.896347859206,78001,78.9433,27.811037252189593,6085.393296272727,6093.1,25,591.73785
1000.0,470.606459403876,5976.0661713771715,79001,64.874054,54.79915949637078,5911.758453727272,6058.3,25,599.385
,,,80000,,,,,,
1000.0,498.79620222526137,6321.553730131821,80001,76.99832,18.920996447466564,6341.132089181819,6039.4,26,603.6534
1000.0,498.0242742071924,6554.219509581338,81001,86.93774,5.4987263401511965,6506.308554818182,6057.4,26,606.82513
1000.0,517.3182697772538,6778.966158001176,82001,97.24045,-10.85928372508829,6678.404883181818,6109.3,25,605.7667
1000.0,499.4165573567934,6393.73539222461,83001,79.058266,18.00587276789864,6432.1640679090915,6160.3,25,611.78
,,,84000,,,,,,
1000.0,517.0289743616399,6448.017779886681,84001,83.292915,12.814387888188197,6478.256320636364,6227.3,25,609.4541
1000.0,345.88240274028266,4894.248041939832,85001,124.64104,92.95790029821823,5299.938747363636,6161.8,25,588.7094
1000.0,426.9464818395416,5897.9495425232935,86001,89.82075,54.100253387051865,5913.704900909091,6175.4,25,603.20306
1000.0,508.0526541658313,6341.9827429028965,87001,69.78962,36.66741640482671,6373.9047196363645,6211.4,25,623.7607
,,,88000,,,,,,
1000.0,506.03698991138384,6467.618510212865,88001,74.427605,30.069972003982965,6455.874933545454,6265.9,25,625.5598
1000.0,503.60418064569404,6472.261714383931,89001,71.11298,38.64724690605135,6397.837080454545,6281.1,25,628.57416
1000.0,504.583700736197,6238.556559971289,90001,86.43158,13.062984441565133,6664.685884727272,6305.2,25,629.5778
1000.0,485.53429049191493,6504.311628855319,91001,71.46754,40.48367847194757,6385.483331636365,6273.5,25,630.9641
,,,92000,,,,,,
1000.0,510.60849657667643,6394.543217557751,92001,70.1087,43.46737193787433,6440.1848823636365,6268.2,25,636.9356
1000.0,515.2945230127802,6769.189884598356,93001,83.11535,18.9370646616318,6713.304500545454,6292.7,25,639.25336
1000.0,497.56200995092036,6301.719682384816,94001,69.81735,58.223759753932995,6285.021033454546,6369.4,25,637.4672
1000.0,511.091170018985,6667.984260863445,95001,82.535515,24.941119818405095,6607.822500272728,6468.4,25,635.12537
,,,96000,,,,,,
1000.0,536.4323940642308,6723.200849562086,96001,88.14021,11.006518425064966,6827.171764545454,6525.5,25,640.6168
1000.0,527.1027008420355,6684.136598644164,97001,75.7933,31.67668001240394,6653.9085348181825,6550.2,25,644.8844
1000.0,527.9211508284716,6714.127085424145,98001,79.74248,23.892159499579705,6727.555238636364,6584.8,25,644.38354
1000.0,529.1966151381374,6851.4580086783335,99001,87.65266,12.82920936628963,6800.027283636364,6600.4,25,640.44147
,,,100000,,,,,,
1000.0,518.3670841910481,6948.26881327767,100001,95.70576,4.172263834768976,6856.35118909091,6649.9,25,638.4891
1000.0,522.696976261918,6540.294735001313,101001,73.61278,39.66136299591239,6577.938341181818,6668.7,25,645.7082
1000.0,526.9213747819125,6690.33786276276,102001,79.06411,28.308995262765208,6717.037883181818,6674.2,25,647.8476
1000.0,532.0057257578266,6692.1275226417365,103001,80.90429,25.31712212070734,6744.885407909091,6715.2,25,647.1371
,,,104000,,,,,,
1000.0,518.0037968708207,6490.332261233525,104001,70.59702,58.32110314060902,6434.2743708181815,6704.3,25,650.4662
1000.0,530.1494433758384,6706.9226596741,105001,73.99582,37.132400623829476,6698.882995818182,6692.6,26,654.53595
1000.0,549.2341496996124,7028.525267625142,106001,89.852425,11.775608936598111,6991.429832727273,6723.6,25,656.5444
1000.0,542.0052585589345,6853.688193200476,107001,81.46895,26.76232430772117,6854.805801636364,6740.4,25,658.5844
,,,108000,,,,,,
1000.0,531.8792115811947,6604.994372130422,108001,73.01016,44.38894450669822,6686.585935727272,6732.1,25,660.3915
1000.0,547.7114235277181,7006.386683529362,109001,83.077126,23.951770484006207,6978.371456272726,6743.2,30,667.5655
1000.0,537.9364417875117,6911.239681549259,110001,79.393456,30.522399694806236,6903.477711363636,6773.1,30,667.6145
1000.0,523.6226061405824,6666.861411985751,111001,73.971054,47.069993365356716,6733.382968454545,6780.4,27,668.56964
,,,112000,,,,,,
1000.0,532.4286048859962,6834.457507072188,112001,74.52637,49.52247375395205,6795.079377181817,6784.2,27,676.31995
1000.0,556.0197649064969,7156.404940963151,113001,88.25529,20.943852778276973,7129.224275454545,6853.4,26,678.8204
1000.0,527.7523238617798,6641.668845176455,114001,74.09225,65.87149771436908,6652.187446909092,6857.7,29,678.8427
1000.0,562.7449604376184,7153.802334716788,115001,85.42591,26.449845741772325,7115.612772545454,6872.8,28,682.2994
,,,116000,,,,,,
1000.0,563.2817853162283,7195.7760233992185,116001,88.875725,19.589200451182272,7203.391373545454,6907.3,27,684.16345
1000.0,535.144894002255,6786.642901114259,117001,74.95292,59.48561620777298,6782.10070190909,6917.8,27,684.7163
1000.0,575.3541139269261,7414.906774903369,118001,98.21851,6.16591969128497,7374.326097181817,6961.9,27,686.6384
1000.0,553.3538788276924,7031.763971471404,119001,79.816154,39.43575748270716,7065.754413454545,6980.9,27,691.2291
,,,120000,,,,,,
1000.0,571.4652872945843,7273.139762328007,120001,91.263405,20.45383970085135,7269.173108272728,7035.0,27,690.7961
1000.0,569.007767211449,7234.8083648142165,121001,92.724045,21.560241888562906,7277.212618454546,7089.3,27,692.94977
1000.0,569.6162359533225,7301.9225570450035,122001,86.65027,29.566944864500638,7222.389696272728,7104.8,27,695.41394
1000.0,557.8452664682632,7207.994091110948,123001,84.25995,39.3730094167021,7086.9808225454535,7144.3,27,692.84436
,,,124000,,,,,,
1000.0,556.1029209036623,6662.363961403764,124001,81.978874,63.988472849170925,6825.556233181818,7128.3,26,691.49
1000.0,576.4979879976536,7323.68135606696,125001,91.220406,20.111602537724853,7331.390220454546,7136.8,26,696.1773
1000.0,576.8854977656162,7267.677475363195,126001,91.125885,16.669262706069638,7389.162064,7195.2,26,698.4738
1000.0,565.0187180074844,7265.16441908887,127001,83.27298,34.56952970343221,7213.807622181818,7190.1,26,700.0134
,,,128000,,,,,,
1000.0,576.2006393978613,7333.126569427729,128001,87.0984,30.581559759881873,7327.6122044545455,7211.8,27,706.2989
1000.0,570.8133262324088,7280.657561315823,129001,85.652985,36.78358751193866,7292.999298363637,7219.5,26,709.573
1000.0,586.7050606932039,7520.688893542728,130001,96.530396,13.938379560969368,7526.749347272727,7243.4,26,708.5295
1000.0,574.1450593445054,7237.509279347915,131001,83.41515,41.18148403507222,7226.317883363637,7247.5,26,706.9729
,,,132000,,,,,,
1000.0,576.4484374667826,7371.157749537068,132001,87.893745,28.099122703041157,7422.942182272728,7281.5,26,713.32495
1000.0,583.1130710337764,7593.804630843488,133001,96.81673,16.451501070386186,7544.125683090911,7349.3,26,713.1358
1000.0,574.8987337782156,7159.120022060544,134001,78.890434,52.002718234976626,7217.2513371818195,7354.3,26,716.81287
1000.0,581.2868384805363,7228.627048385684,135001,89.2389,29.375068108458148,7443.6115503636365,7358.7,26,716.1888
,,,136000,,,,,,
1000.0,575.4148509042059,7355.44449525002,136001,84.30034,40.213155238957036,7362.718026272728,7371.1,26,719.5189
1000.0,584.6140832177493,7329.7997786798815,137001,94.17502,21.729095912615847,7575.511850999999,7400.1,26,721.4035
1000.0,587.0506750303595,7503.655064049532,138001,92.78974,23.629668315457767,7593.709224272727,7432.3,26,724.8826
1000.0,586.0396861000428,7512.577925811046,139001,93.69553,23.158976295157387,7548.555069181818,7438.0,26,719.9965
,,,140000,,,,,,
1000.0,588.8088417916501,7519.922531061357,140001,91.11994,31.41213961245163,7497.416245272727,7460.4,26,722.86163
1000.0,592.4977934060709,7622.193146141203,141001,91.110886,24.73420223410943,7595.499825000001,7483.6,26,725.6269
1000.0,586.5773491232962,7649.060714669212,142001,93.46813,23.684807249985305,7620.865400818182,7493.4,26,727.7002
1000.0,592.666412410784,7701.256184395538,143001,102.301834,9.638408504180193,7743.391773909091,7544.9,26,725.30365
,,,144000,,,,,,
1000.0,597.4374811741965,7803.637201020017,144001,99.2845,14.024697329725159,7720.129485272727,7578.8,26,726.89136
1000.0,587.262406154339,7676.677923628573,145001,90.701614,33.3789333117029,7548.037405363637,7598.8,26,730.0437
1000.0,583.5080971949701,7650.391947338773,146001,97.03588,21.684699426425656,7656.159052090909,7610.7,26,729.53326
1000.0,604.5264592323042,7947.908233034311,147001,109.55323,0.13751201191251478,7915.253047181818,7645.5,26,731.8147
,,,148000,,,,,,
1000.0,577.0379211971244,7446.123210528642,148001,81.272064,45.985728924245855,7429.0010287272735,7636.9,27,731.75903
1000.0,590.6798020997048,7699.0234953005975,149001,96.25555,19.110520086501094,7742.838390818183,7659.5,26,734.91705
1000.0,588.7546064678377,7760.989892037527,150001,91.14402,29.16352156087148,7667.573674818182,7669.3,26,737.6342
1000.0,600.3361227720462,7860.460423611121,151001,100.06937,16.32708497111727,7801.638083818182,7688.6,27,737.0576
,,,152000,,,,,,
1000.0,607.6949262580379,7966.893276372645,152001,106.19758,7.200127587799742,7921.504407363637,7709.3,27,739.1887
1000.0,595.0916152232827,7885.859822046337,153001,99.59073,14.882685547372086,7830.310625272727,7722.4,27,738.99963
1000.0,604.5510571929398,8003.021284569284,154001,100.16418,14.525428192350825,7891.261629636364,7755.3,27,743.801
1000.0,594.3547043131108,7845.324924783631,155001,95.85344,25.080477775042585,7792.049406,7773.7,27,745.44434
,,,156000,,,,,,
1000.0,592.6425706340589,7780.7006118820655,156001,92.022354,28.31055111019498,7758.997485818181,7763.2,27,745.5387
1000.0,610.6391515339391,7927.732081389601,157001,102.48908,13.499462584576845,7953.64097290909,7808.7,27,748.41034
1000.0,591.7148975887116,7564.384742320563,158001,88.59457,36.905656720802995,7691.925563090909,7812.8,27,747.5185
1000.0,606.6725690497767,8003.072591857689,159001,103.15179,16.60519308621563,7947.659714090908,7839.6,26,751.31055
,,,160000,,,,,,
1000.0,614.7198046888626,8117.519828794375,160001,106.27863,9.048368554785135,8036.3560219090905,7866.7,26,751.8266
1000.0,604.7332520161082,7837.827974968908,161001,94.30584,26.1329492071913,7857.661880636363,7864.2,26,752.0305
1000.0,608.4341351971555,7776.370319294574,162001,96.27444,24.77523390536917,7874.154616999999,7868.4,27,751.9558
1000.0,599.3973655723064,7896.763055145009,163001,91.5561,33.09804144172418,7766.131806545455,7855.3,26,750.37085
,,,164000,,,,,,
1000.0,594.3141759236835,7672.21939252799,164001,86.83515,47.633152867050825,7627.066638454547,7835.8,27,751.50275
1000.0,601.2024538107399,8030.386386378546,165001,95.86386,29.81090001216722,7916.046772272725,7849.8,26,761.89655
1000.0,603.6852740501936,7743.708535256025,166001,89.87998,36.17860635216902,7789.407834545454,7836.2,26,755.3545
1000.0,595.7272743616974,7654.241090682349,167001,84.210075,55.268637902099314,7614.312737454547,7823.8,27,757.7229
,,,168000,,,,,,
1000.0,584.5968503518005,7391.880103378666,168001,86.906136,72.71548509977075,7409.0030910000005,7774.7,26,755.74066
1000.0,602.2963740097098,7837.680640929896,169001,93.21513,37.30526785662459,7822.217924,7746.8,26,759.89966
1000.0,592.3992606202551,7581.063288317558,170001,88.72742,46.457147415616056,7729.969867272727,7732.6,26,760.80664
1000.0,616.2334131504159,8043.679097756639,171001,100.058136,18.180475589204022,8088.396993727272,7749.7,26,766.01306
,,,172000,,,,,,
1000.0,598.8253891019782,7833.681787341899,172001,88.95068,40.331435788863025,7857.020613454544,7762.1,26,766.74976
1000.0,598.2347481454898,7815.235018895252,173001,86.48304,58.20754519874647,7655.326151909089,7763.0,27,764.51483
1000.0,606.3798493625295,7948.0681327585235,174001,91.81577,37.26449220004994,7888.189872181817,7762.8,26,766.0518
1000.0,610.5079520249172,8011.625924655964,175001,97.485886,24.9298232666167,8049.598214545454,7788.6,27,769.4494
,,,176000,,,,,,
1000.0,619.0452294025255,8313.814706440753,176001,107.834816,9.818280057816413,8232.819115636366,7849.9,26,771.8147
1000.0,594.542507207385,4075.519431966124,177001,107.682625,61.73935825709255,7472.424313636365,7895.7,26,750.1221
1000.0,613.4924704621295,7859.832083260031,178001,96.474884,38.8877253652766,7914.115612454546,7875.9,27,769.56354
1000.0,605.6239921223274,8029.763893140988,179001,94.28457,34.18006129311637,8004.746009909091,7900.4,27,774.6979
,,,180000,,,,,,
1000.0,614.7796221269191,8136.784615376839,180001,96.95472,29.49875679212033,8096.468410090908,7908.6,26,778.2824
1000.0,629.3523589460724,8199.78672139164,181001,100.9085,22.655173924473978,8214.82152709091,7942.8,27,781.8315
1000.0,617.0158775633072,8201.732305901074,182001,102.85629,20.395374585655926,8253.992359272726,8006.9,26,784.71
1000.0,604.8988619697988,8301.9698251059,183001,96.53291,33.1475524493575,8121.264951636364,8035.3,26,785.38904
,,,184000,,,,,,
1000.0,597.8301264346842,8017.047988967472,184001,96.91394,32.00802216242428,8148.9841835454545,8052.5,26,787.72125
1000.0,620.1002280311918,8228.703345658332,185001,99.49232,26.981399954796583,8233.826492545455,8053.3,27,788.9742
1000.0,599.9361487933206,7918.359435140072,186001,92.106316,39.68071380298327,8064.632701090909,8075.7,26,786.75037
1000.0,617.082754772989,8275.547338863376,187001,99.93275,27.705793911767138,8236.487155727273,8146.8,26,790.2633
,,,188000,,,,,,
1000.0,619.9761314974675,8181.312486622238,188001,89.56823,44.549413862961224,8083.477599545455,8157.5,27,791.51953
1000.0,616.5453734437733,8179.629619353318,189001,97.654495,31.171186442756223,8220.952434636363,8173.4,26,792.22845
1000.0,618.6612623801175,8315.37370080468,190001,99.34673,32.48280670333607,8237.08322836364,8177.8,26,794.9437
1000.0,618.0066091042986,8380.111950943146,191001,104.10075,23.222293008114683,8343.258287181818,8186.7,26,796.3655
,,,192000,,,,,,
1000.0,623.3861607022103,8334.06823032321,192001,100.33566,27.863539687048366,8349.378663,8211.8,26,801.0862
1000.0,622.6129190000115,8083.919529858087,193001,96.400444,40.2668483244878,8224.494729181817,8220.7,26,801.0776
1000.0,628.4736905042778,8485.32420136359,194001,101.643,26.049268314170305,8409.166474272728,8238.6,26,804.747
1000.0,625.4128164428075,8276.29472355617,195001,96.44429,32.81292488759373,8353.279805727274,8267.4,26,806.225
,,,196000,,,,,,
1000.0,610.4535890103963,8139.116239527649,196001,90.59351,52.36437345414848,8143.330829272727,8263.1,26,806.2625
1000.0,619.6933032750184,8193.316592067775,197001,89.0133,53.981273423487345,8139.247212363637,8266.1,27,806.5564
1000.0,619.289334300405,7972.136395512533,198001,90.999054,51.50742823827416,8164.843059181818,8264.1,26,806.6822
1000.0,612.7676434253685,8112.441718010619,199001,86.6149,69.25386684668773,8005.937402636363,8240.4,27,809.1836
,,,200000,,,,,,
1000.0,627.748117591292,8327.354171886556,200001,95.09773,46.614101956917146,8293.274452272726,8234.6,29,813.79456
1000.0,629.4462556192962,8349.112873650822,201001,95.136475,42.135255304988625,8354.057984727273,8232.8,28,815.2258
1000.0,559.0090373283781,8285.047263649692,202001,124.52129,93.90653243344596,7426.823937363637,8141.9,27,781.2471
1000.0,622.7795712457956,8423.253591584187,203001,94.9065,42.269310178831034,8372.098364363635,8142.0,27,817.824
,,,204000,,,,,,
1000.0,614.0601399846245,8226.254904719202,204001,120.92518,83.26203548998944,7687.167691727271,8068.5,27,791.1869
1000.0,616.0981534981803,8271.48810981236,205001,92.4202,54.74121143146136,8268.049627,8078.6,27,820.5525
1000.0,623.819864184931,8376.77495217121,206001,96.850296,43.415485227453516,8426.361716545454,8109.7,27,824.2935
1000.0,618.273255563162,5936.489775728514,207001,104.30513,63.30190611313628,8114.926009545455,8126.7,27,813.5855
,,,208000,,,,,,
1000.0,633.5238476287706,8593.809667025309,208001,104.73708,33.27342683428554,8549.758850636365,8156.9,27,825.53046
1000.0,637.0385147185901,8422.355571590013,209001,114.334625,83.29668057021645,7905.417111090908,8124.8,27,810.7715
1000.0,638.9950107366881,8617.833816467177,210001,98.2859,47.109193229996386,8492.60138509091,8135.2,28,833.1088
