#{"t_start": 1642256892.212988, "env_id": "Humanoid-v2"}
r,l,t
118.126253,23,13.214549
101.208374,20,13.265617
134.35489,26,13.330564
83.616211,17,13.374943
119.230857,24,13.709057
88.51145,18,13.754253
209.262132,44,13.854254
95.369183,19,13.902083
170.885851,33,13.997435
150.806527,29,14.064107
148.872198,30,14.132899
83.185463,17,14.173752
110.73113,22,14.254344
90.776847,18,14.29643
106.007284,21,14.343472
94.563118,19,14.386927
83.270247,17,14.425914
95.219127,19,14.510211
122.47086,24,14.564345
181.276642,36,14.646259
95.57974,19,14.693119
133.935182,26,14.801602
116.967091,23,14.856316
229.562713,43,14.952868
122.646979,24,15.068294
119.805477,25,15.125042
136.800716,27,15.186778
126.399695,26,15.246044
211.251302,41,15.404108
248.858035,49,15.516185
97.20181,19,15.564708
122.94988,24,15.692545
141.042467,27,15.755
156.851108,33,15.830778
117.083326,23,15.96719
89.710377,18,16.00956
83.182556,17,16.048553
99.349713,20,16.093719
116.587651,23,16.146454
169.739142,34,17.807245
156.557143,31,17.878433
135.173257,26,17.939606
164.873835,32,18.110373
179.669453,35,18.189153
149.464704,29,18.258378
99.154051,20,18.304838
189.753575,38,18.497221
107.590398,21,18.548661
113.245775,23,18.601403
106.10672,21,18.649839
78.2962,16,18.80388
148.469178,31,18.873697
83.398148,17,18.914756
89.191062,18,18.955892
94.652786,19,18.99911
151.578964,31,19.194227
121.265617,24,19.250549
151.028644,29,19.317386
151.320251,29,19.51833
105.238864,21,19.568216
114.066462,22,19.619218
88.346599,18,19.660665
84.244994,17,19.699647
145.024201,28,19.907229
109.461277,22,19.958748
140.07905,27,20.019876
121.269869,24,20.075164
101.725936,20,20.274672
205.850615,38,20.358967
91.261751,18,20.403614
93.832513,19,20.446358
89.925712,18,20.487443
125.958979,26,20.71043
83.754876,17,20.750471
159.256667,31,20.819671
209.565968,43,21.089326
213.610563,44,21.190965
91.30519,18,21.236567
150.354373,30,23.00844
120.518604,24,23.064855
101.604047,20,23.111331
89.184837,18,23.152217
163.254088,34,23.415075
99.594926,20,23.463295
88.855414,18,23.505353
196.591615,39,23.591583
179.32392,37,23.874678
83.29199,17,23.916744
98.794196,20,23.96222
89.088955,18,24.003101
83.375527,17,24.041557
133.749993,26,24.306688
93.85456,19,24.351733
120.819903,24,24.405699
88.22282,18,24.447283
122.461209,24,24.716391
138.809253,27,24.777719
163.291469,33,24.852319
112.262041,22,24.904763
83.585582,17,24.943997
83.604504,17,25.209343
195.889241,39,25.295402
88.774425,18,25.340058
126.209007,25,25.395978
88.383411,18,25.674799
182.142459,36,25.754553
150.675589,30,25.826226
100.291818,20,26.116477
100.769119,20,26.162064
101.48954,20,26.207423
111.424987,22,26.257346
107.031854,21,26.30521
88.629554,18,26.599978
94.207296,19,26.643498
89.795838,18,26.684713
123.417208,25,26.741277
154.050159,32,26.815653
123.799896,24,27.139359
130.671728,26,27.198517
102.268,20,27.2451
83.738457,17,27.284168
140.204015,27,29.151658
95.769698,19,29.19644
121.778488,24,29.251298
108.856634,22,29.302237
110.69617,22,29.353653
117.289857,23,29.693217
147.644823,29,29.76109
168.457692,36,29.843999
163.011585,33,30.217995
121.365599,24,30.276249
107.653119,21,30.325516
78.44833,16,30.363546
175.426183,34,30.746201
139.265406,28,30.817467
88.093727,18,30.862551
112.786727,22,30.914515
83.226877,17,30.954319
84.247186,17,31.303294
136.571403,27,31.363668
96.011086,19,31.408512
170.738858,35,31.490282
144.08861,29,31.878908
137.589861,28,31.94365
88.326888,18,31.986321
142.949341,28,32.375061
124.404174,28,32.440336
95.94354,19,32.485196
94.183507,19,32.52914
152.757772,31,32.599593
191.049489,37,33.022914
134.576636,27,33.08663
100.482806,20,33.133914
83.535237,17,33.173054
88.806975,18,33.560873
148.679769,30,33.628089
110.323986,22,33.68004
83.207082,17,33.719602
94.586385,19,34.11767
106.967773,21,34.165208
89.247722,18,34.206762
100.648504,20,34.252154
165.172585,32,34.322862
102.453177,20,36.264899
155.692684,31,36.334398
106.101808,21,36.384554
106.696711,21,36.433237
95.200333,19,36.852171
169.707554,33,36.926854
133.343977,27,36.989956
83.222883,17,37.030363
94.13681,19,37.456678
126.112891,24,37.510897
147.170371,29,37.576602
128.324866,25,37.635863
112.154653,22,38.079407
83.539423,17,38.119082
186.505172,36,38.198537
89.568661,18,38.24282
94.650843,19,38.285785
133.652599,26,38.749689
107.272916,21,38.798978
111.09489,22,38.849734
94.622277,19,38.893872
88.685853,18,38.935548
106.865341,21,39.401261
235.194075,46,39.505024
94.922779,19,39.55318
111.921325,22,40.024659
83.599644,17,40.064045
117.847251,23,40.115584
133.230689,26,40.174398
149.146611,30,40.672644
96.603544,19,40.718435
146.484908,29,40.78387
106.541946,21,40.832883
126.097334,25,40.889578
123.471248,24,41.385675
113.192011,22,41.436301
99.96535,20,41.48261
109.386546,22,41.532588
83.274133,17,42.024599
95.860476,19,42.067577
88.546066,18,42.109268
83.541231,17,42.148076
88.73328,18,42.188903
154.547489,31,44.277155
162.081808,32,44.35124
83.489277,17,44.3927
115.081905,24,44.446317
83.671503,17,44.485772
174.08267,34,45.033168
121.687653,24,45.091053
95.575199,19,45.135017
141.186244,28,45.674735
101.030066,20,45.721614
111.875821,22,45.771988
111.23667,22,45.822194
151.005937,29,45.887907
100.735216,20,46.423688
124.750206,25,46.480819
90.784283,18,46.52271
83.293114,17,46.561206
142.063903,28,47.120483
168.540516,35,47.200168
140.08975,27,47.26317
90.683474,18,47.306098
120.057464,25,47.868195
83.788234,17,47.908311
141.250206,28,47.975786
89.686215,18,48.018333
110.159384,22,48.067607
138.128027,27,48.644968
94.94131,19,48.690436
88.417198,18,48.732021
100.133833,20,48.777741
83.150908,17,48.817022
137.611538,27,49.402642
100.398807,20,49.449007
139.906239,28,49.511764
83.495449,17,49.552586
101.22836,20,50.133242
117.330083,23,50.186235
83.596423,17,50.225892
102.508582,20,50.271393
107.016224,21,50.318685
213.120268,43,50.960343
101.400431,20,51.010414
103.675735,20,51.056064
94.972509,19,51.099036
84.188034,17,53.157228
103.840058,21,53.204273
134.488883,28,53.267283
101.480466,20,53.314125
104.457669,21,53.36137
117.625424,25,53.984605
165.9389,34,54.062904
117.442382,23,54.116929
255.467167,50,54.798832
189.707707,38,54.888273
136.578671,27,54.952338
113.418784,22,55.582564
142.838073,28,55.647039
110.189117,22,55.699814
169.516897,33,55.774996
94.598,19,56.410487
120.222553,24,56.465652
83.483891,17,56.505373
108.217535,22,56.554649
107.395086,21,56.603257
100.964663,20,57.248592
103.394869,20,57.295247
132.261205,26,57.353989
172.54696,33,57.428813
94.728017,19,58.123426
90.637298,18,58.166813
106.328077,21,58.217549
160.604411,31,58.290483
94.708766,19,58.990168
147.940953,30,59.057155
103.09412,20,59.105017
88.856022,18,59.145982
130.194988,25,59.201907
139.076316,27,59.8937
88.846308,18,59.937042
101.018249,20,59.982237
196.000934,38,60.700133
104.427437,21,60.751929
258.520024,53,60.870558
89.134896,18,60.917796
242.87015,50,63.138485
100.118576,20,63.189681
117.572449,23,63.241989
156.851025,30,63.962335
149.127506,29,64.029873
100.19971,20,64.076651
120.202912,24,64.13061
127.251323,25,64.848814
116.295235,23,64.903133
113.461075,22,64.955366
211.617098,42,65.719749
83.790386,17,65.762843
94.060393,19,65.80572
181.371315,36,65.885389
119.146136,23,65.940841
99.631222,20,66.666506
146.631223,28,66.730114
88.191852,18,66.772661
131.589695,25,66.830029
88.704317,18,67.560808
163.861328,33,67.632766
96.305853,19,67.678417
144.744401,28,67.741476
112.517123,22,68.497883
83.521374,17,68.537242
128.4294,25,68.593319
100.480456,20,68.639843
151.713077,30,69.416307
90.033219,18,69.459983
83.381789,17,69.499025
101.586332,20,69.544424
88.928533,18,69.586076
143.848818,28,70.361938
89.012428,18,70.404824
117.968002,23,70.457398
106.66163,21,70.505802
102.078819,20,70.55151
149.788567,30,71.346956
95.285874,19,71.39222
118.034723,23,71.444662
126.983428,27,71.506196
191.031687,37,73.863309
180.600848,36,73.947368
214.154477,42,74.043442
88.91719,18,74.830227
194.27097,39,74.916414
142.737736,30,74.987614
135.778312,26,75.798985
93.173473,19,75.84363
117.61841,23,75.896095
94.512203,19,75.940344
83.39486,17,75.978897
116.337439,23,76.787075
100.470199,20,76.833478
127.26153,25,76.890524
97.894178,19,76.934787
139.040981,27,77.761418
105.814422,21,77.810762
127.614934,25,77.867394
89.613978,18,77.909312
119.668623,24,77.967737
111.321761,22,78.797546
96.26667,19,78.841659
83.412045,17,78.880592
107.272632,21,78.927874
95.769838,19,78.971294
122.531415,24,79.81302
141.241547,28,79.8765
94.666013,19,79.921081
159.176051,31,79.989691
104.174544,21,80.839855
88.628563,18,80.881368
94.65039,19,80.924708
123.634303,24,80.977917
107.503941,21,81.026921
139.836144,27,81.895773
159.194375,33,81.971593
142.050811,28,82.036216
183.94006,36,82.932552
100.187063,20,82.980727
131.328171,26,83.039475
113.924688,23,83.093823
113.450337,22,85.432736
100.720274,20,85.47907
182.409818,36,85.558908
116.09959,23,85.613382
159.807433,32,86.519745
84.487152,17,86.560911
174.725158,35,86.637132
196.977811,39,87.569676
154.144705,33,87.658082
88.777422,18,87.703758
105.214801,21,87.752078
95.008411,19,88.652578
93.805858,19,88.69638
132.857693,26,88.754014
83.142395,17,88.793699
89.594182,18,88.834872
105.396993,21,89.74056
100.385815,20,89.786154
133.638174,27,89.84742
95.284413,20,89.894851
88.151944,18,89.935759
159.524193,31,90.877161
158.663116,32,90.94963
154.165087,31,91.020743
101.49271,20,91.946801
83.580599,17,91.985932
83.481546,17,92.024406
129.327518,25,92.080899
99.642244,20,92.12731
83.348602,17,92.166061
106.772865,21,93.104817
91.265704,18,93.145956
96.285786,19,93.189922
178.776129,34,93.265626
