eval_ep_rewmean,eval_returns,eval_eplenmean,eval_discount_q,eval_time_elapsed,eval mean 100 episode reward,total timesteps,eval_abs_qs_difference,eval_qs_difference,eval_qs
946.6957601818181,501.3013618282849,187.27272727272728,403.3292974585134,6,877.2,122001,87.22766,71.33752117467226,336.96692
,,,,,,122955,,,
780.4646324545454,638.7849484034301,153.8181818181818,388.2547152661758,5,877.1,123001,105.67803,97.5211758709434,346.02493
,,,,,,123743,,,
1274.8935452727274,2432.725831224592,250.54545454545453,435.73994781380156,8,917.4,124001,65.07872,45.89711243640648,350.35797
,,,,,,124643,,,
940.3532633636365,823.746436741402,183.27272727272728,415.6661233455076,5,950.2,125001,93.52933,88.62335213095808,363.223
,,,,,,125541,,,
1193.6097873636363,1442.0866066180274,238.54545454545453,420.0826471399765,7,993.9,126001,79.61846,63.75752936367178,355.33014
,,,,,,126382,,,
1036.6559934545455,564.7231559672032,205.63636363636363,420.6226136920333,6,1001.1,127001,76.89756,59.60688642858866,342.7295
,,,,,,127298,,,
,,,,,,127753,,,
1063.6359005454544,776.4771186435335,210.0909090909091,404.2074631688043,6,998.3,128001,88.29795,76.03617266538349,349.39542
,,,,,,128604,,,
710.9208371818181,909.7979854024479,139.36363636363637,365.53023704933673,4,952.8,129001,93.98938,85.6092567103768,318.50366
,,,,,,129610,,,
889.7572861818181,946.4621838532439,175.45454545454547,400.3093406954027,5,972.3,130001,82.229195,72.5636327057569,335.622
,,,,,,130414,,,
930.2738974545456,499.83523557688665,180.54545454545453,413.6238767394458,5,977.3,131001,102.829346,96.70967257174365,368.96066
,,,,,,131214,,,
1127.6764234545453,449.5233550713575,228.27272727272728,401.9973518229117,7,1015.0,132001,96.89431,86.21817873217297,357.9404
,,,,,,132044,,,
1075.9483483636363,1236.6199925165272,213.63636363636363,429.8914890069582,6,1003.1,133001,91.172356,84.58225190661366,374.65244
,,,,,,133097,,,
1220.682697,1169.8518441088518,242.45454545454547,434.38770391819384,7,1024.9,134001,99.542366,94.5949085320059,386.62082
,,,,,,134325,,,
1051.526034,1511.7213894518204,210.0909090909091,430.83807004951717,6,1014.4,135001,88.72027,82.86611199390231,370.97
,,,,,,135266,,,
1004.5376322727273,679.0811280582286,197.1818181818182,404.67461734403315,6,1002.0,136001,92.144936,88.55367570073643,361.37503
,,,,,,136037,,,
,,,,,,136797,,,
1155.300619090909,1430.5569675951772,225.45454545454547,447.6413734197951,7,1009.2,137001,92.27188,88.0316354171685,392.70212
,,,,,,137828,,,
899.9287159999999,818.2113438955312,178.1818181818182,415.3768661234875,5,1035.3,138001,106.324265,92.20882258403898,358.42807
,,,,,,138697,,,
1085.7345610000002,439.68624492836636,209.63636363636363,425.88586640542485,6,1063.8,139001,86.84628,75.80964639453028,362.42062
,,,,,,139375,,,
941.7467971818182,1176.1809354450468,182.0,429.73917767462194,5,1051.8,140001,109.2874,106.1463394267258,386.32013
,,,,,,140136,,,
,,,,,,140900,,,
1236.116794272727,937.34203925966,241.27272727272728,427.41625538872887,7,1063.3,141001,96.2655,85.40241015245044,378.5803
,,,,,,141646,,,
820.9488065454545,903.2358573125342,158.9090909090909,392.2307184073312,5,1058.1,142001,112.33357,104.23549558540518,354.87912
,,,,,,142467,,,
957.5140659090911,1115.4625411082409,179.54545454545453,422.5985863141439,5,1017.9,143001,92.714386,76.05180715299262,358.7854
,,,,,,143224,,,
,,,,,,143859,,,
1056.6161637272728,1200.4596084894567,208.63636363636363,426.4871410216355,6,1021.6,144001,98.00915,78.33506522479216,363.94193
,,,,,,144829,,,
805.5891770909092,650.6518624469581,151.45454545454547,402.84851943710004,4,994.5,145001,93.38621,84.26847689780574,344.60574
,,,,,,145484,,,
,,,,,,145982,,,
735.6193039999999,648.3899380401555,141.36363636363637,381.0433402659857,4,952.7,146001,118.43354,110.88526032630224,350.05173
,,,,,,146920,,,
1185.555027727273,1910.6984290727469,234.72727272727272,435.8126155972795,7,967.5,147001,98.51206,90.46818830560193,384.52167
,,,,,,147787,,,
990.6547287272726,788.1431690053683,193.9090909090909,416.69486962888533,6,977.1,148001,81.6444,62.66338477175197,336.7305
,,,,,,148521,,,
1428.7335165454547,1474.2575493089012,277.72727272727275,478.0456473678869,8,1018.4,149001,59.76257,44.16615299641892,381.4908
,,,,,,149250,,,
1084.9236874545452,1007.89687796159,207.27272727272728,448.07404824870224,6,1005.8,150001,82.12059,73.13067157824977,373.83395
,,,,,,150249,,,
1260.7064505454548,2320.416356868549,246.0,457.81366935269,7,1050.5,151001,72.99592,63.78538228182577,380.09854
,,,,,,151178,,,
,,,,,,151765,,,
1301.1623574545454,1152.763720530587,259.3636363636364,454.77165961747164,8,1090.2,152001,70.24905,58.05631362323583,369.5007
,,,,,,152708,,,
991.6733233636364,817.1959262948619,195.8181818181818,424.88949208486594,6,1086.4,153001,84.81842,73.64766338976189,348.96347
,,,,,,153810,,,
979.8647012727274,960.3471811022074,190.9090909090909,426.86960472499317,6,1100.4,154001,93.150566,85.80437497914775,362.69528
,,,,,,154431,,,
792.6019774545454,1473.0596582568412,154.0909090909091,395.98723475197136,4,1102.1,155001,88.410286,78.70172278274107,324.48825
,,,,,,155485,,,
1085.8046474545454,779.9898256724749,215.8181818181818,415.8899778639658,7,1109.2,156001,65.64955,48.66427194812376,316.38626
,,,,,,156113,,,
,,,,,,156811,,,
1001.1314614545455,1111.7772336277133,193.0909090909091,418.4982001591075,6,1094.5,157001,107.53248,98.03764893731768,375.313
,,,,,,157419,,,
1345.2825087272727,562.5576569144265,264.09090909090907,459.3476953535077,8,1104.9,158001,60.14083,40.42120422395324,355.87753
,,,,,,158121,,,
,,,,,,158976,,,
1363.8355580000002,2033.9531487656454,263.54545454545456,456.46865349513496,8,1113.0,159001,72.55018,46.881792629623675,361.6195
,,,,,,159575,,,
1612.2669393636365,2085.481363107397,308.45454545454544,464.61900199587876,10,1163.8,160001,69.96523,36.492145172989495,370.6885
,,,,,,160563,,,
828.8286670909092,759.0256245276013,151.9090909090909,407.2364803040898,4,1124.5,161001,83.4599,56.73246582283045,323.26575
,,,,,,161102,,,
,,,,,,161670,,,
552.7277627272726,610.1675926503441,104.9090909090909,328.56819923714977,3,1067.3,162001,84.68559,63.507058075910315,265.82495
,,,,,,162110,,,
,,,,,,162841,,,
524.316288,376.8450684379533,98.0,326.15531428563276,3,1022.7,163001,100.221725,84.40285974846825,283.48465
,,,,,,163473,,,
787.1915235454547,596.8701802181953,149.27272727272728,391.6708778976921,4,1017.9,164001,97.12309,83.10979477078646,335.53302
,,,,,,164063,,,
,,,,,,164805,,,
1136.6076126363637,970.738224946214,219.45454545454547,440.3847255100778,7,1010.7,165001,84.08437,57.64816517350816,350.95166
,,,,,,165414,,,
919.8012496363637,701.1359076139175,185.27272727272728,410.7328923366659,6,1014.0,166001,86.54896,72.21760113787772,335.06943
,,,,,,166033,,,
,,,,,,166658,,,
936.3462917272728,1021.5938273490485,174.9090909090909,433.00406574161207,5,969.3,167001,81.32696,62.82401764765638,347.06107
,,,,,,167447,,,
1057.2508997272726,1030.5902345160853,196.36363636363637,439.4950607897363,6,941.4,168001,89.878944,75.88556638759118,375.1161
,,,,,,168261,,,
,,,,,,168952,,,
864.1577792727272,765.3642567696337,165.63636363636363,401.28034994588796,5,856.3,169001,92.077965,81.2712010689838,338.61188
,,,,,,169483,,,
981.4936109090909,729.6875762040704,189.63636363636363,419.0763575277487,6,862.2,170001,90.94438,77.19942464156195,351.46643
,,,,,,170369,,,
,,,,,,170884,,,
814.3518293636364,604.1540059621575,154.72727272727272,393.8347386725447,5,892.2,171001,102.475555,93.97548169663129,343.41647
,,,,,,171771,,,
1567.3913650909092,2442.1526053424595,298.6363636363636,470.7017519295177,9,981.5,172001,67.029915,29.428659460753593,369.87137
,,,,,,172435,,,
975.9067416363637,869.0232348111439,185.0,425.5172589687299,5,1022.1,173001,99.435905,91.10368389339288,370.6881
,,,,,,173077,,,
,,,,,,173849,,,
1065.436277,1021.1321175372718,202.63636363636363,445.52180169378954,6,1020.6,174001,89.345894,85.49156059879762,381.23874
,,,,,,174880,,,
1457.754606,947.4877651854405,278.1818181818182,470.8703277163076,9,1082.5,175001,74.516884,50.2958024582668,380.1874
,,,,,,175545,,,
1616.7718038181818,1543.9871751429168,308.72727272727275,482.49259789857774,9,1148.5,176001,67.40421,48.31948303279331,392.69534
,,,,,,176503,,,
1136.1339045454547,1062.9565065933978,210.36363636363637,448.4001144769623,6,1162.4,177001,75.94988,39.385908653902554,344.73148
,,,,,,177402,,,
1179.7947547272727,2186.515793650966,227.36363636363637,435.22283847322075,7,1185.3,178001,80.35926,63.18012036735825,357.0436
,,,,,,178233,,,
1258.8926548181819,1074.9409506848472,240.63636363636363,462.7159955024663,7,1224.3,179001,74.19849,58.154212386140784,374.71777
,,,,,,179037,,,
,,,,,,179829,,,
1316.9844766363638,1852.0539018238537,251.45454545454547,475.826769135613,8,1265.4,180001,72.05842,54.698617903340704,382.87238
,,,,,,180888,,,
819.4959781818183,1468.6646018670986,156.54545454545453,391.7685724444322,5,1208.2,181001,124.85071,115.00295993508449,367.41153
,,,,,,181325,,,
1384.3800350909091,873.839238110322,265.0,459.8418856080643,8,1244.2,182001,86.48383,62.87733735399673,382.73468
,,,,,,182359,,,
1422.2403405454543,1089.7201506106985,271.72727272727275,468.5183452798917,8,1281.0,183001,70.73707,53.22858743114488,385.26633
,,,,,,183167,,,
957.000804,949.3700556328231,191.9090909090909,377.7114655011344,6,1233.8,184001,108.85266,95.01096756221558,336.87607
,,,,,,184149,,,
1640.3384361818185,1059.2894614159757,315.72727272727275,476.44165099743987,10,1238.6,185001,66.416016,31.836130369792855,377.30676
,,,,,,185448,,,
1353.0535305454544,790.300466789239,258.27272727272725,436.49555731235836,8,1256.8,186001,88.44417,63.89169027450655,367.9701
,,,,,,186195,,,
2603.9294637272724,1234.9806961008176,494.54545454545456,512.2795179070935,16,1421.1,187001,63.074734,12.205173777935459,416.55164
,,,,,,187391,,,
2389.041600181818,3841.0623558375114,443.8181818181818,513.4791053522381,14,1512.4,188001,68.71057,24.280665771423575,428.59784
,,,,,,188498,,,
1728.7943803636365,4562.712744823416,332.27272727272725,455.82959572058667,10,1552.9,189001,78.23673,55.733193907019775,391.97375
1666.7660804545455,1658.70277360574,318.6363636363636,475.81760188916365,10,1671.8,190001,73.0808,53.16311557110701,400.75214
,,,,,,190355,,,
1847.4871992727274,1148.9832611303862,343.6363636363636,490.1904907464155,11,1722.3,191001,70.712654,39.619174070088505,402.70352
,,,,,,191658,,,
1147.7245395454547,1518.7145988659847,208.54545454545453,452.8454933036985,6,1700.1,192001,89.09388,70.63792861924358,382.03983
,,,,,,192506,,,
1427.3570943636366,2450.978724527673,269.27272727272725,464.3149951147025,8,1728.9,193001,69.53436,48.07847465281787,376.58
,,,,,,193604,,,
1320.6025592727274,1275.2049484629267,241.0909090909091,481.2881925246902,7,1715.4,194001,73.453766,49.09582165121124,388.50525
,,,,,,194516,,,
1065.0907180909091,509.6338715509898,195.45454545454547,446.00572188422393,6,1683.5,195001,98.483574,77.45459622646105,378.8339
,,,,,,195272,,,
1736.998029818182,1688.3510795022992,325.09090909090907,464.4013126453045,10,1591.1,196001,91.148155,56.85024517405694,393.59726
,,,,,,196158,,,
1207.9250002727274,1015.6780812851266,223.0,465.61341226424594,7,1491.6,197001,87.4926,70.01251819155301,386.3911
,,,,,,197108,,,
1154.6889909090912,892.40153912901,214.8181818181818,455.7687677485463,6,1431.7,198001,93.50178,84.97640907385677,391.8093
,,,,,,198195,,,
,,,,,,198823,,,
1422.7359828181816,1530.826560080043,267.90909090909093,476.81685028288007,8,1387.5,199001,91.68738,79.84980027035233,414.73114
,,,,,,199694,,,
1614.7403373636364,2276.1134777066304,299.09090909090907,443.86714968865107,9,1333.9,200001,111.39965,89.88338911780835,404.38797
,,,,,,200363,,,
1331.4572026363637,771.4739766451771,243.45454545454547,475.7610392355597,7,1385.6,201001,80.82862,62.588824111883135,393.68777
,,,,,,201389,,,
1251.9763647272728,1031.0452150428055,227.63636363636363,465.6815762789584,7,1356.2,202001,95.08654,78.21536378204127,399.10812
,,,,,,202319,,,
1029.983095818182,749.3193691741702,189.63636363636363,444.1584562463208,6,1316.2,203001,93.5145,67.42976710501613,363.52914
,,,,,,203130,,,
,,,,,,203717,,,
1178.919111090909,1284.6421292102325,216.36363636363637,466.23250786515,7,1322.5,204001,90.58497,64.94258152786223,380.6912
,,,,,,204730,,,
1220.293158181818,1099.145035447051,231.9090909090909,459.5132336630085,7,1266.3,205001,105.01594,86.26799771121456,394.57745
,,,,,,205377,,,
1296.150801909091,1406.9154043864448,241.1818181818182,434.5035120353823,7,1269.5,206001,94.649124,78.13419828209614,381.80588
,,,,,,206306,,,
956.3649969999999,707.370119828328,175.63636363636363,416.74214282906433,5,1260.6,207001,101.2758,91.4707576798436,369.83264
,,,,,,207175,,,
,,,,,,207533,,,
1452.8603883636363,492.01734359424586,270.54545454545456,445.5028236823062,8,1265.4,208001,94.502686,86.33477308872509,398.50165
,,,,,,208157,,,
,,,,,,208806,,,
1161.8495824545455,871.9345888680972,209.36363636363637,434.0851960708824,6,1236.6,209001,99.773125,77.88235869659616,378.59024
,,,,,,209372,,,
592.7103014545454,570.7202246275559,106.0909090909091,350.67299624947003,3,1124.4,210001,115.77509,107.37324993389912,326.3829
,,,,,,210037,,,
,,,,,,210378,,,
1318.0112264545455,1190.9835152039095,234.54545454545453,480.54488772199636,7,1130.3,211001,75.82537,47.22620283798003,384.99768
,,,,,,211094,,,
1308.7122603636362,1467.8032345308088,228.27272727272728,485.1637922995089,7,1155.4,212001,76.11992,39.16352472026263,383.98163
,,,,,,212007,,,
1649.6168982727272,2287.835143014631,294.6363636363636,494.7561678397382,9,1202.3,213001,79.826775,39.777297796071586,407.1032
,,,,,,213415,,,
,,,,,,213920,,,
1068.557352,652.7265690260149,196.72727272727272,435.75465937899423,6,1200.3,214001,102.305176,87.68005422793603,385.7231
,,,,,,214652,,,
961.4242925454546,1558.7428436607422,185.1818181818182,418.1693717844427,6,1153.3,215001,94.53101,82.7747443521836,357.94553
,,,,,,215605,,,
1044.3092286363637,628.031831010832,186.36363636363637,435.10782510890584,6,1176.1,216001,97.05544,66.07702246859039,364.73093
,,,,,,216131,,,
,,,,,,216709,,,
583.0774773636364,463.56693350303163,102.45454545454545,331.416203667865,3,1082.9,217001,91.93184,75.33228429001522,284.37656
,,,,,,217509,,,
1416.8819706363638,1376.9532390465697,245.54545454545453,508.2911905306274,7,1093.3,218001,79.23002,37.27673729847834,401.19354
,,,,,,218465,,,
1442.7980062727274,1397.8367610483842,254.54545454545453,493.70770268766904,8,1185.5,219001,82.17176,60.09568690262227,419.11496
,,,,,,219019,,,
,,,,,,219809,,,
1251.5232338181816,682.475985277182,225.1818181818182,470.2999189163322,7,1204.6,220001,104.233376,93.91811306544878,424.98672
,,,,,,220922,,,
1688.5375955454547,1169.1996539397912,294.1818181818182,502.42961165760624,9,1242.8,221001,82.15764,53.57025336026841,431.61316
,,,,,,221640,,,
1251.3453827272729,803.0659148809706,213.9090909090909,483.73139430744783,6,1199.7,222001,92.74978,58.50441320943451,399.78223
1537.677754909091,1173.1764730644986,269.72727272727275,481.6696593606341,8,1236.6,223001,88.90307,40.09297611745026,385.6598
,,,,,,223188,,,
,,,,,,223878,,,
1159.709196090909,1564.2158206938363,200.72727272727272,444.94978707556163,6,1256.4,224001,91.91681,67.91907762729763,373.99515
,,,,,,224579,,,
1312.1817055454544,813.2629425749948,230.1818181818182,478.7416726427975,7,1285.8,225001,111.5634,94.46780617243843,432.33008
,,,,,,225245,,,
1225.3539453636365,1200.601503658493,210.9090909090909,478.47286386591,6,1353.1,226001,96.1885,77.18831004784887,412.2552
,,,,,,226092,,,
,,,,,,226976,,,
1219.8331089090912,807.1816296518575,212.72727272727272,471.6047942406136,6,1348.5,227001,109.73498,89.6647655702856,417.5488
750.3715126363636,1295.1663199818563,140.0,381.4969301254881,4,1266.4,228001,134.4267,117.8565691924572,357.6783
,,,,,,228146,,,
1422.9095178181817,2099.232275564064,248.9090909090909,484.4154232565889,8,1266.3,229001,94.40966,71.11295753286197,420.00085
,,,,,,229155,,,
,,,,,,229750,,,
1807.181546,2394.0856082708583,311.1818181818182,520.7138943506156,10,1288.2,230001,80.8061,54.59190173269281,445.95383
,,,,,,230527,,,
1485.1566654545454,2407.3108553334732,257.8181818181818,495.2314470801806,8,1304.4,231001,91.44003,61.82078713226206,417.0424
,,,,,,231414,,,
1253.7775218181816,378.5687264534012,217.72727272727272,462.0472198004216,7,1299.6,232001,98.651634,64.49753324007185,385.5676
,,,,,,232300,,,
1927.4761228181817,3850.095026263524,334.6363636363636,478.5300368684942,10,1347.8,233001,91.9272,45.789791135803426,405.53177
,,,,,,233242,,,
1432.0203963636363,3111.11703203783,247.36363636363637,469.07330826406195,7,1365.0,234001,99.092995,80.00603154390805,414.50284
,,,,,,234475,,,
1160.2157048181818,1219.245556631494,197.9090909090909,441.4387889791451,6,1386.3,235001,114.40669,75.32825381780452,382.57745
,,,,,,235689,,,
1033.3841974545453,2102.4050774847497,172.0,446.7700604889995,5,1347.6,236001,126.31826,111.23947988500971,417.99573
,,,,,,236123,,,
,,,,,,236777,,,
1601.0646192727274,1503.5332999261177,268.72727272727275,506.50723861544026,8,1447.4,237001,84.57989,51.68788799820175,424.54324
,,,,,,237322,,,
,,,,,,237724,,,
1235.0226533636362,583.5836119607594,213.72727272727272,469.54443445864837,6,1450.4,238001,102.54609,76.75190962740437,401.24777
,,,,,,238679,,,
,,,,,,238978,,,
754.8849722727272,860.017153090087,135.27272727272728,386.87701762661186,4,1343.2,239001,141.74416,132.1672226936565,376.46875
,,,,,,239698,,,
1538.3054874545453,2171.1999010952773,266.3636363636364,460.29878565502224,8,1327.7,240001,113.177734,88.11529484894767,418.17664
,,,,,,240425,,,
996.8865482727273,770.4938457941583,179.0909090909091,440.76177569910413,5,1290.8,241001,112.72376,87.9906594198536,376.7568
,,,,,,241128,,,
1448.0941110909089,529.702244311002,247.72727272727272,468.2867316207957,8,1272.3,242001,115.4114,70.66132145704529,396.16974
,,,,,,242135,,,
,,,,,,242753,,,
1281.9925548181818,659.9821539680581,218.1818181818182,478.99766395475905,7,1244.7,243001,116.67144,96.84653122700843,431.5133
,,,,,,243514,,,
1636.3067066363635,1559.6525546027615,282.45454545454544,486.42549490513215,9,1291.4,244001,99.95523,62.723278921373094,412.50204
,,,,,,244144,,,
1076.3439575454545,706.8152171505188,181.72727272727272,469.3311973847283,5,1296.7,245001,119.17071,94.72759661261662,413.53104
,,,,,,245210,,,
,,,,,,245817,,,
993.8646669999998,1572.2707072410242,173.36363636363637,449.21908259066646,5,1237.4,246001,114.5303,91.33094782495655,388.03302
,,,,,,246713,,,
926.7895747272728,413.2179993737573,164.0,414.7868612196815,5,1186.0,247001,105.551704,93.75340313565076,364.0179
,,,,,,247519,,,
1078.2723838181819,484.8695118909128,189.0,418.69577002131496,6,1218.0,248001,124.599464,108.21805054490501,390.63507
,,,,,,248176,,,
,,,,,,248806,,,
1454.7714943636363,2522.6348546360273,253.72727272727272,505.56665149593186,8,1201.3,249001,98.87086,86.04208755863864,442.60858
,,,,,,249754,,,
1325.7501544545455,924.46068859167,229.1818181818182,465.8208984262108,7,1249.7,250001,143.69954,125.55557558963024,450.42786
,,,,,,250634,,,
1641.470769090909,2017.894465690374,274.8181818181818,498.96115568681995,8,1255.1,251001,117.67593,81.16440113586819,447.82224
,,,,,,251270,,,
1036.9622145454546,2004.6913008887514,179.8181818181818,416.6234264461635,5,1224.5,252001,156.45335,145.3330877254594,425.10648
,,,,,,252323,,,
1386.0408784545455,1727.2055049644928,241.36363636363637,471.9996895032767,7,1206.4,253001,114.92567,98.77564273696552,427.45978
,,,,,,253224,,,
1009.2758689090911,814.3494993447543,174.8181818181818,398.52742312695807,5,1206.4,254001,139.18315,110.2955163323864,371.9678
,,,,,,254083,,,
,,,,,,254832,,,
1257.6920245454546,1395.691388454137,215.27272727272728,467.4143992747306,6,1232.0,255001,115.197014,96.99486331219397,419.96237
,,,,,,255631,,,
1274.049404181818,1098.5393142528962,218.63636363636363,469.5537192116655,7,1260.9,256001,120.1611,98.24998815711166,424.249
,,,,,,256366,,,
,,,,,,256886,,,
868.8613976363636,1223.1743930290331,150.63636363636363,421.95158961940484,4,1237.3,257001,131.11134,122.96802845468532,395.472
,,,,,,257666,,,
1276.1963673636362,531.533470238522,217.27272727272728,411.11011171952157,7,1259.8,258001,124.388054,98.52896083443024,378.14737
,,,,,,258694,,,
1942.6339050909091,811.7239072103217,325.45454545454544,531.6004752256717,10,1292.2,259001,78.44599,49.0776216980634,451.94266
,,,,,,259404,,,
1733.0633462727274,1309.9037159938323,291.72727272727275,537.4311307313163,10,1324.8,260001,100.973755,87.41877180985853,482.34738
,,,,,,260473,,,
2294.964517545455,1386.4097644042308,402.27272727272725,529.5234791499772,13,1449.8,261001,87.40837,67.46345732152245,462.4742
,,,,,,261892,,,
1962.1823094545457,2308.5445011011498,340.27272727272725,505.6332068212771,11,1524.8,262001,104.69236,92.11365135670363,457.99265
,,,,,,262423,,,
3145.1556544545456,2011.789598383994,539.7272727272727,548.7601021097108,18,1726.8,263001,69.88909,45.47360183259467,491.23126
,,,,,,263066,,,
1523.5952347272726,936.8579157608283,257.3636363636364,448.19043943947105,8,1772.0,264001,118.27725,96.71278023238443,413.50937
,,,,,,264514,,,
2717.7022722727274,1737.6251764059575,458.8181818181818,501.0266217023161,15,1923.3,265001,93.672005,71.77957291950685,467.8747
,,,,,,265473,,,
1689.540142636364,889.0233893016597,286.0,509.934846872091,9,2020.0,266001,102.1415,66.18338361486444,439.0959
,,,,,,266640,,,
3018.722147,1201.5004617811344,507.8181818181818,560.3889002671734,17,2202.6,267001,81.44453,37.11484598679868,489.2222
1728.1912145454546,2620.3234296727355,302.90909090909093,516.746841344384,10,2200.4,268001,106.655464,96.03000478810377,472.62057
,,,,,,268375,,,
1821.8287543636363,1179.7207320688863,304.27272727272725,503.2711361600825,10,2208.7,269001,100.754196,65.49547693857905,435.41638
,,,,,,269194,,,
,,,,,,269855,,,
2420.254802454545,2528.143943221664,411.0,530.8724596765016,13,2216.8,270001,101.64817,73.25297916237349,487.02414
2150.853006090909,2296.225711426768,367.0,518.3023190308826,11,2233.2,271001,100.93252,77.19219119392868,468.41833
,,,,,,271297,,,
1844.6614838181815,3136.5064582379227,321.6363636363636,515.7969376415771,10,2108.6,272001,95.73545,74.90504852339954,456.3651
,,,,,,272362,,,
1385.2909097272727,2778.537846338348,235.8181818181818,496.7447593323798,7,2064.0,273001,112.17483,93.7499131202042,437.35886
,,,,,,273090,,,
1840.519936,1812.0579005276,309.1818181818182,540.1087936835319,10,2008.2,274001,89.66472,67.7235829904526,470.0787
,,,,,,274091,,,
,,,,,,274858,,,
1395.562216181818,1217.094203986313,232.72727272727272,488.6342928981398,7,1944.7,275001,130.96373,114.21769295856562,460.2306
,,,,,,275927,,,
1322.436776909091,1213.564570375728,213.0909090909091,493.8606134541508,6,1765.2,276001,126.54235,103.73347092200515,453.7035
,,,,,,276923,,,
1383.237173181818,1411.1350532731929,235.9090909090909,490.78759205616404,7,1740.2,277001,137.78943,124.6566886768273,467.0343
,,,,,,277747,,,
2762.3210815454545,2547.09958914816,470.72727272727275,532.4083217382747,15,1811.1,278001,99.03122,74.23001220462643,483.74426
,,,,,,278908,,,
1649.715451181818,488.0983363198666,278.72727272727275,513.1219281124239,9,1760.7,279001,120.14465,103.14649791501232,472.8823
,,,,,,279654,,,
2422.565768818182,668.7236341241925,399.45454545454544,537.3775097032836,12,1786.0,280001,114.32972,73.6149287892154,493.8555
1858.3325654545456,617.59052886027,307.8181818181818,514.3537719350751,9,1794.5,281001,124.810646,99.82730068494108,479.21573
,,,,,,281662,,,
1619.759113181818,1901.8687266053398,275.1818181818182,512.4721457733384,8,1806.5,282001,117.653275,90.61919527016971,459.45438
,,,,,,282427,,,
1588.7578536363633,1070.3816802451045,266.8181818181818,493.4548166871109,8,1789.6,283001,118.497856,78.84498704817067,436.04483
,,,,,,283443,,,
1896.3727398181816,834.2554479775401,309.45454545454544,491.0478370798448,10,1842.5,284001,111.36819,57.43443879035737,425.22208
,,,,,,284978,,,
2337.932435272727,5051.800094276945,389.27272727272725,538.8337174580187,12,1898.7,285001,100.36832,77.45617008145514,488.62454
2066.5061929999997,2660.2142947590064,354.27272727272725,542.1728996181912,11,2004.6,286001,104.87788,87.92323566851803,495.13626
,,,,,,286128,,,
1361.5283451818182,1555.825971219728,252.0,474.2465446757302,8,1907.3,287001,120.107796,105.70806673437392,437.60822
,,,,,,287595,,,
1568.2988247272726,970.5879401285592,258.54545454545456,527.8364229917474,8,1853.5,288001,102.6438,83.95928722150369,471.06424
,,,,,,288956,,,
1172.0256469090912,2820.262214968915,199.36363636363637,448.5879551152724,6,1702.6,289001,136.06097,124.86025265429932,432.70148
,,,,,,289820,,,
1816.793440454545,1924.53674733433,309.0,530.7739071006233,10,1711.7,290001,115.17628,96.51141195766742,482.43045
2178.398622818182,3213.2007372313424,360.90909090909093,506.77324352045014,11,1752.3,291001,121.95092,102.02611204478117,488.8722
,,,,,,291403,,,
1376.606905,1045.365326657641,237.1818181818182,489.0253850661176,7,1761.8,292001,111.47973,80.12205292374051,418.3734
1538.7095803636364,720.867335597124,254.27272727272728,507.8472761563799,8,1716.4,293001,114.68884,99.90121497817391,470.06708
,,,,,,293097,,,
2712.0582134545457,4561.462114353833,451.0,560.3855075353204,14,1770.5,294001,89.36609,65.53343024808147,499.70428
,,,,,,294876,,,
1104.4772198181818,1203.2416831589562,184.45454545454547,432.73190975885154,6,1653.4,295001,121.620094,88.55451979155201,386.79245
2426.4872833636364,2086.1806218367597,410.54545454545456,515.3338463231572,13,1748.7,296001,113.48664,100.38266033755217,497.8997
,,,,,,296271,,,
1002.8892372727271,2107.352049677252,166.45454545454547,421.66037150617836,5,1694.1,297001,147.69464,130.25772840601869,417.7216
,,,,,,297457,,,
2151.4107982727273,1745.04925026799,351.3636363636364,548.4704369879299,11,1818.2,298001,98.69245,64.11015804337727,486.332
,,,,,,298091,,,
991.1834879090908,697.9532204752077,172.0909090909091,414.43686150864636,5,1725.9,299001,149.01898,136.86913353754542,413.95792
,,,,,,299052,,,
2317.6717997272726,1364.4969688536576,384.6363636363636,534.636514892025,12,1782.2,300001,104.1455,82.37289835404358,495.59476
,,,,,,300542,,,
2341.162053090909,3643.2262575674476,385.8181818181818,547.7700082325114,12,1825.5,301001,82.16552,63.562075411133314,491.99524
2052.8391947272726,2029.855346103706,329.6363636363636,552.3834114024086,10,1877.8,302001,78.83533,43.85809935307447,472.6295
,,,,,,302732,,,
2486.25041109091,2731.6130645046937,395.6363636363636,573.468628780877,12,1907.3,303001,92.38963,22.27968836507513,480.85156
,,,,,,303667,,,
2264.048182727273,885.3069038306783,356.72727272727275,569.9500971818727,11,1999.7,304001,79.10379,51.8841437686704,501.98898
3281.2625357272727,1027.530828083179,523.0,551.2720221881693,16,2106.2,305001,89.12955,51.99735521150471,508.73495
,,,,,,305049,,,
4096.887262181818,4918.012710783245,663.8181818181819,563.5032631511586,21,2397.1,306001,86.02434,58.4913565148299,547.0203
,,,,,,306729,,,
1769.566198909091,1869.6747783690355,290.45454545454544,543.0391383743995,9,2405.3,307001,110.05845,66.61194612451074,466.38025
,,,,,,307738,,,
2646.576120545455,2763.611646260641,411.54545454545456,567.8204379520423,13,2545.7,308001,105.47705,54.73523475972736,511.61252
3809.2914664545456,5978.975451818998,611.9090909090909,580.930696299639,19,2710.8,309001,72.44431,30.169718553085122,528.78973
,,,,,,309081,,,
