eval_eplenmean,eval_discount_q,eval_abs_qs_difference,eval_returns,total timesteps,eval_qs_difference,eval_time_elapsed,eval_qs,eval_ep_rewmean,eval mean 100 episode reward
1000.0,424.2018056079907,69.37495,5307.132357943041,86001,4.839785538437437,27,488.72888,5258.850944727274,5030.1
1000.0,407.27218185838046,57.015488,5067.361724592533,87001,24.15069651410415,27,489.5593,5057.285617909092,5054.3
,,,,88000,,,,,
1000.0,396.9585093511316,53.827957,4960.571938744747,88001,30.46245583878201,27,490.95596,4997.924302454545,5059.7
1000.0,408.8441108098339,56.224575,5113.920662063644,89001,27.195531463409978,28,494.1549,5074.349371727273,5082.5
1000.0,426.038846903491,74.56973,5358.377415776213,90001,-0.7189218178106516,28,497.77353,5406.703133454545,5141.9
1000.0,426.2957920384095,71.89014,5369.566431766707,91001,2.668222885305676,28,499.591,5391.261083545455,5184.4
,,,,92000,,,,,
1000.0,423.30890622091005,69.60025,5400.800104998277,92001,5.543324598618111,28,499.61435,5359.78603709091,5211.9
1000.0,417.4353474013847,69.09032,5339.677023278052,93001,6.257826102350396,28,499.63867,5347.06928509091,5238.1
1000.0,418.68601791030414,60.202286,5202.082336246479,94001,21.641758975165974,28,501.0137,5208.218619636364,5235.6
1000.0,417.4116364823811,62.857105,5244.877560996905,95001,17.90036879313998,28,502.14835,5255.717041818181,5234.0
,,,,96000,,,,,
1000.0,435.6696603985724,80.777336,5542.089329315491,96001,-8.27883045143379,28,501.12097,5525.311262454546,5277.7
1000.0,430.33944551897366,67.09118,5317.022300512166,97001,9.527016082608698,28,499.00662,5320.832307545455,5314.6
1000.0,416.7163656077815,59.964664,5189.737473099569,98001,23.865382739856138,28,504.25674,5216.462984909092,5333.2
1000.0,424.22031399783623,59.68684,5250.915897328056,99001,24.095451042161415,28,506.53357,5244.359016272726,5320.6
,,,,100000,,,,,
1000.0,430.6828864714748,70.10379,5433.235380205275,100001,6.8888700922787764,28,504.05692,5398.056370727272,5319.8
1000.0,418.91892263343215,65.11706,5213.288093523787,101001,15.465317400830573,28,502.28586,5282.935279545455,5313.4
1000.0,421.0313368371788,71.088005,5432.9633025818275,102001,6.0213566223211865,28,507.26758,5429.283266272728,5319.3
1000.0,423.47509415754104,62.754063,5292.334452331551,103001,19.627908012984445,27,503.1028,5253.989428,5322.8
,,,,104000,,,,,
1000.0,417.308161418523,57.6344,5239.137099500514,104001,28.754838126462293,27,509.2913,5218.499268454545,5320.3
1000.0,436.95404387612194,70.006454,5467.035882084701,105001,5.888763113445438,27,506.78073,5441.50399009091,5315.2
1000.0,430.8930151182622,75.893936,5524.898179372879,106001,-0.9845456238999553,27,511.10672,5547.496491272727,5335.3
1000.0,435.9624037032473,68.391815,5449.272024157785,107001,12.096677109178524,28,511.92346,5429.8710438181815,5356.7
,,,,108000,,,,,
1000.0,409.70257124474847,56.82007,5180.181392376401,108001,34.71509643549171,28,510.4032,5162.486896454546,5351.5
1000.0,435.15052352983315,68.36673,5458.451380788076,109001,10.701612189279615,28,512.28424,5446.624665454546,5357.4
1000.0,439.2698037884463,75.48941,5529.640535365083,110001,1.8652761955429986,28,512.41754,5540.400036181818,5380.6
1000.0,426.6951963281466,64.13145,5311.38500587368,111001,16.981538549923368,28,510.92197,5361.832025,5379.9
,,,,112000,,,,,
1000.0,431.0113047903293,69.12429,5425.266609817612,112001,11.292867173645577,27,511.29642,5426.7366369090905,5395.4
1000.0,448.5012352064016,78.04163,5561.405330229097,113001,-3.8601785866805263,27,513.13605,5613.978260545454,5435.5
1000.0,453.6568917368805,81.765526,5686.434427186838,114001,-7.643503818716681,27,516.5181,5690.736635454546,5466.9
1000.0,448.9972936080738,78.28125,5498.843558897197,115001,-0.19104936902110384,28,513.48285,5581.245889363637,5473.5
,,,,116000,,,,,
1000.0,447.15352265984495,70.957855,5501.807303400805,116001,7.321546102778277,28,513.4974,5504.440170181818,5479.8
1000.0,445.1238975961632,73.628265,5600.721255395085,117001,4.90601574223555,28,518.59985,5577.610925363636,5519.2
1000.0,454.96383676137543,83.983345,5765.562369599178,118001,-10.626733005522055,28,519.23364,5749.017676818182,5556.5
1000.0,447.32564576846477,79.480255,5687.834755504763,119001,-4.4110947594459935,28,518.6148,5673.111186272727,5573.8
,,,,120000,,,,,
1000.0,444.4489735440971,72.71583,5582.562034090749,120001,5.399183001530818,28,518.49194,5570.931920909091,5593.8
1000.0,448.1584893964209,77.32142,5638.916657819301,121001,2.6359790768457287,28,519.8793,5616.109893727273,5615.0
1000.0,448.7262831275703,74.377815,5695.840519038565,122001,5.8937375336586335,28,524.44257,5629.727193090908,5620.1
1000.0,449.5960219439776,79.27852,5632.105646840098,123001,-2.414630354524444,27,522.74225,5696.669016909091,5622.6
,,,,124000,,,,,
1000.0,425.16990781589357,60.930347,5393.418200397514,124001,28.611755136374004,28,524.14655,5376.26638890909,5601.2
1000.0,427.1687256621953,65.323814,5457.15880159932,125001,22.408489985374374,28,519.293,5391.742880454545,5586.6
1000.0,430.4759001847971,64.814545,5457.8664963880965,126001,22.757691987689658,28,522.42523,5422.845930181818,5571.1
1000.0,448.74274271431966,73.76682,5614.859943633291,127001,7.5434769811130415,28,528.09155,5649.736461272728,5562.2
,,,,128000,,,,,
1000.0,429.321538509454,67.51804,5479.207267184573,128001,17.510150804397995,28,525.0636,5500.562745909091,5543.1
1000.0,442.3508520937325,74.193535,5569.976622919398,129001,7.002275167491451,28,527.16315,5639.535784181819,5547.3
1000.0,442.02973002201355,77.31685,5736.326657688638,130001,2.2694360405544414,27,527.0223,5685.1372402727275,5554.6
1000.0,446.3603435582382,74.28064,5627.787277707135,131001,6.021968171306009,27,526.795,5649.6269985454555,5558.7
,,,,132000,,,,,
1000.0,451.4299779717226,76.009735,5709.334219011835,132001,4.575174190878008,27,527.69037,5678.067067727273,5556.6
1000.0,450.2283431542742,74.57045,5686.842147404256,133001,6.566277493774857,27,526.2569,5642.632642818183,5579.4
1000.0,442.7310594870509,68.38442,5624.584340034519,134001,17.951243667402654,26,529.184,5550.632077090909,5598.6
1000.0,449.48621703632614,74.13189,5652.50352060713,135001,8.894906889234768,26,531.74475,5673.489573727273,5625.7
,,,,136000,,,,,
1000.0,450.0496048252711,73.08533,5683.004786943703,136001,7.3394076858824375,26,528.5407,5657.56197,5630.5
1000.0,448.50505592088774,68.08545,5609.98552976963,137001,17.204667057020558,27,531.7587,5589.560337727272,5637.9
1000.0,458.3359202779729,79.09734,5733.729626403495,138001,-0.8078686325483101,27,530.07697,5762.600678545454,5652.7
1000.0,456.10154234335374,81.768486,5791.743335713912,139001,-4.7551362843453155,27,530.62305,5805.322413909091,5668.0
,,,,140000,,,,,
1000.0,443.32915169799634,74.15491,5616.864631257176,140001,6.024879312330055,27,528.45715,5663.218766636363,5670.0
1000.0,447.2135103478691,72.74669,5688.285006678712,141001,9.744128450019927,27,533.32477,5678.547882454545,5670.4
1000.0,464.5743458831297,84.46826,5854.585914810911,142001,-7.394930161109683,27,531.8262,5852.139456272727,5690.6
1000.0,451.6726360634355,71.36414,5651.34955059382,143001,10.359193789067263,27,530.8775,5652.339329181818,5701.7
,,,,144000,,,,,
1000.0,441.8823916510566,66.06648,5597.166274776613,144001,22.370392878937363,27,536.51434,5578.903737454544,5693.8
1000.0,453.11497129272504,77.87637,5727.01136666004,145001,2.9236527407330186,27,533.0107,5749.454161181818,5702.5
1000.0,451.9983676050693,73.97202,5754.71073902704,146001,7.990525809703782,27,536.05975,5728.171048272728,5716.4
1000.0,447.6993424239974,68.03421,5639.8230910427155,147001,18.117904830348266,27,537.1557,5633.600584909091,5706.3
,,,,148000,,,,,
1000.0,460.98974971394836,75.29542,5789.676143705113,148001,6.104137728325864,27,536.92096,5764.548291727273,5701.0
1000.0,457.6664458539421,72.77393,5736.620560512842,149001,10.890239711509066,27,539.65656,5740.75326909091,5707.5
1000.0,464.62396934402864,79.77132,5867.976961072075,150001,0.508622758222073,27,537.9029,5833.920099636364,5723.7
1000.0,467.1570372462966,79.83578,5847.088101860334,151001,-0.506041191812983,27,536.8186,5835.731747545455,5724.8
,,,,152000,,,,,
1000.0,442.51991913171236,73.94256,5763.812535276898,152001,9.15023523023496,27,538.67883,5733.380586727272,5731.4
1000.0,453.1449106310578,75.571175,5831.371262431634,153001,7.560108358494341,27,538.8829,5761.841168727274,5749.1
1000.0,455.5800163640359,81.92539,5867.3428686679845,154001,-2.742317039799208,26,539.3696,5872.143120909091,5765.4
1000.0,456.85870619295,79.93087,5821.672853428177,155001,1.2414631395966416,26,539.6892,5836.767189090909,5777.6
,,,,156000,,,,,
1000.0,462.1945312169403,85.38541,5919.734590117933,156001,-7.610269065202363,26,541.56146,5949.289068272727,5809.4
1000.0,450.45141643220336,81.644356,5803.252440830051,157001,-1.6716771217197055,26,538.95764,5852.239479181819,5823.6
1000.0,457.40127211062503,75.42194,5847.210812243918,158001,7.694515735520761,26,542.3308,5799.1899300000005,5828.4
1000.0,457.8528303111223,75.22047,5781.359240597936,159001,9.208878402342355,26,543.1345,5792.530621909091,5826.7
,,,,160000,,,,,
1000.0,462.96640044684904,84.02328,5890.205838530031,160001,-5.335013705474818,27,542.2195,5933.881697727274,5836.1
1000.0,462.1390780979567,80.2909,5927.071420951237,161001,0.6275024294867328,26,543.4471,5885.713155363636,5851.0
1000.0,437.66327321198236,63.47048,5628.018598536439,162001,26.928642780599045,27,544.6478,5610.478706181819,5838.0
1000.0,460.0685837108844,81.38067,5861.809001713582,163001,-2.269085732997713,27,545.1729,5929.887714818183,5844.0
,,,,164000,,,,,
1000.0,455.26622114215263,74.981125,5866.373430615707,164001,9.027620093966696,27,546.4204,5824.641404,5841.0
1000.0,463.47699460862583,79.78807,5871.069473627518,165001,2.0629349106589787,27,546.4083,5902.296515909091,5838.2
1000.0,465.52738337241044,82.021576,6025.94834388726,166001,-1.2600850696417802,27,546.80853,5941.558287363637,5844.8
1000.0,457.7546979155075,72.13013,5777.9219910157335,167001,14.098684911860015,26,548.5291,5797.481772545455,5846.8
,,,,168000,,,,,
1000.0,464.60938332404817,79.25331,5912.987075500732,168001,3.141783526323841,26,549.70624,5925.608054,5859.1
1000.0,471.93989653764874,81.86399,5972.690733898282,169001,-0.8838496902782047,26,551.15765,5987.635477,5868.2
1000.0,456.5435534972725,69.025505,5840.69665833457,170001,20.040379827648692,26,552.60645,5777.638550818182,5856.3
1000.0,465.1164146735307,75.28083,5890.371223926165,171001,9.805333306196799,26,552.25104,5884.922348909091,5880.3
,,,,172000,,,,,
1000.0,463.7406877631691,75.885254,5906.854640005973,172001,8.440682776682769,26,553.20917,5906.787906,5883.1
1000.0,473.3200075290333,83.67882,6152.375997009883,173001,-3.8864329365566266,26,555.5143,6062.593681636363,5906.0
1000.0,465.71388155459135,72.885445,5854.124550920297,174001,14.373522190566218,27,553.85693,5855.890690363637,5905.1
1000.0,461.10803732536084,70.411934,5821.982397282937,175001,16.568168448026487,27,553.9056,5829.871058727273,5893.9
,,,,176000,,,,,
1000.0,464.7536792052271,74.0266,5909.024672365726,176001,12.12758336075376,27,555.45264,5893.356287636364,5900.0
1000.0,460.92165801616414,75.217476,5941.942727995706,177001,12.622538120288482,27,557.6963,5907.049562454546,5900.8
1000.0,458.4364350420893,68.53222,5778.333371000227,178001,21.45237766105815,27,555.13306,5790.658527545455,5882.2
1000.0,467.97628051115476,77.09622,5943.456411154625,179001,9.7383146279411,27,558.6959,5952.872433454545,5895.8
,,,,180000,,,,,
1000.0,463.61205545195304,78.67913,5999.284277491991,180001,5.968615497914026,27,560.80566,6007.346531454546,5910.4
1000.0,465.4397510165793,75.89975,6078.963589221602,181001,9.650737088932352,27,558.89526,5953.231063181818,5915.2
1000.0,467.63701691984966,72.91108,5930.44988948066,182001,15.894571448835636,27,560.36664,5907.6809811818175,5902.4
1000.0,462.77528946125716,80.234856,6183.311546531745,183001,2.791217887086542,27,563.875,6068.985524272727,5918.9
,,,,184000,,,,,
1000.0,465.9008897400621,80.443726,6092.0178460805455,184001,4.639805343624775,26,564.06323,6055.475929545454,5944.1
1000.0,463.51056627620403,79.35676,6034.175637472039,185001,6.9847396833492175,26,560.83405,5997.367796454544,5959.1
1000.0,456.29749697765294,76.633354,5941.2091829041865,186001,10.757255843837449,26,560.1208,5945.369516363636,5963.9
1000.0,455.5760765531852,97.935394,5861.196457381463,187001,35.9986012517018,27,552.5282,5616.316230181817,5942.8
,,,,188000,,,,,
1000.0,464.55192104619033,84.80535,6001.208872581982,188001,-2.6495350054377695,27,563.519,6121.591349363636,5962.6
1000.0,462.0408344298076,96.27637,6159.836800253037,189001,17.270102120808705,27,558.7971,5872.690624,5947.3
1000.0,460.83550882199137,75.608894,5966.632797601018,190001,14.201407301221128,27,565.42053,5968.418957909092,5951.3
1000.0,455.1444562755947,77.09442,5821.821394165308,191001,10.386025546133943,26,564.7211,5993.944614636363,5960.8
,,,,192000,,,,,
1000.0,475.85893092664594,77.762825,6150.034896609852,192001,7.500451969915482,27,567.9275,6075.370890818182,5962.3
1000.0,470.51547499932934,80.66918,6110.063321052769,193001,5.087108877893053,27,569.22894,6107.228715636363,5966.7
1000.0,468.6393740922665,104.2353,6136.632344954697,194001,44.01630836587427,27,556.0026,5583.816225090909,5920.1
1000.0,460.9975959258016,83.98726,6020.366377564426,195001,27.282442756724244,27,562.9162,5812.724957818181,5906.0
,,,,196000,,,,,
1000.0,478.04663609503024,82.74662,6094.673307538365,196001,1.8004786917888913,27,569.9113,6154.375096818182,5962.3
1000.0,464.2390914616497,75.840416,6034.060110553914,197001,14.328026198885379,27,571.4867,6031.182993454547,5956.0
1000.0,475.3502248154722,79.87481,6140.397118310509,198001,7.863864448633101,26,570.617,6098.128288363637,5957.7
1000.0,486.8226376671564,85.99593,6249.866888235398,199001,-2.853964038851142,26,571.67816,6227.275723363637,6005.9
,,,,200000,,,,,
1000.0,475.7634007256204,81.34567,6116.9135172060005,200001,5.212821657923211,26,571.9378,6138.255601727272,6022.6
1000.0,475.7521753810599,85.65911,6239.634718259507,201001,-1.1075552907682735,26,570.51215,6187.1914444545455,6036.5
1000.0,480.4388241979393,83.82457,6221.190998003325,202001,2.111073934999426,26,575.28357,6207.359112636364,6048.4
1000.0,483.99450442722974,83.71569,6274.552352283634,203001,2.286913449833688,26,578.0648,6236.933673727273,6088.8
,,,,204000,,,,,
1000.0,482.39802734061306,85.37417,6320.674602527085,204001,1.7341948588202327,27,579.7896,6258.127939272727,6165.6
1000.0,487.6144104858961,88.743965,6228.8811457696775,205001,-2.4911184154174904,27,579.68353,6304.484389272728,6186.2
1000.0,466.52809440627044,77.43412,6157.850410483552,206001,12.752860635114281,27,581.2357,6146.691273818182,6197.2
1000.0,472.0966516236791,78.795555,6143.530300638655,207001,11.610389957750188,27,581.6891,6168.162432909091,6207.2
,,,,208000,,,,,
1000.0,465.2402476169436,71.849846,6065.669555671227,208001,23.038781508917644,27,584.8355,6078.555077,6194.4
1000.0,476.3824225925937,80.59564,6227.554094274767,209001,9.847230759986774,27,584.58124,6218.958835,6199.7
1000.0,466.4324160738208,78.72984,6180.000505566308,210001,12.473719105242852,27,585.5856,6192.886558363637,6201.5
