#{"t_start": 1641810184.0667663, "env_id": "Hopper-v2"}
r,l,t
15.701719,44,16.300696
29.436028,32,16.375062
11.323798,14,16.413745
11.545756,14,16.744837
49.111293,49,16.849595
11.681704,15,16.890129
32.47872,39,16.989286
18.026595,32,17.060845
11.072852,17,17.101556
9.4705,13,17.131442
12.942267,16,17.165244
14.509426,16,17.233742
26.480438,44,17.323889
4.704692,8,17.349196
11.287063,22,17.393843
8.704629,23,17.443509
27.914023,37,17.564538
16.263932,22,17.616245
11.43143,17,17.654467
11.067954,18,17.693053
6.684363,32,17.81678
21.646826,24,17.875381
8.306485,14,17.908703
16.786535,19,17.948614
25.14829,38,18.091769
48.020284,34,18.165432
12.4292,15,18.202144
19.661165,19,18.244241
16.589394,16,18.353665
20.235335,22,18.401396
18.254768,22,18.448977
31.554874,29,18.511507
15.063293,18,18.552793
7.000759,10,18.663805
25.823163,26,18.716219
10.384628,16,18.753774
8.296339,12,18.782195
33.051652,32,18.846494
23.225386,20,18.991002
13.147241,14,19.024162
18.641467,21,19.06842
10.062254,17,19.106683
8.407298,14,19.137948
10.505201,12,19.1667
7.069331,19,20.206884
13.167876,16,20.24186
13.460994,16,20.277079
8.6088,12,20.303962
10.375389,40,20.385229
21.334215,39,20.593494
18.652012,18,20.636464
12.055472,17,20.675643
31.11289,38,20.889218
12.812767,21,20.938628
10.980015,24,20.991499
14.25443,16,21.027837
25.04764,27,21.084351
8.727358,12,21.258584
20.824949,40,21.338313
14.603742,17,21.382887
32.050765,36,21.456221
6.976664,11,21.641521
9.325599,11,21.665722
16.050697,25,21.716743
15.506546,19,21.760159
13.482315,18,21.799988
40.005084,40,22.046715
17.016406,21,22.097268
15.123674,16,22.135636
8.314799,16,22.174147
20.515409,19,22.214695
8.058582,16,22.428544
10.82623,13,22.458058
39.140682,45,22.549075
14.593776,21,22.599196
13.222037,17,22.824721
5.259771,14,22.856248
27.593801,36,22.929716
10.539215,17,22.970685
11.748152,26,23.024889
14.148818,15,23.260144
6.608675,10,23.283689
6.695597,28,23.341756
19.506008,26,23.39836
10.599693,17,23.437247
10.430474,13,23.684094
10.589876,22,23.731802
60.765805,55,23.842284
12.655643,13,23.880112
18.877145,24,25.010227
6.946226,13,25.045205
67.045643,58,25.161193
11.668347,19,25.439883
9.750237,16,25.475176
11.150328,19,25.516205
14.011088,23,25.566877
12.016979,16,25.603077
16.183208,20,25.886675
5.703022,8,25.907102
10.258053,23,25.955921
14.825982,18,25.996368
11.121671,15,26.030203
