eval_discount_q,eval_qs_difference,eval_eplenmean,eval_returns,eval mean 100 episode reward,eval_ep_rewmean,eval_qs,total timesteps,eval_abs_qs_difference,eval_time_elapsed
371.9723130526939,48.58628667030873,135.45454545454547,505.74281694028804,663.5,689.2389603636364,277.47073,117001,68.730774,4
,,,,,,,117321,,
444.0360575807725,15.561730149189657,221.0,1790.7808294369886,690.8,1148.3048348181817,320.0164,118001,58.21814,7
,,,,,,,118012,,
,,,,,,,118772,,
407.18232715902565,30.538606780863358,165.1818181818182,832.551217447952,743.7,857.9199951818181,295.72433,119001,53.146534,5
,,,,,,,119307,,
,,,,,,,119895,,
379.0450360697724,60.87535462706573,139.63636363636363,520.7605645924841,765.8,718.8810992727274,297.59518,120001,71.10412,4
,,,,,,,120503,,
411.1630905618884,49.06923890514424,180.0909090909091,464.9679146373955,806.0,924.9389683636364,319.9738,121001,72.38806,5
,,,,,,,121137,,
,,,,,,,121624,,
391.6468945841225,35.51536943057657,139.45454545454547,783.4760485167058,802.2,739.9632494545455,284.1094,122001,56.271732,4
,,,,,,,122144,,
,,,,,,,122667,,
397.0165392436049,20.473386829884028,159.54545454545453,965.5903387903851,836.2,836.605660090909,277.21945,123001,56.075195,5
,,,,,,,123240,,
,,,,,,,123898,,
386.267665443069,42.538054124028115,142.36363636363637,532.9960855023363,844.7,752.4633297272726,291.29376,124001,66.96569,4
,,,,,,,124310,,
,,,,,,,124869,,
363.0665566737297,48.24634281734489,150.0,644.4809884777752,832.4,751.5473844545453,273.97916,125001,82.36853,4
,,,,,,,125701,,
389.3501418182881,50.08352177982806,143.36363636363637,868.3417609094978,823.8,744.5833088181818,294.59976,126001,62.216526,4
,,,,,,,126186,,
,,,,,,,126720,,
399.66096302729534,59.44655922760754,162.72727272727272,516.7381055072516,805.8,832.8588432727273,315.4628,127001,69.259964,5
,,,,,,,127286,,
,,,,,,,127837,,
387.05721063303076,59.70200139811587,138.72727272727272,1139.3155985078392,777.4,728.2673465454546,302.83008,128001,65.251236,4
,,,,,,,128437,,
374.6552825540459,66.56805000068404,148.45454545454547,651.621819893913,781.9,739.1236372727273,298.0433,129001,74.69634,4
,,,,,,,129204,,
,,,,,,,129679,,
350.68953333294735,61.977671381507385,117.9090909090909,523.7877996600669,750.3,613.9374270909092,276.39285,130001,74.839165,3
,,,,,,,130447,,
422.69353791818463,18.489538367035006,185.9090909090909,1062.9000183602732,770.8,959.0300377272728,299.67828,131001,63.5718,6
,,,,,,,131171,,
,,,,,,,131851,,
384.32743487549754,58.88018931518914,150.27272727272728,608.2507554275287,767.5,756.4532944545455,298.20892,132001,76.32239,5
,,,,,,,132547,,
417.7092831567186,53.127546320991435,192.63636363636363,1065.554379548926,781.9,969.788667090909,326.97482,133001,67.52007,6
,,,,,,,133194,,
,,,,,,,133911,,
372.6291705985843,79.01741585703732,134.63636363636363,466.221164828806,781.0,703.5957983636364,316.8264,134001,86.06219,4
,,,,,,,134645,,
382.6678250700843,58.38384687719624,143.0,464.5392607871176,786.0,742.8307505454545,298.06494,135001,68.89501,4
,,,,,,,135456,,
,,,,,,,135871,,
409.3846968901226,76.0525812765833,166.54545454545453,974.8649505527842,782.4,840.3768968181819,332.27255,136001,83.70602,5
,,,,,,,136556,,
402.1627042201463,57.83015021379215,157.72727272727272,826.6239204177542,794.5,812.2520244545456,315.06006,137001,68.07742,5
,,,,,,,137257,,
,,,,,,,137903,,
400.2764388399013,51.462252005727876,159.8181818181818,770.9631221103998,800.6,834.4650380909089,312.774,138001,64.641914,5
,,,,,,,138419,,
,,,,,,,138954,,
419.7805477129152,64.8307289431991,196.0,733.6331421248386,840.0,995.0954204545455,341.44772,139001,76.07275,6
,,,,,,,139392,,
416.6633507742057,59.268623989938185,185.72727272727272,745.7716394492727,851.4,972.5314204545456,336.97498,140001,77.810036,6
,,,,,,,140261,,
,,,,,,,140876,,
378.1855954531306,77.76958206451908,142.45454545454547,599.913223460485,848.0,731.2571780000002,315.60208,141001,86.66674,4
,,,,,,,141533,,
,,,,,,,141971,,
423.5101574866163,57.05520824318207,175.45454545454547,642.9503202519677,848.4,931.2966210909091,335.3892,142001,76.51979,5
,,,,,,,142530,,
400.5932763492407,71.71080649464467,161.9090909090909,925.1449258064713,849.7,834.704287,323.70535,143001,81.42071,5
,,,,,,,143050,,
,,,,,,,143734,,
386.61204629616117,64.08917768977477,140.72727272727272,518.4868888098309,860.9,753.5311699090909,311.99127,144001,75.16873,4
,,,,,,,144347,,
,,,,,,,144992,,
412.1660660686901,48.19865625374601,168.8181818181818,793.4789246637342,862.0,874.8328177272725,313.24203,145001,65.21404,5
,,,,,,,145627,,
372.6294819250428,91.89445523220333,144.8181818181818,808.4525102406268,853.1,768.1440706363636,331.7635,146001,107.008545,4
,,,,,,,146339,,
386.73324270368613,94.74390813907257,149.8181818181818,649.6622130429282,848.0,757.9522382727274,334.49094,147001,100.321175,4
,,,,,,,147021,,
,,,,,,,147517,,
358.09821048004903,125.02316207339571,137.63636363636363,415.632207322006,814.6,690.6501143636362,343.98486,148001,132.28976,4
,,,,,,,148231,,
,,,,,,,148867,,
409.18510982856657,67.63250374988269,180.72727272727272,1030.6338913529014,803.5,917.0687872727274,330.59705,149001,83.45161,5
,,,,,,,149293,,
,,,,,,,149916,,
433.40462716798044,76.24006638800425,194.54545454545453,1229.672740755908,826.9,999.893700909091,361.24216,150001,84.58979,6
,,,,,,,150651,,
446.8716893115852,46.66991235617872,227.63636363636363,1308.3622002932414,858.2,1168.787457,345.70923,151001,61.53734,7
,,,,,,,151085,,
,,,,,,,151618,,
376.17410242314986,85.82477095451333,144.36363636363637,527.9473801972792,851.6,717.579147,317.30594,152001,94.97663,4
,,,,,,,152599,,
440.39942804062264,53.241927503881996,227.8181818181818,850.1269665427336,892.3,1140.2402491818184,344.54056,153001,71.245384,7
,,,,,,,153033,,
,,,,,,,153819,,
431.2573390906944,56.15266997543344,221.0909090909091,599.4748717031479,920.7,1113.3929218181818,341.96075,154001,73.903435,7
,,,,,,,154508,,
410.39706186917704,72.35813097799632,165.1818181818182,729.095260639142,937.1,860.3562738181819,334.84042,155001,81.34173,5
,,,,,,,155200,,
431.60551792892426,49.45923073477167,206.9090909090909,1279.5171417651284,955.2,1033.931010818182,332.69138,156001,69.65949,6
,,,,,,,156079,,
350.05016465806784,83.07145235268797,126.27272727272727,392.76960992258836,946.6,615.858932,290.61206,157001,93.90059,4
,,,,,,,157625,,
393.3314980724424,88.00603358430273,189.54545454545453,551.9049563610481,959.8,955.4916022727274,341.34656,158001,95.06723,6
,,,,,,,158239,,
,,,,,,,158940,,
415.8194136750601,70.38710279866628,178.72727272727272,790.9048723690065,949.3,913.8603238181818,341.73898,159001,82.29029,5
,,,,,,,159609,,
353.9207372457114,83.9055475703665,163.1818181818182,856.855514440145,913.4,823.5115723636364,309.96017,160001,98.923,5
,,,,,,,160125,,
,,,,,,,160735,,
447.49625278835464,52.9843178486223,252.27272727272728,1243.1708702888238,963.3,1286.774601909091,363.27072,161001,70.55307,8
,,,,,,,161536,,
389.68163936151217,52.789392061785,177.0909090909091,657.021188312816,944.2,898.7373897272729,304.00403,162001,78.48377,5
,,,,,,,162185,,
399.7111266070271,68.95395049973268,175.0909090909091,1515.509752154777,915.7,882.3002114545455,318.89993,163001,82.94862,5
,,,,,,,163409,,
,,,,,,,163819,,
375.5682871698375,73.25372847569918,141.27272727272728,472.47332639722254,900.5,703.2305968181819,302.18002,164001,82.55224,4
,,,,,,,164517,,
372.1186996982804,75.8345822444206,165.8181818181818,449.53219364869216,883.7,790.3556265454546,305.7113,165001,95.280685,5
,,,,,,,165353,,
,,,,,,,165922,,
361.1295698482094,65.31841561414046,130.9090909090909,502.38806838019997,877.1,670.6347660909091,287.6812,166001,82.827934,4
,,,,,,,166390,,
417.09880349564907,58.58109575536471,167.0909090909091,695.9442775541585,868.0,876.6952107272729,327.3702,167001,72.539925,5
,,,,,,,167113,,
,,,,,,,167887,,
435.42487056027,75.82462808080817,204.72727272727272,623.2220915020673,886.6,1046.8613511818182,359.98596,168001,83.40606,6
,,,,,,,168673,,
443.92509080878085,58.247180066346075,237.1818181818182,882.8186957090356,921.7,1189.8136249090908,354.01355,169001,66.967316,7
,,,,,,,169449,,
399.51357456309995,70.07292640584022,166.72727272727272,809.918842680733,890.5,852.6209862727272,324.67715,170001,82.32628,5
,,,,,,,170155,,
,,,,,,,170875,,
336.54387533789594,86.67043766917959,136.0909090909091,597.1248789650374,848.1,648.7096615454545,285.17685,171001,93.91126,4
,,,,,,,171812,,
436.6307695501346,39.68266689434004,222.54545454545453,846.2693227782173,891.1,1163.2562717272726,339.80652,172001,61.55836,7
,,,,,,,172615,,
423.19879113723493,43.67866993637467,193.54545454545453,1108.9136171310868,910.5,1019.0445961818183,326.69223,173001,66.65335,6
,,,,,,,173212,,
,,,,,,,173836,,
431.66954299904705,43.74060146460709,230.63636363636363,879.321418678712,947.8,1148.7862810000001,333.93173,174001,68.09077,7
,,,,,,,174537,,
402.77614156913046,59.78441798572226,159.8181818181818,666.0101219300298,970.8,845.9515047272727,320.2226,175001,72.82903,5
,,,,,,,175156,,
,,,,,,,175746,,
375.65909542373976,62.45603081998897,135.27272727272728,469.3869884219997,959.9,718.1866088181819,297.32938,176001,89.84379,4
,,,,,,,176413,,
430.59893620320565,65.1801690885605,199.63636363636363,836.3151003833034,951.1,1014.8446499999999,344.54587,177001,78.90839,6
,,,,,,,177472,,
419.14783079982845,63.944557236622174,184.27272727272728,931.5138772389338,929.3,945.340551,335.6543,178001,75.29517,6
,,,,,,,178182,,
,,,,,,,178880,,
370.2659637914231,72.60120738597487,156.0909090909091,952.5206335527658,918.8,785.3734103636363,302.4609,179001,90.55917,5
,,,,,,,179832,,
395.127195483725,73.30152421853006,158.72727272727272,1781.36444495743,924.6,832.5512412727272,326.71533,180001,84.93496,5
,,,,,,,180371,,
348.33447442340645,65.12921156963449,118.81818181818181,433.9262941254255,893.4,610.8837099090908,277.15475,181001,81.13552,3
,,,,,,,181046,,
,,,,,,,181507,,
415.5703707329912,63.50772175919908,180.8181818181818,1701.5599114799174,871.9,922.4628342727273,330.05307,182001,77.495926,5
,,,,,,,182308,,
,,,,,,,182926,,
429.1797279428745,50.80200637906246,221.8181818181818,544.3433221021729,871.5,1176.3480445454547,345.17825,183001,72.733894,7
413.894579307976,49.45811371967596,174.63636363636363,1033.6963825479374,881.1,915.0803325454546,315.04922,184001,72.77973,5
,,,,,,,184096,,
,,,,,,,184667,,
348.87956640425955,103.72960696894015,165.1818181818182,640.4422289061034,897.9,862.0288345454547,329.5779,185001,125.01646,5
,,,,,,,185178,,
,,,,,,,185808,,
404.2704599777986,45.72460937797584,179.54545454545453,884.7144807171228,888.0,939.5519193636362,312.31396,186001,79.341736,5
,,,,,,,186762,,
401.42036916139364,45.4776338029473,150.45454545454547,603.661444503405,877.8,800.8813788181818,299.1558,187001,63.49658,4
,,,,,,,187866,,
443.282342759472,70.64261728378224,265.8181818181818,1459.8451573673392,927.5,1385.8369278181817,374.02557,188001,84.26398,8
,,,,,,,188588,,
447.6075218866524,60.313325063061946,256.27272727272725,748.6674553854317,1002.7,1324.6576335454545,369.5213,189001,73.38622,8
,,,,,,,189306,,
478.45262632960527,48.810780782067155,332.3636363636364,1226.258126091806,1109.4,1759.3091856363637,399.50253,190001,66.75098,10
,,,,,,,190347,,
369.84385684883614,72.56739854305482,127.72727272727273,577.086168280048,1100.6,670.4256833636364,302.79935,191001,87.375175,4
,,,,,,,191114,,
,,,,,,,191594,,
456.914580162452,49.49158846572538,261.0,892.3557110298503,1109.0,1370.4082583636364,365.52542,192001,74.722336,8
,,,,,,,192347,,
,,,,,,,192851,,
385.34515043770847,84.9762299086862,138.8181818181818,459.907785428086,1094.6,738.8897483636364,329.15823,193001,100.302,4
,,,,,,,193759,,
455.7474327838177,75.64376877017494,205.9090909090909,711.2333551036663,1113.2,1112.7520227272728,382.31046,194001,84.387886,6
,,,,,,,194494,,
467.6405898306585,62.857610723808875,211.54545454545453,1014.1103790965167,1140.0,1141.7862723636363,374.70264,195001,77.27089,6
,,,,,,,195374,,
445.1810730370342,62.08616247092734,189.1818181818182,646.775397998395,1165.7,1031.3528325454545,358.95413,196001,80.32012,6
,,,,,,,196007,,
487.354025871589,40.67081470911251,296.3636363636364,987.7603393431855,1194.8,1556.9417899999999,380.1633,197001,63.024292,9
,,,,,,,197105,,
,,,,,,,197816,,
471.22255388925186,29.463797950982713,237.54545454545453,1327.633067916791,1180.5,1279.9032203636364,353.64297,198001,60.12562,7
,,,,,,,198803,,
471.970753940228,25.27364838158742,277.3636363636364,1644.902472034624,1167.7,1481.788334090909,358.8564,199001,71.45039,9
,,,,,,,199832,,
463.58724166935,45.61118009753829,331.0,2415.423590579019,1243.6,1701.627456,380.38318,200001,66.54636,10
,,,,,,,200398,,
419.60064534049076,63.98085888112917,195.45454545454547,494.10619444457103,1242.7,1045.5107856363636,339.8085,201001,85.2821,6
,,,,,,,201235,,
421.62743457202237,62.18355409036828,174.63636363636363,837.4743476747312,1240.3,899.583611090909,328.27438,202001,83.11375,5
,,,,,,,202167,,
438.9874456517353,77.3016922651536,181.54545454545453,998.7575690653532,1235.4,972.4285316363636,360.15384,203001,90.542656,5
,,,,,,,203147,,
,,,,,,,203831,,
359.69394141480007,87.86732937976193,127.18181818181819,837.2030874565515,1182.8,660.8583909090909,307.35214,204001,94.8394,4
,,,,,,,204359,,
,,,,,,,204754,,
428.62589273387545,92.96722163739302,195.8181818181818,711.5561232965465,1186.5,1062.9944831818184,380.93134,205001,104.59217,6
,,,,,,,205823,,
441.5173967793731,41.81501389986847,240.9090909090909,735.5469972705461,1156.4,1306.9292937272726,347.6903,206001,81.28548,7
,,,,,,,206447,,
387.63949006820366,82.35325836426387,141.63636363636363,486.4801006772802,1105.6,774.2769629090909,328.95837,207001,98.503204,4
,,,,,,,207091,,
,,,,,,,207454,,
444.30211269449245,50.120907726462924,228.45454545454547,1737.9121255611844,1062.3,1191.6109446363635,348.9329,208001,71.30389,7
,,,,,,,208622,,
400.8742959988936,82.15283535357332,156.9090909090909,326.73419449572384,1007.2,835.1339107272728,336.14304,209001,95.37837,5
,,,,,,,209272,,
,,,,,,,209900,,
470.7693662666361,45.87724536101676,253.63636363636363,1842.5443885747698,1002.8,1383.191692272727,375.84924,210001,75.10094,8
,,,,,,,210522,,
457.38165491561307,85.52569748939234,191.27272727272728,1460.1020090305246,1019.5,1052.733293727273,389.14474,211001,94.38206,6
,,,,,,,211529,,
490.9835527815176,51.124404227641804,243.27272727272728,1304.0096212042115,1064.0,1350.9605813636363,394.54648,212001,72.814766,7
,,,,,,,212512,,
453.9920989965744,66.74308122135147,226.63636363636363,967.3594924545846,1126.6,1256.0278067272727,382.0745,213001,93.82779,7
,,,,,,,213257,,
434.4216411666928,56.90656947597356,228.36363636363637,595.6186285529546,1156.3,1253.667571909091,353.70834,214001,87.220634,7
,,,,,,,214156,,
399.8354271565331,75.7488326725842,144.36363636363637,744.7423097194456,1090.0,771.4299133636363,324.2219,215001,88.57307,4
,,,,,,,215095,,
,,,,,,,215714,,
457.91001065510244,49.97421569998539,228.1818181818182,873.2795277798992,1146.9,1250.8134547272728,361.3558,216001,79.57006,7
,,,,,,,216811,,
430.9613845449063,73.77076655049932,181.0909090909091,1123.6415578326516,1131.1,981.1146296363634,356.0718,217001,85.858025,5
,,,,,,,217335,,
,,,,,,,217920,,
425.0292707107021,38.14667059626799,238.1818181818182,823.7377963184313,1169.5,1293.6299594545455,332.59558,218001,74.54261,7
,,,,,,,218538,,
374.6068446470819,84.00069637416185,127.36363636363636,1346.3174137300296,1105.3,717.9968088181818,323.23953,219001,96.34888,4
,,,,,,,219084,,
460.31949335716416,83.0184363065374,206.36363636363637,669.4866220510488,1120.8,1127.7622030909092,392.47156,220001,92.07545,6
,,,,,,,220617,,
497.24477298489234,69.6547927792281,255.0,1148.9170466084825,1122.6,1392.2249249090908,417.6375,221001,79.63317,8
,,,,,,,221291,,
411.88928012291086,83.65897980807533,187.63636363636363,659.1982342489327,1109.3,1034.100717090909,360.1659,222001,102.127785,6
,,,,,,,222258,,
463.8101192661809,59.17425501099861,233.27272727272728,2490.5519661055614,1066.7,1262.3136583636363,376.4502,223001,91.13765,7
,,,,,,,223096,,
,,,,,,,223669,,
452.9609810599186,86.51776255458805,219.1818181818182,966.1899685682173,1127.5,1162.0120193636365,393.77032,224001,93.441536,7
438.20338933102886,79.57861774183483,182.8181818181818,740.2980061134581,1104.2,1004.5161040000002,367.40326,225001,89.319756,6
,,,,,,,225160,,
469.33312257249196,51.525300558988256,280.8181818181818,2521.1152514091987,1145.4,1492.7352878181819,382.0793,226001,89.94461,9
,,,,,,,226211,,
481.5638554127791,90.70539800118719,225.0909090909091,1754.865852893452,1144.6,1264.1779704545454,424.78342,227001,98.39956,7
,,,,,,,227114,,
,,,,,,,227806,,
458.54231764254837,85.92397421952556,238.9090909090909,2139.1027361382994,1208.0,1274.3500344545455,401.58093,228001,101.322136,8
,,,,,,,228610,,
470.6803842005809,77.98599619173397,253.1818181818182,2029.3599023685376,1237.1,1386.6171447272727,410.43448,229001,87.66116,8
,,,,,,,229921,,
465.9896328806102,51.42088541177491,224.27272727272728,721.4006099864465,1239.3,1196.1951400909093,366.7965,230001,82.50767,7
459.31993901478205,46.66027593100269,278.6363636363636,2930.2092654579114,1256.0,1489.7926122727272,362.28845,231001,88.23508,9
,,,,,,,231152,,
,,,,,,,231944,,
459.8452471041776,58.02777572557506,255.36363636363637,806.1463805309767,1317.8,1362.91643,378.95505,232001,82.20276,8
433.79614812765453,49.90011691505963,200.0909090909091,963.775418502986,1271.9,1008.1031606363636,326.7753,233001,75.56189,6
,,,,,,,233002,,
408.18162714617995,64.38872466965921,180.8181818181818,878.7945055806385,1271.6,997.7431385454547,335.88815,234001,88.18212,5
,,,,,,,234007,,
397.70391586659565,96.36920986131364,131.0,590.8776358309312,1212.0,728.4082804545455,349.04037,235001,104.702644,4
,,,,,,,235213,,
483.4239327026863,58.531686630865806,228.54545454545453,1198.1485589948838,1194.7,1260.739041090909,388.90695,236001,74.92252,7
,,,,,,,236329,,
501.9202037113746,62.58390849467103,404.3636363636364,1312.1957947400897,1299.6,2190.775862818182,434.0165,237001,84.19821,13
,,,,,,,237126,,
493.9369796338997,64.59192986039196,287.1818181818182,1384.755773556491,1321.4,1564.7124595454545,408.87512,238001,85.64609,9
,,,,,,,238366,,
477.9773041608441,71.84988426440663,233.8181818181818,1587.3082271324752,1317.3,1321.8075991818182,401.8378,239001,92.46278,7
,,,,,,,239030,,
,,,,,,,239769,,
480.0249291082096,58.54902912789503,238.0909090909091,772.7969728531076,1322.3,1329.9581626363636,390.48886,240001,73.48807,7
,,,,,,,240477,,
493.46297896672564,67.53626304172134,320.0,1878.465288122551,1347.9,1690.075055090909,416.12286,241001,85.91973,10
,,,,,,,241907,,
417.2701533061181,79.63751391403385,156.0909090909091,1942.7324312284738,1313.7,883.3857949090908,352.15054,242001,100.57134,5
,,,,,,,242584,,
463.04501136971555,108.08040842049249,204.0909090909091,1746.4597400658079,1326.4,1127.3349042727275,420.59317,243001,118.567024,6
,,,,,,,243164,,
,,,,,,,243883,,
435.4246833423747,109.24681073304019,179.0909090909091,1153.3807890924,1364.7,1021.7195554545455,400.78564,244001,121.5616,5
,,,,,,,244824,,
442.2057325656473,59.65825765015399,171.27272727272728,662.6130031908186,1353.6,991.3726489090909,355.65167,245001,89.34466,5
,,,,,,,245316,,
481.5199425483493,99.58131314862258,243.27272727272728,991.3233907439451,1247.1,1317.4711833636366,426.60104,246001,117.12056,8
,,,,,,,246030,,
,,,,,,,246803,,
502.3718056950798,60.775015402194,330.8181818181818,3497.8332152608837,1262.0,1826.7143428181816,431.3096,247001,80.95806,10
456.7609733297179,66.16760687480205,287.8181818181818,522.5678118340041,1344.7,1628.4133410909092,396.68124,248001,101.87104,9
,,,,,,,248562,,
509.6554210626554,53.36835225473828,339.09090909090907,3302.421253076834,1351.4,1905.575559,435.2109,249001,77.99444,11
,,,,,,,249680,,
513.8413119602677,50.72383140655517,346.90909090909093,3285.009041589075,1384.3,1904.5099934545456,429.8882,250001,71.13651,11
523.6269811074266,47.81548444973125,464.8181818181818,1820.0364748263908,1583.8,2556.6792708181824,450.17175,251001,65.84721,15
,,,,,,,251125,,
486.2432300496781,83.69384922546801,317.27272727272725,1196.7976636111468,1650.8,1727.424237545455,424.61728,252001,102.21873,10
,,,,,,,252741,,
494.38654044058654,66.52817369892905,259.0,943.8744612897966,1706.2,1470.451982909091,411.79807,253001,81.69335,8
,,,,,,,253849,,
500.88875178362247,35.49149523142663,359.72727272727275,892.8605816631449,1803.0,2015.5947729090913,404.00095,254001,71.02807,11
,,,,,,,254505,,
453.9315687003045,88.75495589687205,221.27272727272728,2175.422508701941,1792.0,1265.3628622727272,403.83905,255001,117.63399,7
,,,,,,,255366,,
406.9963413499831,91.83151087246735,186.36363636363637,474.4378083050573,1754.2,1053.0426107272726,368.1357,256001,109.10147,6
,,,,,,,256240,,
551.4272458209863,42.628767777243965,479.27272727272725,5215.81853950958,1802.7,2750.183747545455,480.45615,257001,67.11455,15
,,,,,,,257257,,
,,,,,,,257848,,
470.1387084237221,61.68993362530141,227.45454545454547,1115.3548256265312,1792.6,1265.949677090909,385.01575,258001,83.22394,7
,,,,,,,258871,,
462.5135288147887,110.32059254477689,275.6363636363636,1915.0518832242296,1753.4,1536.8277930909092,440.4466,259001,139.39253,8
,,,,,,,259751,,
543.8389360292224,53.42591539994089,469.09090909090907,1144.1196253602002,1767.1,2762.785244363636,475.7594,260001,74.70334,15
,,,,,,,260951,,
462.99296319582396,52.74970170396428,206.63636363636363,1145.9309793725504,1692.6,1169.9344048181817,362.12317,261001,75.75002,6
432.54869083442026,92.0646414134456,170.8181818181818,815.2526177413886,1635.1,960.3435722727273,376.93665,262001,104.859886,5
,,,,,,,262001,,
529.8066553274092,28.057150483907584,401.6363636363636,2539.501566847682,1649.2,2288.5140054545454,429.0626,263001,71.46255,13
,,,,,,,263513,,
518.0152327903583,56.4704963096631,451.72727272727275,2117.9714878527257,1809.5,2596.0508489090907,451.85593,264001,84.06706,15
,,,,,,,264348,,
446.3385110019072,117.82191353913545,190.27272727272728,1238.8318554170737,1808.2,1069.5039586363637,417.70978,265001,132.26527,6
544.1223051175801,49.65177292739616,463.72727272727275,1342.81015300485,1857.0,2643.6016700000005,473.8921,266001,68.294975,15
,,,,,,,266166,,
485.9323892047377,67.29208362685132,293.8181818181818,1957.5252474297383,1835.6,1659.6057304545457,414.82266,267001,85.343315,9
,,,,,,,267359,,
418.84461716725815,81.29684981910913,189.27272727272728,727.386100907072,1825.3,1085.3330290000001,369.63376,268001,110.653,6
,,,,,,,268245,,
519.9937154850887,78.76616440457911,297.45454545454544,2964.839443641211,1714.7,1731.2399277272727,455.6671,269001,95.359375,9
,,,,,,,269396,,
492.8399809895711,80.19927579182038,345.72727272727275,1866.7508213057738,1780.1,1991.0316407272728,443.42676,270001,98.443924,11
,,,,,,,270022,,
,,,,,,,270811,,
457.7720880505714,68.89153035576282,247.1818181818182,727.3770219830877,1824.8,1444.049211909091,393.33066,271001,90.878914,8
,,,,,,,271350,,
487.9909161762765,76.6709290019986,208.45454545454547,1411.8295584883804,1718.1,1229.9401519999997,415.15497,272001,93.90495,6
,,,,,,,272530,,
479.06022593529104,110.78905622385979,257.72727272727275,972.6135137168484,1626.1,1443.9587814545455,441.80222,273001,126.05525,8
,,,,,,,273325,,
,,,,,,,273521,,
501.7617875943768,53.471380679907334,291.90909090909093,2299.7510232243903,1638.8,1713.111912090909,423.4035,274001,83.76341,9
,,,,,,,274364,,
484.7266370539271,68.7615275341609,216.0909090909091,906.4284200867281,1536.5,1250.532962,400.12766,275001,91.17808,7
,,,,,,,275473,,
,,,,,,,275830,,
403.4623664755007,93.55607230919586,198.0909090909091,306.2526324330105,1456.4,1145.8344608181817,372.01932,276001,132.81427,6
,,,,,,,276273,,
557.4114677709082,18.398365377353272,490.1818181818182,3106.2715763225806,1613.8,2850.7619618181816,463.21378,277001,60.57869,16
,,,,,,,277411,,
498.750813190899,95.01998613850888,224.9090909090909,2225.8056331150697,1603.9,1317.073791181818,444.02625,278001,109.92966,7
,,,,,,,278343,,
,,,,,,,278905,,
433.79901855525253,113.82206359987849,154.63636363636363,918.7324553835756,1498.7,889.8007799999999,397.57434,279001,131.45332,5
,,,,,,,279572,,
526.6776786816968,65.58271549626464,302.90909090909093,2767.391386674403,1515.7,1816.5080881818183,456.84747,280001,93.5573,10
,,,,,,,280906,,
515.9012515316397,91.80141887239417,257.1818181818182,1115.9629664433962,1551.0,1539.9418164545457,466.7209,281001,101.79046,8
,,,,,,,281640,,
452.35482651084453,151.24175436896203,155.1818181818182,1210.2018336148208,1495.7,945.658025090909,455.93958,282001,164.41559,5
,,,,,,,282400,,
535.3657824505734,50.95656750872519,279.3636363636364,1327.8484335574879,1492.8,1643.2904421818182,434.62344,283001,73.21774,9
,,,,,,,283511,,
493.3121129341144,90.29501345138956,250.8181818181818,586.8293063900816,1503.4,1413.1050392727273,427.7509,284001,121.49792,8
,,,,,,,284366,,
,,,,,,,284574,,
512.926764892142,96.45927987730319,412.1818181818182,4044.603116417832,1630.3,2484.4866497272724,497.0333,285001,121.00848,13
,,,,,,,285556,,
531.9313728078871,76.8179564904567,282.3636363636364,1128.5069326216226,1538.3,1661.7163066363637,461.11777,286001,95.24224,9
,,,,,,,286383,,
480.4612206405205,166.77875245065582,215.63636363636363,810.1585380108197,1532.5,1269.6405004545454,502.068,287001,182.90099,7
,,,,,,,287297,,
552.8202323492537,57.759365448419025,561.8181818181819,1787.6010471238098,1780.4,3427.8554626363634,512.5102,288001,79.13568,18
,,,,,,,288435,,
572.598853772271,47.23793572309712,749.9090909090909,6269.013080193301,2075.1,4644.715642545454,548.1861,289001,89.02598,25
,,,,,,,289483,,
,,,,,,,289991,,
562.5351833273011,28.002534016746417,643.4545454545455,2869.6656723987985,2356.0,3992.279876909092,506.9302,290001,78.209465,21
,,,,,,,290921,,
510.9428288901726,89.74809195927028,283.1818181818182,929.1684228663803,2450.0,1657.5005862727273,449.08215,291001,111.97581,9
533.972795054658,94.35783655484916,507.90909090909093,6442.315649312326,2577.8,3219.477878363636,533.4428,292001,122.49191,17
535.2828688613979,55.71921259679877,433.45454545454544,6152.245891650876,2719.5,2629.562654818182,478.48553,293001,91.52117,14
458.0026204259208,215.14175458239325,259.90909090909093,3999.687927762769,2656.6,1587.0005605454544,543.70026,294001,228.72882,8
,,,,,,,294032,,
448.35664661600117,234.6781440695171,164.0,939.6889430702462,2610.0,1005.8519022727272,536.6315,295001,244.64381,5
,,,,,,,295703,,
557.3745449189678,69.07036800518564,590.7272727272727,2889.1606779524227,2841.7,3780.4720732727274,538.1031,296001,105.26546,19
,,,,,,,296507,,
508.2054406757388,91.43665183550644,460.1818181818182,882.6213723440455,2861.5,2869.5982153636364,497.47946,297001,117.983696,15
605.0374566865048,49.33972248313473,705.8181818181819,3015.6585141387377,2815.9,4482.419400454546,582.61334,298001,75.052956,24
,,,,,,,298386,,
,,,,,,,298895,,
256.7855281342587,348.93181373957117,78.36363636363636,254.9466289064157,2420.5,462.76394218181815,511.0835,299001,352.74338,2
,,,,,,,299264,,
,,,,,,,299697,,
531.1735962572033,140.60490916964557,360.72727272727275,286.3593110206433,2466.7,2239.6339566363636,556.11224,300001,151.36127,12
,,,,,,,300256,,
531.9752202336223,133.94843218978133,356.54545454545456,1795.0974186822627,2450.3,2230.8713520909096,549.6162,301001,160.86691,11
,,,,,,,301079,,
