eval_eplenmean,eval_discount_q,eval_qs_difference,eval_ep_rewmean,eval_abs_qs_difference,eval mean 100 episode reward,eval_returns,eval_time_elapsed,eval_qs,total timesteps
106.18181818181819,296.62854536097876,87.32873279181322,480.82986381818176,93.98884,729.0,414.15448136696324,3,253.09369,121001
,,,,,,,,,121270
,,,,,,,,,121829
156.9090909090909,378.11303790449784,62.70812090231952,761.9831937272727,77.328735,748.4,568.9050389440655,4,299.64154,122001
,,,,,,,,,122339
,,,,,,,,,122845
181.1818181818182,395.1424321089734,72.98684228814908,887.0520932727272,83.265724,735.0,1994.7172975007345,5,326.34927,123001
,,,,,,,,,123372
,,,,,,,,,123891
147.63636363636363,371.419758671301,79.26619217353523,715.7972907272728,84.04173,728.8,911.6420564785412,4,308.729,124001
,,,,,,,,,124720
158.0909090909091,377.37635736637475,73.56604969059786,764.374942,82.67906,736.3,662.2735759612328,5,307.67838,125001
,,,,,,,,,125229
159.36363636363637,386.88050202073754,64.53484291163626,815.3671815454545,74.48977,734.2,1209.176214251333,5,317.6392,126001
,,,,,,,,,126306
,,,,,,,,,126746
209.0,378.75516891163426,57.319071354075135,994.2815008181817,70.97336,769.2,695.1415004276527,6,305.10538,127001
,,,,,,,,,127465
227.9090909090909,411.55861151512363,63.38742531497309,1110.2914363636364,77.46721,808.2,570.1472670314582,7,345.7892,128001
,,,,,,,,,128117
179.54545454545453,389.0257424074223,51.708019876776326,860.6277992727272,74.99891,819.9,552.2910113848573,5,303.0748,129001
,,,,,,,,,129061
,,,,,,,,,129553
192.63636363636363,408.9687678444556,71.82317243720323,929.0734871818182,80.079155,864.8,1082.272158904646,6,334.1013,130001
,,,,,,,,,130248
,,,,,,,,,130970
192.72727272727272,408.3085461285653,59.331992217405926,967.0259338181818,72.18498,889.4,1074.4912915990628,6,333.2034,131001
,,,,,,,,,131605
192.1818181818182,388.19938317773614,62.699143758238534,964.17864,74.00312,893.3,2491.065234903349,6,320.85654,132001
,,,,,,,,,132265
,,,,,,,,,132900
148.27272727272728,375.7434461305866,86.58578600347829,737.0403914545454,93.574554,907.2,659.8605734478258,4,323.47455,133001
,,,,,,,,,133578
203.72727272727272,415.12859894937645,60.06861387706278,1008.4983655454545,74.062164,928.2,775.8615834290528,6,337.0714,134001
,,,,,,,,,134397
198.27272727272728,415.8993868613941,54.286838763716794,976.4401877272728,71.202896,951.2,592.9411235141522,6,328.96085,135001
,,,,,,,,,135516
173.27272727272728,382.18964988502944,61.149688198039414,840.813592909091,82.916855,925.7,1023.1803366450752,5,312.17493,136001
,,,,,,,,,136383
213.0,422.12332619649993,55.36085233493548,1061.5718055454547,66.20045,917.8,1155.211022988361,6,349.9922,137001
,,,,,,,,,137123
,,,,,,,,,137860
166.0909090909091,380.0157719923173,77.56606585821591,816.5647033636365,88.528885,919.5,704.9277122355168,5,325.50528,138001
,,,,,,,,,138703
210.9090909090909,400.8952357513959,61.42444723451775,1040.0599756363636,84.52831,939.0,507.5949366079454,6,329.96808,139001
,,,,,,,,,139438
247.54545454545453,428.6436645409667,59.08365871452433,1191.6655567272726,76.81967,953.3,1286.6814898034982,8,349.5549,140001
,,,,,,,,,140371
180.0909090909091,383.8220426171493,62.96119596497626,887.6537633636364,73.29126,964.0,857.0633717286172,5,315.21075,141001
,,,,,,,,,141368
195.1818181818182,392.05071195873626,82.83747583484991,972.7933081818181,89.3719,974.5,1004.6386684002456,6,342.5716,142001
,,,,,,,,,142112
,,,,,,,,,142741
194.63636363636363,419.30388992919166,80.00411970311653,980.6942244545454,88.69644,968.2,1159.3614901847836,6,358.73083,143001
,,,,,,,,,143418
214.8181818181818,416.9775830032173,83.2188669706385,1055.1379332727274,88.17876,979.2,1151.098084278045,6,362.80612,144001
,,,,,,,,,144154
184.36363636363637,402.2865576883127,61.73729277064012,923.3558899090909,75.15951,990.9,748.9243620194421,5,325.2471,145001
,,,,,,,,,145453
278.1818181818182,428.03927804587596,62.3081963307143,1364.6410543636364,72.87255,1023.1,1744.3772183650744,8,364.2253,146001
,,,,,,,,,146396
217.8181818181818,418.16780242998215,80.56441103237123,1096.0195640000002,88.00086,1053.3,488.3701383331468,7,365.66574,147001
,,,,,,,,,147257
154.0,372.40632871957126,78.62851976341095,760.0906153636363,86.0942,1022.7,942.8227521263111,4,312.01376,148001
,,,,,,,,,148609
125.0,334.78434332888486,71.18460533970432,633.8028416363636,83.64337,974.3,327.2840267883795,3,281.20227,149001
,,,,,,,,,149600
131.0,348.0055234699523,72.45521317992547,628.47649,88.894585,937.3,635.4633772672172,4,282.78958,150001
,,,,,,,,,150142
213.0,410.7216188032959,33.71910186467323,1053.5403548181819,63.10088,943.7,611.6927493935734,6,309.4981,151001
,,,,,,,,,151048
,,,,,,,,,151892
232.27272727272728,420.8765696504594,71.85239846306415,1167.5817346363635,84.847046,969.1,802.3071168575483,7,363.60355,152001
,,,,,,,,,152764
247.36363636363637,442.2264903885147,56.088781549199624,1225.2559202727273,68.96345,992.8,832.7622525556129,8,358.62418,153001
,,,,,,,,,153578
270.3636363636364,445.5209011777717,57.78829352397466,1353.677504818182,66.31707,1018.0,1844.6558632069962,8,377.7365,154001
,,,,,,,,,154373
136.27272727272728,374.2747489855797,63.402967136034455,702.3149646363636,77.220116,965.4,846.2286738593587,4,301.35382,155001
,,,,,,,,,155026
,,,,,,,,,155644
214.54545454545453,415.7595848510198,59.106674942079145,1067.9241571818181,73.99356,954.8,794.4345783798149,6,343.05075,156001
,,,,,,,,,156249
234.9090909090909,407.37222255202596,75.35467806537667,1177.536997181818,95.317406,1005.8,883.8882443105382,7,361.42383,157001
,,,,,,,,,157192
217.0,423.19549457137333,89.77009420387718,1084.741796,99.88746,1035.3,1305.2089104931454,7,381.38202,158001
,,,,,,,,,158338
170.0,400.14450702584287,95.2317459770523,866.6141905454547,105.31267,1073.8,731.8809074477215,5,363.2599,159001
,,,,,,,,,159056
,,,,,,,,,159782
121.18181818181819,318.6734614753895,99.66489703866759,563.0239925454545,110.90171,1024.3,455.84234249379296,3,290.32645,160001
,,,,,,,,,160795
159.45454545454547,395.6108228571893,76.82223724159961,815.2087818181818,90.90274,980.9,609.2600436507968,5,333.57343,161001
,,,,,,,,,161484
124.45454545454545,350.38346804603316,81.78508047273313,654.4863657272728,96.49929,921.0,855.2020115468913,3,306.346,162001
,,,,,,,,,162361
110.0,317.23552784872703,94.41933252512557,577.3954138181817,102.31711,851.8,417.99735935787106,3,295.45438,163001
,,,,,,,,,163223
,,,,,,,,,163900
190.0909090909091,397.914877942195,71.73512419111567,945.0067989090909,90.46233,848.8,1829.4402739544737,6,332.77057,164001
,,,,,,,,,164547
140.36363636363637,369.33228472627314,75.6391736298572,709.2231883636364,87.29328,831.2,706.418587738377,4,310.8968,165001
,,,,,,,,,165332
163.72727272727272,384.3740420433717,78.1520399958209,797.4679643636365,87.246666,781.3,611.7654431177734,5,324.80133,166001
,,,,,,,,,166033
261.0,460.566461829846,51.83441798692905,1356.709662090909,69.77304,817.3,983.255506325283,8,381.721,167001
,,,,,,,,,167214
,,,,,,,,,167807
226.0,436.60916764120776,73.31298270316424,1161.4359660909088,81.84025,833.3,1922.15204074253,7,377.7911,168001
,,,,,,,,,168526
191.72727272727272,416.67221792849773,54.17140469793269,985.5381085454545,71.39243,879.7,975.0539999083912,6,331.58414,169001
,,,,,,,,,169357
233.27272727272728,437.6598694923078,86.25803174051813,1197.0747358181818,93.87928,922.8,1208.2055401936716,7,388.054,170001
,,,,,,,,,170402
240.0909090909091,440.5317717550613,52.502269909833245,1258.1668942727272,70.45461,1000.9,663.5706968374632,7,359.04395,171001
,,,,,,,,,171074
,,,,,,,,,171993
234.45454545454547,443.57971741042985,69.95587702444504,1219.7406799999999,83.52229,1040.2,2722.7253577125052,7,378.96124,172001
,,,,,,,,,172757
159.27272727272728,397.739056632977,95.19779056268099,829.0297691818181,107.67454,1060.4,860.8021887165555,5,354.87903,173001
,,,,,,,,,173491
153.36363636363637,388.56054059028577,72.20907871984399,795.7128966363636,88.49804,1054.9,1499.589933966232,4,324.4929,174001
,,,,,,,,,174236
174.72727272727272,389.8284756038966,40.850949866766946,899.3106467272727,65.62054,1067.0,1193.3789724345436,5,293.22305,175001
,,,,,,,,,175300
221.8181818181818,401.517004064973,40.88321000988913,1177.9999598181819,73.30066,1052.3,1401.1609046585163,7,320.46472,176001
,,,,,,,,,176577
175.27272727272728,432.31056534754293,69.63697765332289,950.7278959090909,82.68347,1053.1,561.3562894379643,5,356.00012,177001
,,,,,,,,,177238
,,,,,,,,,177785
229.45454545454547,445.9539797001166,77.56254084459361,1182.6914056363637,93.713425,1052.1,1138.7291752527385,7,382.38858,178001
,,,,,,,,,178462
213.8181818181818,431.9203987298237,72.62837033460136,1138.695174909091,91.312584,1046.4,1193.2060562117886,6,368.5411,179001
,,,,,,,,,179021
,,,,,,,,,179673
167.54545454545453,430.739268630064,83.09427552738605,906.0167233636363,94.477295,1013.8,961.1551704667487,5,367.201,180001
,,,,,,,,,180489
,,,,,,,,,180978
157.54545454545453,408.8781569226536,83.61051408574859,849.8000718181819,94.75701,992.0,498.30599992145176,4,351.61786,181001
,,,,,,,,,181829
180.8181818181818,405.8306359013346,63.60436553759816,937.3005555454546,81.8353,978.2,1635.7578330904882,5,328.55136,182001
,,,,,,,,,182358
161.9090909090909,423.8060405216535,61.382604103448514,890.614804090909,83.09198,997.8,911.7884103790742,5,343.21335,183001
,,,,,,,,,183267
240.9090909090909,475.15550776277126,56.97272246234124,1301.361618,78.296455,1031.7,1301.3794396681706,7,388.4203,184001
,,,,,,,,,184192
,,,,,,,,,184616
178.0909090909091,413.7195343114599,88.84183782196287,959.658786,102.2981,1011.5,1012.7513974692085,5,364.75253,185001
,,,,,,,,,185311
,,,,,,,,,185833
331.0,454.5545016816396,54.40909550214763,1763.7466235454544,82.911736,1099.7,1125.3699385075479,10,384.27716,186001
,,,,,,,,,186692
179.9090909090909,438.64449650239624,82.56841952786743,998.7952160909091,106.18772,1080.7,893.7391001215827,5,374.52997,187001
,,,,,,,,,187691
262.0,467.9678368356375,71.04625612136937,1385.686511090909,90.3975,1104.6,879.7893044231687,8,400.4499,188001
,,,,,,,,,188542
95.0,331.2240273032322,175.81444633308203,540.560781090909,193.40578,1070.9,648.0828225244722,3,383.57724,189001
,,,,,,,,,189276
178.27272727272728,437.5565480928164,100.62867600247264,1022.6345021818182,117.44651,1078.7,1210.244987224857,5,400.37872,190001
,,,,,,,,,190298
,,,,,,,,,190726
210.1818181818182,458.4681281857613,83.08106006633403,1186.240573090909,98.50178,1120.5,1272.6808862873138,6,404.50897,191001
,,,,,,,,,191475
123.81818181818181,374.8552905707009,92.27203282624961,685.0177517272728,111.451515,1089.4,810.5840468206317,3,333.8569,192001
,,,,,,,,,192044
,,,,,,,,,192852
196.8181818181818,445.2148754250201,92.76473002703209,1101.6513733636361,111.53657,1081.3,555.7980018231684,6,399.82996,193001
,,,,,,,,,193432
,,,,,,,,,193842
180.8181818181818,442.21468557339904,77.8571283270405,1027.508454818182,95.681404,1077.3,820.146840948757,5,381.13947,194001
,,,,,,,,,194482
158.0,410.02368911219963,102.79289076228464,894.7487434545454,115.50546,1017.5,581.8894651688541,5,379.36542,195001
,,,,,,,,,195309
200.0909090909091,442.7404878228761,104.72220239675752,1072.0921759999999,119.04135,994.5,476.9661510689996,6,406.04114,196001
,,,,,,,,,196041
,,,,,,,,,196776
159.1818181818182,380.70330463505144,106.86072903215391,840.7722665454545,117.89617,934.7,638.5611222977259,5,350.41177,197001
,,,,,,,,,197404
,,,,,,,,,197892
174.1818181818182,420.92965972975014,98.43418293860763,942.8369984545453,112.16194,967.3,965.6499308156356,5,377.56058,198001
,,,,,,,,,198447
,,,,,,,,,198879
148.54545454545453,400.7831449889039,93.25603739008149,821.3260283636363,107.49602,960.6,622.3295873826426,4,354.9466,199001
,,,,,,,,,199510
165.0,405.48583982015793,100.34458004998231,927.9010766363637,117.1342,943.1,804.73941966176,5,370.36096,200001
,,,,,,,,,200040
,,,,,,,,,200852
106.27272727272727,344.9265535703559,80.9816780447101,592.0433047272727,106.965164,908.5,951.830750653952,3,294.3501,201001
,,,,,,,,,201485
,,,,,,,,,201992
266.09090909090907,476.4096643565836,63.403296208148966,1486.8536146363638,87.20928,953.2,1146.2757921067323,8,403.93607,202001
118.18181818181819,348.99375472816433,92.65501517322699,635.5122275454546,106.57261,917.6,526.0237066853942,3,310.51282,203001
,,,,,,,,,203148
,,,,,,,,,203709
113.72727272727273,351.0020715140856,93.06976677457449,624.3454043636364,110.617775,880.2,908.6843434673374,3,311.40256,204001
,,,,,,,,,204576
214.1818181818182,454.8496771196212,77.63705396034635,1215.7351864545456,98.11846,892.5,1029.7975420424768,6,401.48483,205001
,,,,,,,,,205471
203.45454545454547,436.76188581470046,107.3110137640093,1132.169836818182,133.78578,924.7,759.5837618282919,6,406.44122,206001
,,,,,,,,,206041
,,,,,,,,,206523
252.0,454.2838068694518,64.28058332022671,1440.322218909091,98.53348,976.1,1904.7900308189478,7,385.52292,207001
,,,,,,,,,207253
271.1818181818182,489.04229528748533,33.22183672408474,1527.2522012727275,75.074295,1062.5,773.4601668197772,8,391.16074,208001
,,,,,,,,,208175
171.45454545454547,450.4767275752112,83.09577799775721,981.7458789090907,99.29434,1086.6,768.8026709981577,5,386.4573,209001
,,,,,,,,,209047
,,,,,,,,,209668
161.63636363636363,388.306414835549,110.39108405682181,848.8317086363636,131.0103,1086.7,1737.0736507177949,5,361.08722,210001
,,,,,,,,,210393
207.8181818181818,477.1617649010555,65.39926027507892,1212.9564685454548,84.661835,1067.3,1081.6363402907655,6,399.9085,211001
,,,,,,,,,211656
210.9090909090909,466.50505704743676,86.95035532796436,1228.4673035454546,109.46522,1116.8,1595.7751948285973,6,415.68484,212001
,,,,,,,,,212179
,,,,,,,,,212773
154.27272727272728,413.29193566960004,117.27266270620467,912.2615777272728,129.1363,1164.9,387.1956470490918,4,399.35013,213001
,,,,,,,,,213477
,,,,,,,,,213844
94.72727272727273,332.1384479944585,311.47862396794636,526.4134100909091,312.0986,1090.6,730.4791071496836,3,514.79175,214001
,,,,,,,,,214329
,,,,,,,,,214947
113.27272727272727,377.74817117560747,112.41645053620705,653.9456722727273,137.47899,1039.7,834.5477580580134,3,355.10693,215001
,,,,,,,,,215562
152.0909090909091,425.64889225018015,90.55234606636988,885.1061143636363,111.639984,979.7,1233.3079737569867,4,374.03253,216001
,,,,,,,,,216568
,,,,,,,,,216948
246.54545454545453,492.1168010839783,80.3825328020715,1429.0413305454547,104.35965,973.4,1372.655021627996,7,431.0334,217001
,,,,,,,,,217627
176.45454545454547,450.28786866856586,103.02825393453959,1031.298614090909,120.841965,972.5,726.4595159004074,5,410.01154,218001
,,,,,,,,,218225
,,,,,,,,,218769
180.8181818181818,450.2853968680018,109.85088697211964,1094.6683967272727,124.32055,1006.8,619.4980325949771,5,419.86758,219001
,,,,,,,,,219622
146.1818181818182,429.6460849476218,111.11006960689096,873.1578369999999,125.945854,962.7,1164.5734482720923,4,394.5158,220001
,,,,,,,,,220391
,,,,,,,,,220955
240.9090909090909,496.1331253307941,71.56597151759702,1424.7303860000002,101.450714,995.4,1289.1391563250554,7,422.22165,221001
,,,,,,,,,221829
195.9090909090909,481.1307948320759,79.49073109330524,1201.290344090909,103.6881,991.8,1873.4518318780674,6,418.89017,222001
,,,,,,,,,222309
,,,,,,,,,222985
138.9090909090909,404.9985156975858,134.08705718741115,793.6139319999999,142.16339,1037.4,721.4641053012256,4,391.26746,223001
,,,,,,,,,223523
131.0,378.75425211004625,176.96626387151622,772.4961254545456,192.54889,1057.7,208.74844353635248,4,422.81653,224001
,,,,,,,,,224662
258.3636363636364,482.50556843400557,97.84999661296159,1521.4855162727274,131.39557,1128.5,563.8015590918623,8,436.42365,225001
,,,,,,,,,225037
,,,,,,,,,225739
116.27272727272727,324.48589320910673,89.48772421214811,693.1596296363637,125.12094,1057.5,594.7898523863164,3,302.509,226001
,,,,,,,,,226395
,,,,,,,,,226873
237.0909090909091,499.39906238319327,114.85775284304208,1412.2123312727274,127.3019,1079.8,1876.1264354955886,7,468.8548,227001
,,,,,,,,,227804
269.0,518.6512638159488,91.8269578537309,1601.540868909091,114.77831,1133.5,1430.479500723193,8,467.52005,228001
,,,,,,,,,228328
,,,,,,,,,228796
469.0,543.0939362996486,33.76498489441274,2915.1934986363635,83.88672,1353.3,2268.645264190599,15,472.12537,229001
,,,,,,,,,229123
,,,,,,,,,229971
90.72727272727273,265.28662243020494,338.06926484149943,537.7115364545455,347.1091,1279.0,255.60739518877915,2,508.7454,230001
,,,,,,,,,230818
74.36363636363636,294.7926108059704,254.896195019087,441.45845718181823,261.80533,1205.7,285.0843299058413,2,437.24475,231001
,,,,,,,,,231042
,,,,,,,,,231341
,,,,,,,,,231715
40.18181818181818,178.91646676145817,448.8485026118029,219.49851563636363,448.84854,1136.0,223.31703606469983,1,551.8379,232001
,,,,,,,,,232018
,,,,,,,,,232484
,,,,,,,,,232654
,,,,,,,,,232905
126.36363636363636,368.56919209428867,139.31085455356825,773.8159370000001,161.17458,1116.1,718.2794062116901,4,381.663,233001
,,,,,,,,,233104
,,,,,,,,,233510
,,,,,,,,,233877
170.27272727272728,313.7555096001331,280.6786344839157,1076.8607081818182,298.47482,1085.5,613.6957036211559,5,503.0715,234001
,,,,,,,,,234754
470.72727272727275,598.2571734436286,14.041173101035032,3027.533698727273,80.55183,1311.4,2008.40033824432,15,504.24335,235001
609.7272727272727,561.2563956006162,27.989797946852764,3921.9245105454543,91.75507,1579.5,4497.048454403124,19,512.0416,236001
,,,,,,,,,236606
390.8181818181818,543.8958404210113,35.079977315287145,2469.553136181818,102.35188,1708.4,1389.2599696897842,12,475.12073,237001
275.3636363636364,517.5313367814075,52.65071386148193,1765.497553909091,91.01747,1593.1,1033.700105566746,8,440.45813,238001
,,,,,,,,,238583
116.0909090909091,392.0135733950356,157.6868335747715,710.1995735454545,167.67128,1582.8,675.3515171725556,3,412.73145,239001
,,,,,,,,,239211
,,,,,,,,,239541
198.63636363636363,461.3092970359463,87.46728110583656,1267.652796181818,119.20894,1654.7,2874.216738532952,6,423.4888,240001
,,,,,,,,,240205
,,,,,,,,,240892
283.1818181818182,539.5580632072981,34.266991374358206,1858.9531013636363,95.648506,1843.1,1674.919230935228,8,455.08475,241001
,,,,,,,,,241546
180.63636363636363,472.0208278302605,114.28933851217502,1142.4488367272727,133.1628,1888.1,2020.5086293158727,5,449.70898,242001
,,,,,,,,,242443
156.54545454545453,432.0078914931913,94.53188967628166,929.0558710909091,120.907074,1883.6,563.6095440773463,5,389.41464,243001
,,,,,,,,,243015
,,,,,,,,,243899
151.54545454545453,427.82469067252566,141.91913728405095,928.9337122727272,170.55832,1691.3,1682.9671152097483,4,438.4819,244001
,,,,,,,,,244460
,,,,,,,,,244891
264.27272727272725,516.3698294876712,79.96561948530801,1619.4254763636366,108.55186,1492.4,1328.3824051671413,8,472.4299,245001
,,,,,,,,,245940
423.45454545454544,516.4084625224131,86.74124320280858,2741.965978818182,117.49609,1424.9,3436.927888882964,13,499.8307,246001
,,,,,,,,,246669
107.9090909090909,358.0385835644705,120.71527992847737,647.1489952727272,134.5088,1310.4,1196.888834073954,3,354.07468,247001
,,,,,,,,,247676
179.0909090909091,434.7253343165937,135.04575161417634,1130.7458867272728,156.9507,1348.8,1175.7973980511317,5,440.63046,248001
,,,,,,,,,248165
,,,,,,,,,248830
159.1818181818182,397.0873882345682,85.43084701420757,1012.5107220909089,118.73269,1350.6,319.73073790182644,5,369.25818,249001
,,,,,,,,,249806
176.45454545454547,424.87350539684917,125.47665182666464,1098.5001145454546,147.52663,1273.4,948.5007708972208,5,427.44543,250001
205.9090909090909,360.081884730373,79.78652434537645,1336.172649090909,113.8386,1291.8,1198.406275705405,6,339.97897,251001
,,,,,,,,,251056
,,,,,,,,,251426
308.09090909090907,524.6622258080918,69.97413420002503,1975.8727010000002,118.77539,1385.9,391.12384412440537,9,477.9334,252001
,,,,,,,,,252010
,,,,,,,,,252658
,,,,,,,,,252994
110.45454545454545,368.5742004741882,115.96740151287855,678.6941665454546,133.05502,1365.8,983.8525617752605,3,358.7931,253001
,,,,,,,,,253427
162.9090909090909,425.9856630278015,278.31768170092016,1005.047811,283.14694,1290.2,2149.9303452912127,5,575.5642,254001
,,,,,,,,,254027
,,,,,,,,,254431
271.72727272727275,513.788450593753,147.68862181521757,1748.2740833636365,183.40501,1197.1,1426.589653982826,8,543.97437,255001
,,,,,,,,,255334
344.3636363636364,557.2355317790684,32.124915431043696,2314.6045393636364,98.182205,1351.5,2224.097374253682,10,479.3892,256001
,,,,,,,,,256119
507.72727272727275,460.7034927730145,153.18809295376525,3339.8168566363634,210.26122,1591.8,5912.534669065443,16,557.0256,257001
235.54545454545453,464.2034871988617,103.23879663466705,1430.5106256363636,128.26285,1625.1,2286.6119845646617,7,442.6994,258001
,,,,,,,,,258123
,,,,,,,,,258700
234.9090909090909,530.910946149821,94.36423103533498,1533.8064405454547,128.011,1707.4,2170.726561323039,7,495.1986,259001
,,,,,,,,,259702
213.63636363636363,459.1227248439815,95.07075429492691,1287.3015388181818,119.46642,1690.6,968.0973436995043,6,424.5883,260001
750.2727272727273,605.0051928142811,57.07188953351385,5056.554651454546,91.21302,2018.1,2083.2426668196954,24,616.5128,261001
,,,,,,,,,261316
218.45454545454547,522.0827749107774,97.83375370409821,1419.9051888181818,126.647095,2097.3,2197.5390237556426,6,479.2383,262001
,,,,,,,,,262233
208.1818181818182,502.5350839960584,168.9903400416048,1298.180871090909,180.1847,2158.4,1480.615056941914,6,527.1479,263001
,,,,,,,,,263372
434.90909090909093,587.6437708538909,94.6833511493653,2902.3145290909097,136.64574,2268.3,3768.425896571085,13,579.38806,264001
,,,,,,,,,264606
701.8181818181819,560.1319857851585,52.096341362337014,4700.844221272728,94.6188,2504.3,6762.054383047716,22,559.15137,265001
290.09090909090907,552.3010392892934,77.37889961810424,1914.708894181818,103.13081,2418.4,1487.0429637509994,9,494.7231,266001
,,,,,,,,,266128
,,,,,,,,,266863
779.0,588.5614585032158,52.287046049262976,5296.522760636363,87.163826,2783.1,6784.668694379308,25,599.20746,267001
,,,,,,,,,267758
94.18181818181819,342.9753282718152,148.18732761100352,593.9992777272727,161.0719,2724.1,384.61858630422626,2,370.88843,268001
,,,,,,,,,268537
,,,,,,,,,268916
317.45454545454544,491.6008764906753,56.67958546705342,2144.6397686363634,116.84229,2811.3,390.36156235865394,10,443.43103,269001
,,,,,,,,,269816
412.54545454545456,442.7669709384434,74.49253887674676,2826.115778454545,105.724686,2577.9,419.6845241352839,13,434.16345,270001
,,,,,,,,,270973
318.90909090909093,565.9144522045289,74.5526070633512,2097.914033181818,119.93279,2630.8,1725.5128167901769,10,519.2154,271001
516.4545454545455,549.7755758618233,134.73776080973116,3538.367910454545,169.9025,2850.6,4492.211801494852,16,610.76965,272001
,,,,,,,,,272022
,,,,,,,,,272760
321.27272727272725,505.033520325445,104.61960864576317,2190.325229909091,140.00502,2828.4,644.4438225114067,10,506.07568,273001
,,,,,,,,,273969
424.1818181818182,583.0019696657292,25.070446903756338,2863.4311869090907,91.10973,2700.1,1624.4846925117968,13,516.49713,274001
,,,,,,,,,274593
160.9090909090909,461.3811961970318,130.44788001926807,1083.8997338181819,157.1571,2510.8,600.3597601089841,5,460.90793,275001
,,,,,,,,,275417
410.6363636363636,535.3326981975227,79.8845968800834,2786.3438998181814,109.1316,2339.2,1104.3003951050475,12,521.39166,276001
,,,,,,,,,276186
317.54545454545456,569.2547356967705,42.48955536418427,2201.362192727273,104.3382,2377.7,3012.6235473429224,9,499.7887,277001
,,,,,,,,,277215
545.8181818181819,598.9624823477269,23.70567204957903,3940.2588134545454,103.865265,2595.9,3200.1513096707754,17,556.48206,278001
,,,,,,,,,278871
306.1818181818182,309.2030552921914,303.96637971684737,2153.0590702727272,339.117,2449.5,7306.066292188788,9,561.90607,279001
,,,,,,,,,279274
402.72727272727275,530.981799740953,135.65177574611113,2791.656401363636,187.25641,2555.8,6903.46388808008,12,578.6388,280001
,,,,,,,,,280741
270.8181818181818,535.0903180306685,76.05093510141063,1826.3412041818183,113.843895,2431.4,2675.866590283026,8,486.27518,281001
,,,,,,,,,281353
320.90909090909093,588.1464049217956,69.79856924596297,2166.116382363636,102.588066,2413.5,1639.320910715096,10,542.0878,282001
,,,,,,,,,282172
,,,,,,,,,282797
279.54545454545456,606.5531807089129,63.1539386463115,1956.9568011818183,94.59057,2342.9,1709.8914449438323,8,541.89087,283001
296.27272727272725,594.5396976660522,56.9563613850353,2115.275643818182,95.14312,2411.1,950.2039150409477,9,536.03314,284001
,,,,,,,,,284435
367.3636363636364,518.6241052052487,133.48254962864613,2608.202468545454,194.2577,2433.8,362.47050996366914,11,569.1813,285001
,,,,,,,,,285766
139.0,377.63910149314165,303.0332482277678,943.0393394545456,318.59308,2321.5,259.75781912564634,4,574.21655,286001
,,,,,,,,,286292
148.45454545454547,323.4341247342559,333.5522633866861,976.562019090909,347.0583,2032.5,234.69156899804406,4,571.4511,287001
,,,,,,,,,287007
,,,,,,,,,287819
294.72727272727275,589.0502988305464,70.5359317640778,2014.2889614545454,109.12846,1974.3,1953.6135586271241,9,528.74744,288001
,,,,,,,,,288925
251.9090909090909,501.52968388721206,167.48966099984315,1665.2283855454546,184.96747,1867.0,1183.8760185166966,7,551.1806,289001
,,,,,,,,,289573
265.0,380.7474185763296,280.15610185226257,1817.7090062727273,307.81198,1818.4,1813.836014444873,8,593.51215,290001
,,,,,,,,,290901
358.1818181818182,529.7040215510243,145.36648493833542,2385.7392663636365,164.96576,1841.6,1479.9380821320528,11,569.37024,291001
,,,,,,,,,291705
250.36363636363637,534.2613955200425,173.6889459559254,1710.3517794545455,187.49072,1816.4,1285.5800070371172,7,591.80945,292001
,,,,,,,,,292716
227.45454545454547,526.3404725137589,130.10051247397314,1525.429944909091,157.0082,1733.9,2007.847632340347,7,526.61127,293001
,,,,,,,,,293589
776.8181818181819,630.2766036439566,16.3223665124955,5738.827574636364,94.77762,2045.7,5605.258709068084,24,632.19336,294001
,,,,,,,,,294351
407.54545454545456,580.410501654262,69.08571815937567,2853.9136959090906,123.9845,2259.6,2069.2302510677273,12,562.6586,295001
,,,,,,,,,295325
159.9090909090909,451.4039292734686,273.42430899447766,1057.4734683636364,286.78586,2301.9,804.0802356438367,5,595.2268,296001
,,,,,,,,,296467
818.6363636363636,596.134063382419,68.64069264878314,6117.283949363636,170.82016,2781.6,352.62877230245624,25,660.102,297001
,,,,,,,,,297537
685.9090909090909,611.0474958679899,33.41593964146086,5070.899403909091,129.54695,3048.6,7508.111115015872,21,610.313,298001
317.6363636363636,601.3926944103648,70.2831967892554,2277.541425090909,107.52964,3166.9,1413.4417770095265,9,559.41925,299001
,,,,,,,,,299331
355.54545454545456,571.9837100716069,80.40119452265931,2498.432798818182,125.234505,3185.1,659.6479995211171,11,563.3699,300001
,,,,,,,,,300977
182.8181818181818,475.59674507430555,223.5326184592602,1263.0510888181818,246.52272,3125.7,2791.3848431173533,5,583.32007,301001
,,,,,,,,,301426
204.0909090909091,543.3357346051121,190.59480833054303,1427.3359967272727,196.7047,3133.7,1233.7641482431584,6,610.0018,302001
,,,,,,,,,302423
539.8181818181819,631.8855221006266,12.319766026396822,3969.1598757272727,105.513504,2928.2,7396.977247860458,17,593.6065,303001
,,,,,,,,,303234
209.8181818181818,542.3764122283275,169.62798028930555,1517.6504943636364,191.7293,2802.5,2807.4609553448745,6,595.1719,304001
,,,,,,,,,304115
,,,,,,,,,304956
263.54545454545456,562.3370467212039,116.68936378106665,1886.7719729999997,151.81929,2855.4,2213.249956485094,8,575.85333,305001
,,,,,,,,,305535
