#{"t_start": 1642236092.321413, "env_id": "Humanoid-v2"}
r,l,t
119.567369,24,13.153736
83.527871,17,13.198138
137.411644,28,13.265436
83.672406,17,13.309534
162.448578,32,13.661571
201.181569,40,13.757121
168.191938,35,13.842628
130.925576,27,13.927172
107.875807,21,13.9774
88.837527,18,14.019461
123.73914,24,14.074045
159.124204,30,14.172188
89.576734,18,14.21598
135.981042,30,14.28378
84.447756,17,14.325109
109.826016,22,14.375335
88.127794,18,14.458384
130.750321,26,14.517795
119.453935,23,14.572092
178.249882,35,14.698431
263.21187,52,14.819872
88.642949,18,14.868293
127.566062,25,14.926397
95.076118,19,15.029704
89.748789,18,15.072929
138.874159,28,15.137026
166.90886,33,15.21472
106.447365,21,15.332566
102.266203,20,15.379969
133.964088,26,15.442021
83.523169,17,15.483318
155.380848,32,15.632576
94.734303,19,15.67976
98.477231,20,15.727038
95.437095,19,15.771858
128.651311,28,15.836714
94.41892,19,15.96948
170.552129,34,16.046993
135.436122,27,16.111635
204.790975,45,16.943389
119.459946,24,17.002735
104.256639,21,17.051363
123.159779,24,17.107034
121.4371,24,17.262912
89.355028,18,17.305519
105.458986,22,17.355204
94.410071,19,17.399655
169.885133,33,17.585633
105.696315,21,17.637002
88.260587,18,17.679013
173.330151,36,17.75941
178.31768,35,17.963364
135.928998,27,18.028771
135.892435,26,18.089598
102.217335,20,18.137446
117.007781,24,18.323877
164.19535,32,18.39788
88.401365,18,18.442762
95.217367,19,18.487084
157.419872,30,18.695766
151.530218,29,18.764876
128.793684,25,18.823909
95.224828,19,18.869255
95.818624,19,19.058689
182.91454,38,19.145043
88.171572,18,19.190026
101.033245,20,19.235785
123.74897,26,19.449918
155.925166,30,19.518559
176.29477,35,19.598616
96.046747,19,19.645119
219.788983,43,19.905491
88.513512,18,19.951356
95.648653,19,19.995016
176.948964,35,20.244942
242.619338,49,20.35645
83.362057,17,20.401253
138.667811,27,20.46151
93.070697,19,21.320122
88.557973,18,21.361239
83.291502,17,21.400279
111.518447,22,21.450578
124.428826,24,21.505805
161.12021,33,21.773548
88.135439,18,21.817687
121.121687,24,21.871969
101.087651,20,21.918579
94.755963,19,22.162853
142.129255,28,22.225611
102.057378,20,22.272693
182.601835,36,22.353166
110.970834,22,22.61782
89.451271,18,22.660367
129.992771,26,22.719467
168.246483,33,22.794943
106.631915,21,23.064136
117.862083,24,23.11929
88.532123,18,23.161554
121.520624,24,23.216632
95.24638,19,23.489139
89.682804,18,23.531026
83.395555,17,23.570037
83.359701,17,23.608961
94.247202,19,23.652488
122.296328,24,23.706707
172.837821,34,24.024109
88.871399,18,24.068681
154.066885,31,24.138821
78.597515,16,24.178398
120.402853,24,24.480676
198.029963,38,24.570037
101.814026,20,24.620494
131.825763,27,24.942807
145.498625,28,25.008491
105.852026,22,25.060683
124.017186,24,25.116385
203.172114,39,25.474341
83.577783,17,25.517062
83.306054,17,25.55584
116.608538,23,25.608253
119.124117,23,25.66192
101.313098,20,26.616133
159.817584,31,26.686241
108.967013,22,26.738731
133.633608,26,26.79833
105.238976,21,27.132775
107.964115,21,27.181825
89.799395,18,27.22422
100.47759,20,27.270833
123.912635,24,27.619175
101.73389,20,27.666246
118.752089,24,27.721654
171.58396,32,27.794996
161.415627,32,28.17079
83.209548,17,28.21239
95.851578,19,28.255575
212.113256,44,28.354605
89.870331,18,28.715895
153.499894,30,28.783621
151.314411,30,28.852949
89.567875,18,28.896702
83.40944,17,29.256274
130.576391,26,29.314228
112.951786,22,29.366565
101.860423,20,29.413193
107.957934,22,29.463783
205.849617,40,29.885237
102.621174,20,29.934868
156.679591,31,30.005067
134.810253,26,30.405326
94.122018,19,30.45078
129.719937,26,30.510377
186.605922,36,30.596176
118.114939,23,31.001612
165.953776,32,31.075222
96.298712,19,31.121461
107.392853,21,31.169789
117.731805,23,31.58104
195.973392,39,31.671392
88.307002,18,31.716216
142.502302,30,31.783513
137.543249,27,32.859359
129.960866,25,32.918363
95.099839,19,32.962832
89.624376,18,33.004419
94.99681,19,33.423476
83.495137,17,33.462533
89.121251,18,33.503372
146.255469,28,33.566462
101.851812,20,33.613594
83.482618,17,34.04202
151.167266,29,34.106702
148.407358,29,34.174231
204.957147,40,34.657482
155.654792,31,34.731804
94.921892,19,34.778015
100.950528,20,34.824362
138.410851,28,34.887247
100.654434,20,35.341375
101.947298,20,35.387496
138.880593,28,35.450692
102.54053,21,35.500652
147.533496,29,35.980385
88.525493,18,36.023174
83.531176,17,36.061982
96.675295,19,36.10533
124.26852,24,36.159316
98.267687,20,36.628971
124.637042,24,36.686824
89.640126,18,36.729244
88.575696,18,36.770204
171.281694,33,37.278096
89.716588,18,37.322204
173.86724,34,37.397497
93.686716,19,37.444518
90.327397,18,37.491802
94.534569,19,37.985738
115.616496,24,38.039882
175.953731,36,38.122607
99.522228,20,38.172297
88.21912,18,38.668776
137.245347,26,38.727511
175.424754,34,38.806698
83.722755,17,38.848701
145.264983,28,40.006088
113.356179,22,40.05838
83.282622,17,40.098185
107.233986,21,40.145525
148.939198,29,40.68348
158.565312,30,40.752821
94.264354,19,40.798069
149.002156,30,40.865777
89.3107,18,41.388686
127.842748,25,41.44504
88.385459,18,41.48776
83.600926,17,41.52693
116.452244,23,41.57859
83.566355,17,42.109234
111.98777,22,42.159075
95.139126,19,42.203038
179.398989,35,42.281848
173.243007,33,42.858083
169.214363,34,42.936328
129.786925,25,42.995855
100.604019,20,43.043508
137.671481,27,43.614246
228.27624,46,43.718715
107.235157,21,43.772103
132.290603,26,44.348311
83.466088,17,44.388774
99.311671,20,44.434234
106.615868,21,44.482912
89.240465,18,44.525016
89.211326,18,45.093738
148.475914,30,45.160778
101.797204,20,45.208879
101.02936,20,45.255101
136.582595,26,45.849505
89.415835,18,45.892001
93.645538,19,45.935469
182.790249,40,46.025981
160.68304,31,46.64415
94.706474,19,46.690271
100.856491,20,46.736105
171.179061,34,46.81234
90.905248,18,48.049018
83.570778,17,48.087961
102.082386,20,48.133953
106.516686,21,48.182073
84.107801,17,48.22159
88.378913,18,48.262394
170.649766,33,48.905625
96.092919,19,48.952695
107.001851,21,49.001047
212.501096,45,49.675194
113.880466,22,49.730201
152.935292,30,49.79821
132.87464,26,49.859198
167.913961,33,50.516254
107.566537,21,50.56734
95.032209,19,50.611814
217.457901,42,51.294866
108.793867,22,51.348646
189.472244,36,51.43074
122.84819,24,51.488884
177.523183,34,52.164646
103.986108,21,52.21594
139.35099,27,52.277567
83.505972,17,52.318276
88.545697,18,52.968243
128.724004,26,53.026251
109.300907,22,53.077491
78.720243,16,53.115093
100.632745,20,53.160204
83.750649,17,53.817953
153.203777,30,53.885117
132.850911,27,53.948092
83.347002,17,53.988633
141.633235,28,54.69548
112.603905,22,54.75185
89.279612,18,54.796505
105.799393,21,54.846983
143.478914,29,54.91665
106.655199,21,55.622645
98.099741,20,55.669162
83.561009,17,55.709214
164.112698,32,55.780557
113.584569,22,57.11369
89.144965,18,57.156274
105.116794,21,57.204432
167.15085,35,57.283899
89.668267,18,57.985422
89.491451,18,58.027272
89.923092,18,58.068727
105.099247,21,58.115781
95.804463,19,58.1595
145.097372,28,58.888665
89.380695,18,58.931934
83.377926,17,58.970673
121.351806,24,59.024588
88.618995,18,59.067266
106.500467,22,59.799601
