#{"t_start": 1641916915.0966415, "env_id": "HalfCheetah-v2"}
r,l,t
-273.194933,1000,41.224505
-306.865299,1000,71.638176
-283.175701,1000,102.478955
-322.106457,1000,133.728868
-297.447219,1000,165.66237
-326.360937,1000,197.840929
-335.796164,1000,230.482729
-228.02185,1000,263.600679
-244.786088,1000,297.168542
-417.939481,1000,331.183288
-185.28839,1000,365.706431
-126.279383,1000,400.642816
-471.776392,1000,436.033157
-205.706702,1000,471.77097
-113.226472,1000,508.038834
-222.819115,1000,544.597032
-278.935618,1000,581.61225
-324.565397,1000,619.138763
-311.09876,1000,657.298987
-407.476386,1000,695.703924
-255.50907,1000,734.596566
-278.783372,1000,773.909157
-366.992812,1000,813.916379
-284.268279,1000,854.106805
-283.868182,1000,894.724953
-483.452871,1000,960.28141
-370.738928,1000,1024.327881
-506.579829,1000,1088.40914
-508.990932,1000,1153.328085
345.686699,1000,1218.660287
893.411667,1000,1284.049897
1238.114559,1000,1349.690423
1662.817861,1000,1415.611703
1826.000972,1000,1482.256273
1746.964393,1000,1549.390298
2107.294583,1000,1617.043349
2400.515959,1000,1684.924951
2573.934128,1000,1753.515777
2738.182325,1000,1822.263542
2600.575332,1000,1891.675042
2473.941864,1000,1961.455467
2068.026426,1000,2031.752693
1581.793367,1000,2102.339812
3120.022178,1000,2173.506438
-180.547315,1000,2245.210439
3232.258476,1000,2317.165754
3479.578843,1000,2389.773926
3526.519541,1000,2462.531795
3903.769804,1000,2536.238605
3788.428621,1000,2610.05983
3861.429376,1000,2684.340465
3846.642073,1000,2759.116373
4074.04071,1000,2834.268523
4146.547136,1000,2909.9788
4249.456442,1000,2986.16738
4219.739234,1000,3062.7784
4158.524516,1000,3140.040144
4278.805211,1000,3217.589248
4283.959208,1000,3295.531724
4352.913647,1000,3373.428715
4446.899927,1000,3451.754409
4441.266753,1000,3530.712451
4383.883092,1000,3609.131991
4322.11512,1000,3688.2675
4245.255706,1000,3767.850834
4558.219795,1000,3847.74244
4141.780663,1000,3928.222538
4418.981006,1000,4009.447252
4501.065556,1000,4091.202716
4449.161468,1000,4173.556387
4653.267598,1000,4256.284104
4603.49836,1000,4339.110063
4736.169574,1000,4422.314412
4872.99822,1000,4505.577567
5078.741081,1000,4590.059005
4733.973675,1000,4674.472033
4781.610647,1000,4759.346904
4422.029257,1000,4844.714078
4671.352808,1000,4930.523157
4912.374061,1000,5016.746677
5040.810321,1000,5103.501359
4996.916278,1000,5190.545466
5054.271829,1000,5278.035728
4978.487947,1000,5366.136159
4970.219898,1000,5454.506497
5143.527472,1000,5543.479671
5354.316972,1000,5632.761667
5053.531438,1000,5722.402187
5057.785407,1000,5812.101031
5424.291252,1000,5902.043614
5182.253536,1000,5991.909883
5246.573223,1000,6082.326615
5518.610102,1000,6173.482098
5360.927069,1000,6264.884597
5375.991156,1000,6356.743062
5457.127369,1000,6449.090404
5319.568445,1000,6541.929849
5471.891015,1000,6635.097178
5389.354304,1000,6729.090357
5463.803571,1000,6822.400616
5612.186342,1000,6915.970517
5640.946873,1000,7009.705541
5562.704931,1000,7103.872244
5766.475371,1000,7198.062391
5724.270093,1000,7292.37513
5708.071476,1000,7386.468709
5660.196243,1000,7480.701031
5574.832276,1000,7574.847304
5709.651113,1000,7668.905824
5610.586449,1000,7762.939323
5736.628639,1000,7856.841239
5774.279492,1000,7950.691365
5825.168115,1000,8044.692246
5696.715472,1000,8138.956704
5795.632638,1000,8232.984362
5660.66578,1000,8325.538714
5923.316234,1000,8417.700081
5959.92043,1000,8509.718471
5978.267105,1000,8602.91394
5882.126194,1000,8696.380742
5952.738232,1000,8789.742409
5990.971275,1000,8883.011395
5991.644026,1000,8976.317884
6224.917861,1000,9069.866457
6055.145308,1000,9163.29866
5994.493095,1000,9256.818141
5956.71261,1000,9350.598601
6066.813088,1000,9443.897907
6101.854553,1000,9537.294954
6168.253238,1000,9630.887255
6267.33964,1000,9724.03909
6202.380226,1000,9817.527966
6247.093258,1000,9910.938294
6230.288078,1000,10004.693578
6247.6971,1000,10098.310758
6209.261418,1000,10191.938858
6180.024063,1000,10285.785149
6306.267315,1000,10379.306587
6163.017627,1000,10472.549485
6241.467616,1000,10565.886613
6378.592994,1000,10659.170482
6265.583235,1000,10751.191342
6351.624528,1000,10843.067592
6550.217871,1000,10935.094183
6384.384772,1000,11027.689662
6633.215384,1000,11121.202345
6642.084955,1000,11214.728386
6660.591963,1000,11308.031005
6754.301349,1000,11401.269168
6112.092986,1000,11494.598099
6763.221779,1000,11587.93461
