eval_eplenmean,eval mean 100 episode reward,eval_qs,eval_qs_difference,eval_returns,eval_ep_rewmean,eval_abs_qs_difference,eval_discount_q,eval_time_elapsed,total timesteps
929.1818181818181,997.8,163.91075,26.215269500384125,996.860826525376,1467.1263242727275,33.019783,169.42085025094292,28,53001
668.3636363636364,1058.0,163.20004,48.27687217872078,1290.996389539,988.9375650909092,52.226566,153.8747736466035,20,54001
909.1818181818181,1118.0,130.43309,26.224101898983324,1145.7947704672754,1095.2282026363637,39.60341,153.18546246538574,27,55001
,,,,,,,,,55062
541.4545454545455,1073.7,179.63365,90.98374907039221,383.5256087374295,642.4103361818183,91.89814,115.68183258249393,16,56001
729.5454545454545,1052.8,164.68687,51.00736989050754,953.3220733618842,1073.0104539090908,54.475685,145.11006292507423,21,57001
,,,,,,,,,57313
1000.0,1125.6,187.19345,29.613300755521767,1776.2608971011086,1747.1672711818183,33.158558,173.09665268667197,29,58001
869.8181818181819,1162.4,165.39078,30.84580675152878,1566.6149392349723,1369.5702088181818,37.25479,162.58849183787814,25,59001
,,,,,,,,,59774
588.3636363636364,1149.2,165.44829,68.98725195457433,1660.881773697049,782.8980952727273,70.960045,134.58116147234722,17,60001
931.7272727272727,1181.0,168.1246,29.06047314632177,1110.7593465970685,1452.7173082727272,33.103027,166.99407312816427,27,61001
898.9090909090909,1221.1,192.89345,5.680335016234363,1949.9370138751017,1882.5251223636367,32.628223,210.95739190309985,26,62001
,,,,,,,,,62496
928.3636363636364,1316.2,208.442,22.946106405186068,2137.1082901426757,1952.0604176363634,34.230984,201.2021932912902,27,63001
725.5454545454545,1360.9,206.2827,48.80958836907016,1442.3192243085302,1398.0249997272729,52.404984,195.4790846721984,21,64001
,,,,,,,,,64261
872.0,1444.7,203.95172,47.63830710925897,1957.743250157233,1557.7366217272727,49.023594,178.305478774995,27,65001
1000.0,1544.9,212.88292,41.438226311287046,1942.0330097457481,1890.7778072727272,42.720573,178.11188499723784,30,66001
,,,,,,,,,66553
718.2727272727273,1477.2,173.09178,69.47858638863356,1014.9532788044298,910.0502949999999,71.454445,133.66064193824093,22,67001
778.3636363636364,1477.7,215.14528,58.52483788900955,1147.7907755201593,1433.0063374545455,58.65706,172.04289754412514,24,68001
442.1818181818182,1460.9,199.10356,94.37446873333124,1041.2292684742513,641.0025654545454,94.65796,154.6233773951839,13,69001
,,,,,,,,,69089
587.7272727272727,1406.6,197.38673,74.86147613753836,610.1327338410908,991.1803088181819,77.721405,151.1706147983065,18,70001
476.27272727272725,1309.6,212.9045,84.5277981697608,516.4209923592115,795.8869868181818,85.09877,167.1321006131673,14,71001
743.2727272727273,1214.6,191.0829,66.73861694373336,1160.9492416465073,1149.023590181818,70.17844,167.74652461390357,23,72001
,,,,,,,,,72492
975.2727272727273,1250.6,233.42438,47.67567008263622,2040.528884936061,2017.9708757272726,48.25001,208.78269140905016,30,73001
899.5454545454545,1287.3,206.28648,37.22713612479022,2291.653390786332,1708.6974791818182,40.575836,190.13963681045132,28,74001
832.2727272727273,1266.5,214.31192,50.71082175873165,825.6667791538716,1567.8925247272725,52.615795,198.69227331460405,26,75001
,,,,,,,,,75821
419.6363636363636,1226.0,232.54945,100.15517948878848,2301.8946664247724,861.0213112727271,100.825874,162.72717641719112,12,76001
788.0909090909091,1289.4,243.1557,53.00604011621379,734.9791158284315,1765.775941,53.6917,206.9323250158882,24,77001
526.2727272727273,1302.9,227.8131,79.71909818909859,2472.7511998063774,1096.8281057272727,82.413574,189.3500082054903,17,78001
647.8181818181819,1345.4,237.09552,78.24896800200314,874.7572271831623,1284.6354350909094,79.33881,185.9321271192641,20,79001
,,,,,,,,,79207
641.2727272727273,1382.7,202.70995,75.58604364758388,538.617259917247,1044.1186528181818,77.55561,180.55304950572554,20,80001
577.8181818181819,1392.4,243.50879,70.9788417717349,2279.51421721947,1306.368768,72.23498,210.0902688412126,17,81001
,,,,,,,,,81894
788.6363636363636,1357.1,224.70973,63.98207860964381,2194.511793211501,1573.9302420909094,65.64035,196.59811398542044,24,82001
849.7272727272727,1367.8,214.83217,41.054676243212604,1326.460789985189,1757.1737306363634,46.696117,197.40910844586267,26,83001
917.9090909090909,1389.2,215.43813,38.738707957124475,2413.378879003692,1896.2361113636364,44.665833,221.47001250351443,28,84001
,,,,,,,,,84503
884.4545454545455,1514.1,243.6076,42.53273731517198,2404.130028356976,2038.2236973636361,46.844566,247.23150145163106,27,85001
715.0909090909091,1444.8,183.17986,59.412097330789535,356.4885151060927,1000.4036314545457,62.803185,167.81908872415283,22,86001
,,,,,,,,,86283
832.9090909090909,1472.0,186.90529,49.44857193871914,1108.5281902788433,1337.5130463636365,53.452816,203.0341251402636,26,87001
931.2727272727273,1493.8,172.09471,33.97911772916902,1111.3546557332281,1462.4168677272726,37.4271,200.6313530319815,29,88001
,,,,,,,,,88599
969.7272727272727,1560.8,219.56934,45.88257494837441,1631.5547403852684,1876.6850714545456,47.2501,208.13658428597134,30,89001
520.9090909090909,1578.0,230.2431,94.1067600976663,226.464495977567,999.1311846363639,96.036125,198.08368299692563,16,90001
524.5454545454545,1521.5,259.94452,91.27577110371378,1248.0315550570174,1167.6823380000003,91.813675,212.33694899570594,16,91001
,,,,,,,,,91104
538.7272727272727,1428.0,233.46434,87.86239239250814,185.43687887790207,1015.426719909091,88.93244,197.60302200992825,17,92001
762.4545454545455,1352.2,170.57239,66.32643760214387,93.28446804467919,1046.7009314545455,69.52418,165.9052659786796,24,93001
764.4545454545455,1321.7,276.94968,64.94851047343604,2630.239881527854,1907.6302323636364,66.846436,214.12663720473753,23,94001
,,,,,,,,,94315
659.1818181818181,1316.9,214.9396,77.60624562970978,1163.6930468887322,1162.717061181818,80.48058,197.2347955774452,21,95001
910.2727272727273,1367.4,207.27182,36.870322187901756,1815.9816304635704,1752.0528880909092,40.48257,230.5816461208039,28,96001
,,,,,,,,,96818
829.2727272727273,1392.9,217.09834,62.497328792272924,1105.752358591169,1596.616403454545,65.76239,185.9141308155814,26,97001
742.0,1346.7,210.95659,64.6369949808462,962.8611664237498,1334.030236909091,67.973724,208.17879632438263,23,98001
573.1818181818181,1350.3,241.27579,102.16659426394075,592.3755909564276,1126.4985840909092,104.12786,186.945183185388,18,99001
735.7272727272727,1427.4,278.0008,81.52937830441157,600.4863157219156,1896.7774479999994,83.18891,218.73448950758709,23,100001
,,,,,,,,,100805
800.7272727272727,1483.4,241.5954,51.82569181511544,1235.35052864962,1730.4925500909092,54.740158,238.83972589815156,25,101001
767.3636363636364,1547.7,235.87271,66.71832871380167,2459.9059283987913,1555.0026778181816,68.32388,198.47010848169728,23,102001
634.8181818181819,1490.6,216.44571,95.00149192735452,1240.6877319149908,1033.3186445454548,96.96612,174.5696752863664,19,103001
,,,,,,,,,103678
748.8181818181819,1474.8,226.28639,67.3216790149312,2520.93554510721,1417.389357909091,69.25647,208.512366169468,23,104001
761.0,1479.8,247.71657,58.40360032981845,2590.9889207018978,1662.1664618181821,60.703487,239.0249511277417,24,105001
,,,,,,,,,105121
936.2727272727273,1526.6,216.9575,35.85222919664015,1247.8597744430654,1905.7283447272728,39.62012,241.35580662489699,29,106001
870.3636363636364,1558.0,233.20761,43.390503672345986,2781.5003061793004,1891.873673181818,47.20442,246.2513289343146,27,107001
768.0909090909091,1635.8,226.63754,50.35916645412263,811.9034024625211,1568.4265041818182,55.35652,238.697488459343,24,108001
669.4545454545455,1553.5,225.85806,75.31021331767846,844.7073349376918,1335.5737364545455,78.36868,235.27061466381755,21,109001
,,,,,,,,,109121
668.3636363636364,1513.4,220.83511,66.49575719966948,2126.9288843091194,1211.2899755454548,69.199646,251.19083346157066,21,110001
814.0,1545.1,237.34233,49.73408857217403,986.0539885224297,1794.658830818182,55.526905,234.7807192896581,25,111001
686.6363636363636,1568.2,250.39381,86.06338635903451,1888.210319345721,1429.065335181818,87.5315,205.6547449714876,21,112001
,,,,,,,,,112288
638.2727272727273,1576.7,234.11607,103.79699571148407,100.5176609828194,1222.7733644545456,105.58459,189.96350062938242,20,113001
830.9090909090909,1606.9,282.84723,73.379068842414,2599.426183888994,2189.2669440000004,75.13377,228.53345954309327,26,114001
722.1818181818181,1577.3,233.92938,71.11338855134684,1353.058207125302,1452.2368417272728,73.82586,227.67516852906766,22,115001
,,,,,,,,,115344
744.0,1513.9,200.00963,68.88396134855033,1283.0885547836824,1163.939648,72.32276,206.41377848928204,22,116001
824.9090909090909,1487.0,230.64378,66.79907721822433,2408.497205052543,1766.1599114545454,69.36256,206.51181207499832,25,117001
892.1818181818181,1585.3,261.4482,34.955016855374545,2912.883734710073,2244.6594445454543,44.479694,261.3558074961137,27,118001
,,,,,,,,,118932
724.2727272727273,1631.6,239.20015,47.14224931097694,2959.9829915714968,1542.2699163636362,53.57776,236.41600433009526,22,119001
701.1818181818181,1622.1,246.95872,81.92252858039984,247.1841965851514,1446.4259670000001,84.34937,227.29997932124962,21,120001
802.4545454545455,1686.8,308.30948,74.19076390639424,2976.572340708661,2396.1701472727273,76.94421,253.8779413930226,24,121001
1000.0,1797.0,227.84174,30.893176860847834,1063.3233715749507,2214.8164347272723,35.54177,247.80910247434596,31,122001
,,,,,,,,,122529
816.0,1832.2,274.8528,42.84690216163586,2797.8787330398745,2206.3806192727275,55.280697,263.0442939984415,25,123001
755.4545454545455,1839.6,249.39595,62.989534037354275,3035.0282086635193,1705.2687842727275,67.28655,224.001718195965,23,124001
937.4545454545455,1959.9,247.00539,34.613562684683984,1850.148731437336,2263.9773404545454,41.129898,289.47760168121033,29,125001
837.8181818181819,2042.7,298.2385,64.58262455216851,3219.705634780018,2390.535387,69.16556,250.82270219553112,26,126001
,,,,,,,,,126529
820.6363636363636,2032.8,251.35214,59.27206359830027,1425.8572002379137,1910.6420014545452,63.064354,264.95360205500987,25,127001
1000.0,2148.1,296.9089,33.34414820485039,3203.78248528889,2932.743489818182,40.575756,300.0968623666877,31,128001
661.8181818181819,2146.6,265.2139,71.15182697990521,3079.52424963596,1509.574834181818,74.07458,251.81640654632528,20,129001
877.9090909090909,2174.0,267.16074,46.16735304579698,1162.91792734199,2225.120868818182,52.33412,284.6102573226693,27,130001
,,,,,,,,,130529
655.5454545454545,2087.9,279.88736,83.95760891907712,1863.4652828760632,1627.3258486363636,85.987854,257.32134687465407,20,131001
979.4545454545455,2101.9,264.92715,31.84367272472349,3229.164711047525,2553.825944636364,39.008656,283.61155648879037,30,132001
,,,,,,,,,132946
538.5454545454545,2069.8,241.03383,108.39821660758716,222.96065684552647,907.7531325454544,111.225075,204.94377458604248,17,133001
661.8181818181819,2000.4,300.93658,94.9559236490465,2307.6725540860953,1879.793421818182,99.06384,249.52315953194048,20,134001
728.8181818181819,1909.4,233.4112,59.63848247721974,1686.1509102628663,1404.324997,62.955017,242.55976435175472,22,135001
719.1818181818181,1867.6,256.3473,68.28940691537979,1193.2255258324496,1635.2689984545455,72.87526,267.72808807345206,22,136001
,,,,,,,,,136250
643.6363636363636,1751.6,308.99753,85.9106681787233,3166.5085328334067,1872.5882841818182,89.408005,263.2948678304001,19,137001
942.9090909090909,1839.2,270.3174,30.98969239350314,3333.609540041375,2535.146028090909,39.933743,293.4849494758486,29,138001
,,,,,,,,,138464
587.9090909090909,1771.2,280.19815,88.16520126717586,856.4015298946772,1399.1423648181817,90.628815,260.9128655648985,18,139001
1000.0,1829.4,261.9898,32.700032154034936,3356.030053199615,2569.024297363636,41.096306,278.9156767335005,31,140001
689.8181818181819,1733.2,226.0349,67.58592138414778,1016.7909521138404,1248.6771492727273,70.79582,216.7022967826524,21,141001
943.0909090909091,1883.9,301.06314,41.0125592460849,3376.6866232816296,2766.155756090909,46.4579,308.3132322671993,29,142001
,,,,,,,,,142076
959.2727272727273,2041.9,336.8009,43.240494338342,2786.771607139305,3129.629002363636,47.468872,304.7838343311042,29,143001
1000.0,2170.4,265.8804,35.68374996911697,2952.6300558768844,2579.671676454545,40.228897,280.5101086943484,31,144001
884.7272727272727,2205.5,228.48706,33.92674721945843,1408.5212936436228,1929.7529815454545,40.96971,286.92291172661686,27,145001
,,,,,,,,,145594
971.0909090909091,2270.8,248.19635,31.135305433894395,2242.294999686368,2389.816604636364,37.6658,304.0772019004418,30,146001
640.5454545454545,2235.0,311.72083,86.1953692445274,592.1930231365002,1939.148300272727,90.53122,259.3686718382615,20,147001
866.0,2305.5,286.41592,59.32990233236733,1197.5230907678813,2392.906152636364,65.07923,272.33511899719736,27,148001
869.7272727272727,2348.1,325.45316,58.4309377414363,3517.214877748497,2759.1155246363637,65.70295,299.00351150178284,26,149001
,,,,,,,,,149594
610.2727272727273,2331.4,274.29422,95.22926135697898,2909.428374680131,1377.839883909091,100.3385,271.3446658940509,19,150001
847.6363636363636,2372.8,329.88895,52.27104186259058,3089.5386394762572,2744.2876915454544,60.219944,306.9013956496724,26,151001
696.1818181818181,2229.3,283.58853,77.95617125531888,1394.0718085303076,1719.8293578181817,81.07636,264.17377626955334,22,152001
,,,,,,,,,152497
945.6363636363636,2271.4,335.1828,37.926389163400515,3367.1519141992853,3153.750994727273,53.584194,324.1357341854784,29,153001
792.1818181818181,2328.0,344.62738,62.97935882567044,3499.1574119838706,2724.7490009999997,70.76309,303.45149759526515,24,154001
719.5454545454545,2309.3,313.5195,77.43463021469285,3294.690957645834,2125.927858090909,84.17713,295.55224782696024,22,155001
,,,,,,,,,155923
831.8181818181819,2357.4,297.8125,85.13299451556254,317.68715232755847,2226.296483090909,95.31716,235.36716766292022,25,156001
594.5454545454545,2223.2,306.84995,113.06316485735623,3396.2653509578167,1572.445900909091,119.022095,241.96184540328125,18,157001
540.7272727272727,2159.4,297.22272,122.13911697014095,204.34262650538483,1382.0458607272728,125.00281,220.17648964371074,16,158001
721.0,2214.5,315.81873,66.33720677090857,842.3003482407695,2134.660099454545,70.11755,303.1340996706938,22,159001
,,,,,,,,,159242
790.7272727272727,2179.1,342.651,62.95365543045097,3592.13899057416,2616.1092439090908,71.84708,300.6320012324018,24,160001
654.6363636363636,2203.3,331.99222,78.37434953230695,3485.748823964257,2129.1030283636364,86.34423,296.3229485537458,20,161001
868.0909090909091,2227.6,357.05643,49.21859464440209,3592.327314989598,3039.915003272727,57.782406,311.53317690601875,26,162001
,,,,,,,,,162814
750.5454545454545,2135.6,314.07477,85.99787390272027,2222.4173606874056,2046.506721,93.41098,279.78449492722575,23,163001
720.7272727272727,2153.5,320.94955,93.05775111877833,750.8857766187549,1909.496671545454,96.13145,298.622077700081,21,164001
,,,,,,,,,164827
758.9090909090909,2156.8,361.18192,55.06973558302041,3508.3995417997867,2736.135316272727,65.24899,322.1494257102893,23,165001
428.09090909090907,2184.2,347.09543,122.96123577516045,816.8298958832669,1450.5381019999998,126.26606,258.8636472661771,13,166001
883.6363636363636,2280.9,361.0805,73.50426983398938,3620.340879469789,2975.814082727273,77.11171,299.5370902523072,26,167001
834.1818181818181,2315.7,307.36545,101.08228324660114,1899.4190776411158,1926.4516746363638,107.35993,302.2171004649821,25,168001
,,,,,,,,,168217
664.5454545454545,2331.8,359.12512,95.66508145771814,253.8222861910233,2365.858924909091,102.735664,270.9608282489164,20,169001
660.6363636363636,2267.3,331.2981,97.72801256054045,1252.5719613528438,1843.545331727273,100.705696,295.7577914423595,20,170001
670.7272727272727,2160.8,338.8711,112.73333048981267,2149.348247249485,1963.6532070909088,118.81634,279.1474140996797,20,171001
,,,,,,,,,171497
942.7272727272727,2154.0,304.86526,97.44018065146028,3694.825939053871,2230.725998454546,102.322586,305.04306199663563,29,172001
911.0,2168.4,321.58563,68.09602954595013,3681.290223729462,2575.265401,77.40576,314.4648894070013,27,173001
,,,,,,,,,173751
747.5454545454545,2239.3,344.11685,69.71908684053511,552.704754932986,2420.533875,77.01006,311.51142720967806,22,174001
769.6363636363636,2229.6,323.4872,91.01797997907211,2845.211634040105,2134.275289454545,95.12991,276.6807028899625,23,175001
811.6363636363636,2213.8,325.9545,74.36727142752135,3482.176732344213,2337.1986280909096,82.67382,307.61876842358777,24,176001
,,,,,,,,,176998
573.2727272727273,2207.1,353.7416,114.5947760651161,61.33773187481695,1948.3251616363634,120.30297,278.65626944395683,17,177001
1000.0,2301.9,370.21097,58.10464735331799,3369.2353328184718,3428.4855176363635,62.58738,310.5275029542137,31,178001
637.8181818181819,2318.7,324.07706,97.62627603787791,1610.7772139304593,1762.471795818182,99.53076,283.35024926132115,19,179001
,,,,,,,,,179469
917.5454545454545,2423.7,343.34576,61.30828299410416,3668.237784729329,3024.7595139090904,67.551056,326.4943201942466,28,180001
756.8181818181819,2429.0,308.1925,97.55651945046863,436.91515464252393,1813.9767794545455,101.52184,303.5277769406207,23,181001
970.0909090909091,2479.9,361.80017,50.23213364438909,3552.3099487724835,3343.1415588181817,56.24493,326.4003162835386,30,182001
,,,,,,,,,182487
794.1818181818181,2447.7,319.48428,107.09109154802542,10.390637205134672,2082.2635371818183,118.06596,262.92929054178916,24,183001
976.6363636363636,2554.7,341.6627,50.06962049617575,2899.653349893609,3170.1335469999995,60.51613,331.74401837367714,29,184001
,,,,,,,,,184480
771.0909090909091,2495.9,304.23563,117.77027327931056,-534.7853510906871,1656.3534837272725,123.59231,274.87285176777226,24,185001
935.4545454545455,2546.4,328.675,53.9348531601443,3767.963325487676,2887.831642909091,59.68077,307.9751904576161,29,186001
612.2727272727273,2483.5,366.4732,96.85641602526813,78.09775394891,2223.9737606363637,104.07667,298.4666224897355,19,187001
,,,,,,,,,187026
877.3636363636364,2444.7,275.5015,87.35751114044494,1951.0311016533792,1919.0743864545454,94.03413,298.3864541246599,26,188001
850.7272727272727,2454.3,346.9119,64.40727880971303,2121.8232459697692,2755.894893545454,74.289246,328.0826299067017,26,189001
,,,,,,,,,189537
718.8181818181819,2466.8,350.8845,97.69101615862537,2664.622604469769,2260.1104649999997,106.93763,312.1560363342753,21,190001
509.0,2320.5,341.2629,138.27981692851407,1574.6843774336267,1623.8869723636365,144.62389,228.1124854466306,15,191001
875.0909090909091,2254.5,306.4277,69.5927989931149,2737.090838780167,2293.348001272727,77.32286,296.8641165253525,27,192001
,,,,,,,,,192074
494.54545454545456,2166.2,349.82312,117.94439323219484,1096.9967533899464,1562.3962920000004,121.24332,297.93092047004114,15,193001
653.2727272727273,2031.2,262.78366,159.43557247294981,1093.6400028515623,741.2285559090909,160.79059,247.57905663267957,20,194001
827.3636363636364,2011.2,307.35236,68.21834111452816,1414.7638705420648,2365.7307048181815,73.34496,289.39935991090783,25,195001
,,,,,,,,,195748
826.6363636363636,1908.5,306.99167,95.51578059208532,3807.582432938679,2120.538118909091,103.061005,287.8994487060635,25,196001
637.2727272727273,1947.4,351.83304,89.6171694614307,1978.4803644307087,2088.695051636363,97.27392,313.8096414930928,19,197001
460.27272727272725,1855.4,338.95682,116.10330121345223,866.9333234736544,1373.6120281818182,118.31184,305.1464537781392,14,198001
751.0909090909091,1852.8,375.46716,82.41512276380232,3833.420128703231,2795.730857363636,89.61727,323.3245087871609,22,199001
,,,,,,,,,199191
858.1818181818181,2020.2,349.68555,66.02546112686854,3859.350384952797,2926.489193909091,78.59059,324.4373148316615,26,200001
811.3636363636364,2109.8,367.3963,57.6137476622929,3985.281731420982,2985.1670782727274,73.700035,349.6692741737599,24,201001
905.5454545454545,2293.7,385.01447,37.609371110598424,2699.7064666448587,3534.292092818182,56.442867,354.76340799926254,27,202001
,,,,,,,,,202227
642.2727272727273,2450.7,358.58817,85.84150752987765,3591.160469262144,2204.6027427272725,91.36197,310.1199083189779,19,203001
847.8181818181819,2548.1,369.1716,57.885135444184264,3815.8063106467007,3092.0650938181816,71.94127,350.145930174122,25,204001
642.1818181818181,2628.6,371.09152,93.56733240721897,1432.5258554807715,2331.385526818182,100.57732,312.327163401874,20,205001
856.0909090909091,2664.5,344.09604,49.6862409226122,3985.6401985280822,2879.401452090909,60.615944,339.0356356997259,26,206001
,,,,,,,,,206195
